PdVId;PdVName;PdVTypeID;PdVOpeningHours;PdVAddressLine1;PdVHousenumber;PdVStreet;PdVPostCode;PdVTown;PdVPostCodeExtension;PdVLatitude;PdVLongitude;PdVPostalRegion;PdVEasyAutomate;ZdAId;point_geo;ServiceType;pdvtypename
AGE-4-735;Lozere;4;;;2;Rue Charles Péguy;91120;PALAISEAU;;48.705865;2.211406;91477;0;0;48.705865, 2.211406;Vente;Guichet Navigo
AGE-4-752;Malakoff_Plateau_De_Vanves;4;;;60;Boulevard Charles de Gaulle;92240;MALAKOFF;;48.822569;2.298544;92046;0;0;48.822569, 2.298544;Vente;Guichet Navigo
AGE-4-784;Notre_Dame_Des_Champs;4;;;112;Boulevard Raspail;75006;PARIS;;48.844819;2.328542;75106;0;0;48.844819, 2.328542;Vente;Guichet Navigo
AGE-4-797;Passy;4;;;;Rue Marietta Alboni;75016;PARIS;;48.857643;2.285646;75116;0;0;48.857643, 2.285646;Vente;Guichet Navigo
AGE-4-817;Pont_Marie;4;;;1;Port de l'Hôtel de Ville;75004;PARIS;;48.853255;2.357032;75104;0;0;48.853255, 2.357032;Vente;Guichet Navigo
AGE-4-824;Porte_De_Choisy;4;;;115;Boulevard Masséna;75013;PARIS;;48.819623;2.364477;75113;0;0;48.819623, 2.364477;Vente;Guichet Navigo
AGE-4-834;Porte_Des_Lilas;4;;;1;Boulevard Sérurier;75019;PARIS;;48.877272;2.406299;75119;0;0;48.877272, 2.406299;Vente;Guichet Navigo
AGE-4-836;Porte_Maillot;4;;;2s;Place de la Porte Maillot;75017;PARIS;;48.87866;2.283012;75117;0;0;48.87866, 2.283012;Vente;Guichet Navigo
AGE-4-845;Pyrenees;4;;;1;Avenue Simon Bolivar;75019;PARIS;;48.873862;2.384794;75119;0;0;48.873862, 2.384794;Vente;Guichet Navigo
AGE-4-851;Raspail;4;;;1;Boulevard Edgar Quinet;75014;PARIS;;48.839081;2.330308;75114;0;0;48.839081, 2.330308;Vente;Guichet Navigo
AGE-4-856;Richard_Lenoir;4;;;71;Boulevard Richard Lenoir;75011;PARIS;;48.860696;2.372069;75111;0;0;48.860696, 2.372069;Vente;Guichet Navigo
AGE-4-863;Rue_De_La_Pompe;4;;;86;Rue de la Pompe;75016;PARIS;;48.86436;2.278016;75116;0;0;48.86436, 2.278016;Vente;Guichet Navigo
AGE-4-873;Segur;4;;;156b;Avenue de Suffren;75015;PARIS;;48.846892;2.30733;75115;0;0;48.846892, 2.30733;Vente;Guichet Navigo
AGE-4-876;Sentier;4;;;104b;Rue Réaumur;75002;PARIS;;48.867408;2.347622;75102;0;0;48.867408, 2.347622;Vente;Guichet Navigo
AGE-4-888;St_Germain_Des_Pres;4;;;5;Place du Québec;75006;PARIS;;48.853449;2.333056;75106;0;0;48.853449, 2.333056;Vente;Guichet Navigo
AGE-4-890;St_Jacques;4;;;53b;Boulevard Saint-Jacques;75014;PARIS;;48.832725;2.336499;75114;0;0;48.832725, 2.336499;Vente;Guichet Navigo
AGE-4-896;St_Paul;4;;;4;Rue de Rivoli;75004;PARIS;;48.855254;2.361406;75104;0;0;48.855254, 2.361406;Vente;Guichet Navigo
AGE-4-897;St_Philippe_Du_Roule;4;;;111;Rue du Faubourg Saint-Honoré;75008;PARIS;;48.872665;2.310826;75108;0;0;48.872665, 2.310826;Vente;Guichet Navigo
AGE-4-900;St_Sebastien_Froissart;4;;;4;Boulevard des Filles du Calvaire;75011;PARIS;;48.860977;2.367518;75111;0;0;48.860977, 2.367518;Vente;Guichet Navigo
AGE-4-901;St_Sulpice;4;;;71;Rue de Rennes;75006;PARIS;;48.851123;2.330888;75106;0;0;48.851123, 2.330888;Vente;Guichet Navigo
AGE-4-908;Ternes;4;;;;Place des Ternes;75017;PARIS;;48.878417;2.298129;75117;0;0;48.878417, 2.298129;Vente;Guichet Navigo
AGE-4-923;Villejuif_Paul_Vaillant_Cou;4;;;42;Boulevard Maxime Gorki;94800;VILLEJUIF;;48.796006;2.368352;94076;0;0;48.796006, 2.368352;Vente;Guichet Navigo
AGE-4-928;Wagram;4;;;66b;Avenue de Villiers;75017;PARIS;;48.883785;2.305627;75117;0;0;48.883785, 2.305627;Vente;Guichet Navigo
AGE-4-1166;Aime_Cesaire;4;;;1;Quai Francois Mitterrand;93300;AUBERVILLIERS;;48.907923;2.376969;93001;0;0;48.907923, 2.376969;Vente;Guichet Navigo
AGE-4-1170;Anatole_France;4;;;2;Place du General Leclerc;92300;LEVALLOIS-PERRET;;48.892095;2.28538;92044;0;0;48.892095, 2.28538;Vente;Guichet Navigo
AGE-4-1193;Bir_Hakeim;4;;;;Place des Martyrs Juifs du Vélodrome d'Hiver;75015;PARIS;;48.854204;2.288634;75115;0;0;48.854204, 2.288634;Vente;Guichet Navigo
AGE-5-713;Laplace;5;;;3;Rue Laplace;94110;ARCUEIL;;48.807658;2.332646;94003;0;0;48.807658, 2.332646;Vente;Guichet Navigo
AGE-5-746;Mairie_De_St_Ouen;5;;;2;Avenue Gabriel Péri;93400;SAINT-OUEN-SUR-SEINE;;48.911674;2.333671;93070;0;0;48.911674, 2.333671;Vente;Guichet Navigo
AGE-5-748;Maison_Blanche;5;;;115;Avenue d'Italie;75013;PARIS;;48.822158;2.35881;75113;0;0;48.822158, 2.35881;Vente;Guichet Navigo
AGE-5-751;Malakoff_E_Dolet;5;;;112;Boulevard Camelinat;92240;MALAKOFF;;48.814548;2.296877;92046;0;0;48.814548, 2.296877;Vente;Guichet Navigo
AGE-5-768;Monceau;5;;;3;Place de la République Dominicaine;75008;PARIS;;48.880208;2.308909;75108;0;0;48.880208, 2.308909;Vente;Guichet Navigo
AGE-5-773;Nanterre_Universite;5;;;11;Esplanade Charles de Gaulle;92000;NANTERRE;;48.895541;2.223296;92050;0;0;48.895541, 2.223296;Vente;Guichet Navigo
AGE-5-776;Nationale;5;;;122;Boulevard Vincent Auriol;75013;PARIS;;48.83333;2.362547;75113;0;0;48.83333, 2.362547;Vente;Guichet Navigo
AGE-5-783;Notre_Dame_De_Lorette;5;;;1;Rue Bourdaloue;75009;PARIS;;48.87616;2.338451;75109;0;0;48.87616, 2.338451;Vente;Guichet Navigo
AGE-5-785;Oberkampf;5;;;33;Boulevard Voltaire;75011;PARIS;;48.864665;2.368921;75111;0;0;48.864665, 2.368921;Vente;Guichet Navigo
AGE-5-806;Pigalle_B;5;;;1;Place Pigalle;75009;PARIS;;48.882078;2.337762;75109;0;0;48.882078, 2.337762;Vente;Guichet Navigo
AGE-5-803;Philippe_Auguste;5;;;145;Boulevard de Charonne;75011;PARIS;;48.857915;2.390768;75111;0;0;48.857915, 2.390768;Vente;Guichet Navigo
AGE-5-838;Pte_Dauphine;5;;;81;Avenue Foch;75016;PARIS;;48.87129;2.276953;75116;0;0;48.87129, 2.276953;Vente;Guichet Navigo
AGE-5-854;Republique;5;;;184;Rue du Temple;75003;PARIS;;48.867085;2.363251;75103;0;0;48.867085, 2.363251;Vente;Guichet Navigo
AGE-5-857;Richelieu_Drouot;5;;;2;Boulevard des Italiens;75009;PARIS;;48.871936;2.338777;75109;0;0;48.871936, 2.338777;Vente;Guichet Navigo
AGE-5-883;St_Denis_Pte_De_Paris;5;;;19;Rue de la Barbacane;93200;SAINT-DENIS;;48.930291;2.357792;93066;0;0;48.930291, 2.357792;Vente;Guichet Navigo
AGE-5-905;Sully_Morland;5;;;2b;Quai des Célestins;75004;PARIS;;48.85162;2.362123;75104;0;0;48.85162, 2.362123;Vente;Guichet Navigo
AGE-5-914;Val_De_Fontenay;5;;;199;Rue Carnot;94120;FONTENAY-SOUS-BOIS;;48.854734;2.490286;94033;0;0;48.854734, 2.490286;Vente;Guichet Navigo
AGE-5-918;Vaugirard;5;;;256;Rue de Vaugirard;75015;PARIS;;48.83977;2.301536;75115;0;0;48.83977, 2.301536;Vente;Guichet Navigo
AGE-5-924;Villiers;5;;;4;Boulevard de Courcelles;75017;PARIS;;48.881297;2.314832;75117;0;0;48.881297, 2.314832;Vente;Guichet Navigo
AGE-5-1191;Bibliotheque_F_M_B;5;;;29;Rue des Cadets de la France Libre;75013;PARIS;;48.829654;2.376187;75113;0;0;48.829654, 2.376187;Vente;Guichet Navigo
AGE-3-684;Hoche;3;;;59;Avenue Jean Lolive;93500;PANTIN;;48.891478;2.403167;93055;0;0;48.891478, 2.403167;Vente;Guichet Navigo
AGE-3-777;Neuilly_Plaisance;3;;;6;Rue Edgar Quinet;93360;NEUILLY-PLAISANCE;;48.853261;2.512993;93049;0;0;48.853261, 2.512993;Vente;Guichet Navigo
AGE-3-899;St_Remy_Les_Chevreuses;3;;;3;Rue Ditte;78470;SAINT-RÉMY-LÈS-CHEVREUSE;;48.703239;2.070589;78575;0;0;48.703239, 2.070589;Vente;Guichet Navigo
AGE-3-925;Vincennes;3;;;14;Avenue Aubert;94300;VINCENNES;;48.847548;2.433553;94080;0;0;48.847548, 2.433553;Vente;Guichet Navigo
AGE-6-702;La_Defense;6;;;;Le Parvis;92800;PUTEAUX;;48.891203;2.23803;92062;0;0;48.891203, 2.23803;Vente;Guichet Navigo
AGE-6-790;Orsay_Ville;6;;;1;Rue Georges Clémenceau;91400;ORSAY;;48.698175;2.181616;91471;0;0;48.698175, 2.181616;Vente;Guichet Navigo
AGE-9-941;Avenue Henri Martin;9;;;4;Place Tattegrain;75016;PARIS;;48.864253;2.272152;75116;0;0;48.864253, 2.272152;Vente;Guichet Navigo
AGE-9-948;Champ Mars Tour Eiffel;9;;;2;Pont de Bir-Hakeim;75015;PARIS;;48.854935;2.288629;75115;0;0;48.854935, 2.288629;Vente;Guichet Navigo
AGE-9-960;Cesson;9;;;8;Rue de la Gare;77240;CESSON;;48.565729;2.5933;77067;0;0;48.565729, 2.5933;Vente;Guichet Navigo
AGE-9-986;Épinay - Villetaneuse;9;;;243;Route de Saint-leu;93800;ÉPINAY-SUR-SEINE;;48.958618;2.328709;93031;0;0;48.958618, 2.328709;Vente;Guichet Navigo
AGE-9-991;Étampes;9;;;2;Promenade de Guinette;91150;ÉTAMPES;;48.436824;2.158214;91223;0;0;48.436824, 2.158214;Vente;Guichet Navigo
AGE-9-1018;Issy;9;;;89;Avenue de Verdun;92130;ISSY-LES-MOULINEAUX;;48.820337;2.258911;92040;0;0;48.820337, 2.258911;Vente;Guichet Navigo
AGE-9-1024;La Barre Ormesson;9;;;2;Rue de la Concorde;95170;DEUIL-LA-BARRE;;48.966436;2.316775;95197;0;0;48.966436, 2.316775;Vente;Guichet Navigo
AGE-9-1028;La Ferté-Sous-Jouarre;9;;;1;Square de la Haute Vue;77260;LA FERTÉ-SOUS-JOUARRE;;48.951342;3.124817;77183;0;0;48.951342, 3.124817;Vente;Guichet Navigo
AGE-9-1032;Lagny - Thorigny;9;;;3;Rue de la Gare;77400;THORIGNY-SUR-MARNE;;48.881801;2.704442;77464;0;0;48.881801, 2.704442;Vente;Guichet Navigo
AGE-9-1036;Le Chénay Gagny;9;;;50;Rue du Chemin de Fer;93220;GAGNY;;48.876664;2.552457;93032;0;0;48.876664, 2.552457;Vente;Guichet Navigo
AGE-9-1039;Le Raincy;9;;;4;Cour de la Gare;93340;LE RAINCY;;48.889464;2.51273;93062;0;0;48.889464, 2.51273;Vente;Guichet Navigo
AGE-9-1041;Les Ardoines;9;;;144;Rue Léon Geffroy;94400;VITRY-SUR-SEINE;;48.784094;2.408569;94081;0;0;48.784094, 2.408569;Vente;Guichet Navigo
AGE-9-1054;Massy - Palaiseau;9;;;108;Avenue Carnot;91300;MASSY;;48.723965;2.259562;91377;0;0;48.723965, 2.259562;Vente;Guichet Navigo
AGE-9-1382;Le Stade;9;;;84;Avenue Ménelotte;92700;COLOMBES;;48.931432;2.261191;92025;0;0;48.931432, 2.261191;Vente;Guichet Navigo
AGE-9-1386;Viroflay Rive Droite;9;;;;Place Stalingrad;78220;VIROFLAY;;48.805643;2.168405;78686;0;0;48.805643, 2.168405;Vente;Guichet Navigo
AGE-9-1361;Luzarches;9;;;27;Boulevard de la Fraternite;95270;LUZARCHES;;49.116697;2.420284;95352;0;0;49.116697, 2.420284;Vente;Guichet Navigo
AGE-9-1074;Nogent - Le Perreux;9;;;12;Place Robert Belvaux;94170;LE PERREUX-SUR-MARNE;;48.838327;2.495133;94058;0;0;48.838327, 2.495133;Vente;Guichet Navigo
AGE-9-1084;Pierrefitte - Stains;9;;;19;Place du Général Leclerc;93380;SAINT-DENIS;;48.964362;2.37216;93066;0;0;48.964362, 2.37216;Vente;Guichet Navigo
AGE-9-1091;Porchefontaine;9;;;5;Avenue de Porchefontaine;78000;VERSAILLES;;48.797112;2.154055;78646;0;0;48.797112, 2.154055;Vente;Guichet Navigo
AGE-9-1093;Provins;9;;;4;Rue des Coudres;77160;PROVINS;;48.55696;3.302794;77379;0;0;48.55696, 3.302794;Vente;Guichet Navigo
AGE-9-1106;Saint-Michel Notre-Dame;9;;;29;Quai Saint-Michel;75005;PARIS;;48.853528;2.344789;75105;0;0;48.853528, 2.344789;Vente;Guichet Navigo
AGE-9-1118;Sèvres Rive Gauche;9;;;26;Rue Auguste Rodin;92310;SÈVRES;;48.821534;2.215114;92072;0;0;48.821534, 2.215114;Vente;Guichet Navigo
AGE-9-1121;St-Ouen-L'Aumône Liesse;9;;;34;Rue de Maunoury;95310;SAINT-OUEN-L'AUMÔNE;;49.035367;2.128158;95572;0;0;49.035367, 2.128158;Vente;Guichet Navigo
AGE-9-1130;Trappes;9;;;35;Avenue Gabriel Péri;78190;TRAPPES;;48.775023;2.006674;78621;0;0;48.775023, 2.006674;Vente;Guichet Navigo
AGE-9-1153;Yerres;9;;;5;Rue de la Gare;91330;YERRES;;48.707313;2.483433;91691;0;0;48.707313, 2.483433;Vente;Guichet Navigo
AGE-10-949;Bois-Colombes;10;;;8;Place Gabriel Péri;92270;BOIS-COLOMBES;;48.913811;2.272533;92009;0;0;48.913811, 2.272533;Vente;Guichet Navigo
AGE-10-972;Conflans Fin D'Oise;10;;;2;Place Georges Clémenceau;78700;CONFLANS-SAINTE-HONORINE;;48.98945;2.074843;78172;0;0;48.98945, 2.074843;Vente;Guichet Navigo
AGE-10-975;Cormeilles-En-Parisis;10;;;1;Avenue Foch;95240;CORMEILLES-EN-PARISIS;;48.968954;2.193571;95176;0;0;48.968954, 2.193571;Vente;Guichet Navigo
AGE-10-976;Coulommiers;10;;;55;Rue Davène;77120;COULOMMIERS;;48.808388;3.081678;77131;0;0;48.808388, 3.081678;Vente;Guichet Navigo
AGE-10-985;Enghien-Les-Bains;10;;;1;Rue Gaston Israël;95880;ENGHIEN-LES-BAINS;;48.973382;2.306889;95210;0;0;48.973382, 2.306889;Vente;Guichet Navigo
AGE-10-1000;Gare D'Austerlitz;10;;;2;Rue Buffon;75005;PARIS;;48.843288;2.363931;75105;0;0;48.843288, 2.363931;Vente;Guichet Navigo
AGE-10-1029;La Garenne-Colombes;10;;;28;Rue Pierre Brossolette;92700;COLOMBES;;48.909902;2.239602;92025;0;0;48.909902, 2.239602;Vente;Guichet Navigo
AGE-10-1044;Les Mureaux;10;;;26;Avenue Paul Raoult;78130;LES MUREAUX;;48.993265;1.913537;78440;0;0;48.993265, 1.913537;Vente;Guichet Navigo
AGE-10-1048;Louvres;10;;;7;Place de la Gare;95380;LOUVRES;;49.049531;2.501413;95351;0;0;49.049531, 2.501413;Vente;Guichet Navigo
AGE-10-1051;Maisons-Laffitte;10;;;14;Rue Jean Mermoz;78600;MAISONS-LAFFITTE;;48.946399;2.144599;78358;0;0;48.946399, 2.144599;Vente;Guichet Navigo
AGE-10-1053;Marly-Le-Roi;10;;;7;Place de la Gare;78160;MARLY-LE-ROI;;48.871183;2.097053;78372;0;0;48.871183, 2.097053;Vente;Guichet Navigo
AGE-10-1065;Montparnasse Bienvenue;10;;Niveau 0, Hall 4;17;Boulevard Vaugirard;75015;PARIS;;48.84101;2.32019;75106;0;0;48.84101, 2.32019;Vente;Guichet Navigo
AGE-10-1072;Neuilly Porte Maillot;10;;;277;Boulevard Pereire;75017;PARIS;;48.877702;2.284666;75117;0;0;48.877702, 2.284666;Vente;Guichet Navigo
AGE-10-1075;Noisy-Le-Sec;10;;;;Place Jean Coquelin;93130;NOISY-LE-SEC;;48.896144;2.46068;93053;0;0;48.896144, 2.46068;Vente;Guichet Navigo
AGE-10-1108;Saint-Nom-La-Bretèche;10;;;133;Route de Saint Nom;78620;L'ÉTANG-LA-VILLE;;48.867795;2.052502;78224;0;0;48.867795, 2.052502;Vente;Guichet Navigo
AGE-10-1111;Sannois;10;;;12;Rue du Marechal Foch;95110;SANNOIS;;48.970375;2.264367;95582;0;0;48.970375, 2.264367;Vente;Guichet Navigo
AGE-11-1004;Gare Du Nord;11;;;9;Boulevard de Denain;75010;PARIS;;48.879661;2.354373;75110;0;0;48.879661, 2.354373;Vente;Guichet Navigo
AGE-1-1157;Mantes-La-Jolie;1;;;2;Impasse Sainte-claire Deville;78200;MANTES-LA-JOLIE;;48.992685;1.687929;78361;0;0;48.992685, 1.687929;Vente;Guichet Navigo
AGE-1-1160;St-Germain;1;;;3;Place André Malraux;78100;SAINT-GERMAIN-EN-LAYE;;48.897124;2.095325;78551;0;0;48.897124, 2.095325;Vente;Guichet Navigo
AGE-3-1212;Bussy_St_Georges;3;;;13;Rue Konrad Adenauer;77600;BUSSY-SAINT-GEORGES;;48.837099;2.710068;77058;0;0;48.837099, 2.710068;Vente;Guichet Navigo
AGE-4-1213;Buttes_Chaumont;4;;;26;Rue Botzaris;75019;PARIS;;48.877494;2.381317;75119;0;0;48.877494, 2.381317;Vente;Guichet Navigo
AGE-4-1223;Champs_Elysees_Clemenceau;4;;;10;Avenue des Champs Elysées;75008;PARIS;;48.867887;2.315269;75108;0;0;48.867887, 2.315269;Vente;Guichet Navigo
AGE-4-1227;Charles De Gaulle - Etoile;4;;;2;Avenue de la Grande Armée;75017;PARIS;;48.874626;2.2935;75117;0;0;48.874626, 2.2935;Vente;Guichet Navigo
AGE-4-1249;Convention;4;;;347;Rue de Vaugirard;75015;PARIS;;48.837078;2.296341;75115;0;0;48.837078, 2.296341;Vente;Guichet Navigo
AGE-4-1254;Courcelle_Sur_Yvette;4;;;3;Rue de Madrid;91190;GIF-SUR-YVETTE;;48.700549;2.099231;91272;0;0;48.700549, 2.099231;Vente;Guichet Navigo
DEP-7-530181;La Croix D'Arcueil;7;Lundi-Dimanche;;71;Avenue Aristide Briand;94110;ARCUEIL;;48.805572;2.325747;94003;0;0;48.805572, 2.325747;Vente;Commerce de proximité
DEP-7-530193;Le Chaperon Vert;7;Lundi-Dimanche;;14;Avenue du Chaperon Vert;94110;ARCUEIL;;48.812723;2.334461;94003;0;0;48.812723, 2.334461;Vente;Commerce de proximité
DEP-7-510477;Tabac Des Victoires;7;Lundi-Dimanche;;1;Place des Victoires;92600;ASNIÈRES-SUR-SEINE;;48.910816;2.292023;92004;0;0;48.910816, 2.292023;Vente;Commerce de proximité
DEP-7-520550;Tabac Le Beau Relais;7;;;8;Avenue Jean Jaurès;93300;AUBERVILLIERS;;48.90961;2.398271;93001;0;0;48.90961, 2.398271;Vente;Commerce de proximité
DEP-7-520593;Tabac Presse;7;;;120;Rue Hélène Cochennec;93300;AUBERVILLIERS;;48.919931;2.394442;93001;0;0;48.919931, 2.394442;Vente;Commerce de proximité
DEP-7-510643;Tabac République;7;;;63;Boulevard de la République;92100;BOULOGNE-BILLANCOURT;;48.832678;2.248308;92012;0;0;48.832678, 2.248308;Vente;Commerce de proximité
DEP-7-510015;Le Maryland;7;Lundi-Dimanche;;7;Boulevard Jean Jaurès;92110;CLICHY;;48.897225;2.308644;92024;0;0;48.897225, 2.308644;Vente;Commerce de proximité
DEP-7-510708;Au Ptit Creux Gourma;7;Lundi-Dimanche;;11;Rue Georges Seurat;92110;CLICHY;;48.910314;2.308632;92024;0;0;48.910314, 2.308632;Vente;Commerce de proximité
DEP-7-510468;Tabac Aux Sports;7;;;41;Rue Saint-Denis;92700;COLOMBES;;48.923802;2.255976;92025;0;0;48.923802, 2.255976;Vente;Commerce de proximité
DEP-7-520670;Tabac Du Vieux Pays;7;Lundi-Dimanche;;17;Rue de Verdun;95140;GARGES-LÈS-GONESSE;;48.967493;2.411154;95268;0;0;48.967493, 2.411154;Vente;Commerce de proximité
DEP-7-530487;L'Escale;7;Lundi-Dimanche;;14;Avenue de Verdun;94200;IVRY-SUR-SEINE;;48.815981;2.36776;94041;0;0;48.815981, 2.36776;Vente;Commerce de proximité
DEP-7-510577;Hotel De Ville Café;7;Lundi-Dimanche;;12;Rond Point du Souvenir Francais;92250;LA GARENNE-COLOMBES;;48.906042;2.248219;92035;0;0;48.906042, 2.248219;Vente;Commerce de proximité
DEP-7-520464;Le Rocher;7;Lundi-Dimanche;;5;Boulevard Marx Dormoy;93190;LIVRY-GARGAN;;48.909962;2.52716;93046;0;0;48.909962, 2.52716;Vente;Commerce de proximité
DEP-7-510458;A Rabelais;7;;;32;Rue de la République;92190;MEUDON;;48.807936;2.235973;92048;0;0;48.807936, 2.235973;Vente;Commerce de proximité
DEP-7-520331;Au Petit Tabac;7;Lundi-Dimanche;;2;Avenue Édouard Vaillant;93500;PANTIN;;48.897091;2.40018;93055;0;0;48.897091, 2.40018;Vente;Commerce de proximité
DEP-7-520589;Le Royal 4 Chemins;7;Lundi-Dimanche;;70;Avenue Jean Jaurès;93500;PANTIN;;48.903242;2.391915;93055;0;0;48.903242, 2.391915;Vente;Commerce de proximité
DEP-7-540474;Le Castel;7;Lundi-Dimanche;;5;Avenue de Suffren;75007;PARIS;;48.856897;2.292209;75107;0;0;48.856897, 2.292209;Vente;Commerce de proximité
DEP-7-520425;Le Lutecia;7;Lundi-Dimanche;;36;Rue Oberkampf;75011;PARIS;;48.864242;2.371411;75111;0;0;48.864242, 2.371411;Vente;Commerce de proximité
DEP-7-520654;Tabac Roquette;7;Lundi-Dimanche;;41;Rue de la Roquette;75011;PARIS;;48.855355;2.373853;75111;0;0;48.855355, 2.373853;Vente;Commerce de proximité
DEP-7-540044;L'Étoile D'Or;7;Lundi-Dimanche;;94;Avenue Philippe-Auguste;75011;PARIS;;48.855636;2.391648;75111;0;0;48.855636, 2.391648;Vente;Commerce de proximité
DEP-7-530291;Tabac  Arago;7;Lundi-Dimanche;;53;Boulevard Arago;75013;PARIS;;48.834776;2.345109;75113;0;0;48.834776, 2.345109;Vente;Commerce de proximité
DEP-7-540361;La Royale;7;Lundi-Dimanche;;80;Rue de l'Amiral Mouchez;75014;PARIS;;48.821005;2.342826;75114;0;0;48.821005, 2.342826;Vente;Commerce de proximité
DEP-7-510225;Le Kennedy;7;Lundi-Dimanche;;12;Avenue de Versailles;75016;PARIS;;48.850819;2.277285;75116;0;0;48.850819, 2.277285;Vente;Commerce de proximité
DEP-7-510290;Le Balto;7;Lundi-Dimanche;;63;Avenue de la Grande Armée;75016;PARIS;;48.876098;2.286601;75116;0;0;48.876098, 2.286601;Vente;Commerce de proximité
DEP-7-510523;Le Lutetia;7;Lundi-Dimanche;;161;Rue Legendre;75017;PARIS;;48.891134;2.325208;75117;0;0;48.891134, 2.325208;Vente;Commerce de proximité
DEP-7-520391;Le Concorde;7;Lundi-Dimanche;;146;Avenue Jean Jaurès;75019;PARIS;;48.886995;2.386895;75119;0;0;48.886995, 2.386895;Vente;Commerce de proximité
DEP-7-520472;Le Navigateur;7;Lundi-Dimanche;;103;Avenue Simon Bolivar;75019;PARIS;;48.878115;2.374024;75119;0;0;48.878115, 2.374024;Vente;Commerce de proximité
DEP-7-520516;Tabac La Gascogne;7;Lundi-Dimanche;;1;Square de la Gascogne;75020;PARIS;;48.854236;2.410862;75120;0;0;48.854236, 2.410862;Vente;Commerce de proximité
DEP-7-510251;Le Marigny;7;Lundi-Dimanche;;92;Rue Danton;92500;RUEIL-MALMAISON;;48.877768;2.196601;92063;0;0;48.877768, 2.196601;Vente;Commerce de proximité
DEP-7-520337;Le Métropole;7;Lundi-Dimanche;;32;Rue de la République;93200;SAINT-DENIS;;48.93644;2.355045;93066;0;0;48.93644, 2.355045;Vente;Commerce de proximité
DEP-7-530608;Le Jubilé;7;Lundi-Dimanche;;93;Rue Lafayette;94210;SAINT-MAUR-DES-FOSSÉS;;48.806963;2.509267;94068;0;0;48.806963, 2.509267;Vente;Commerce de proximité
DEP-7-530449;Café Du Centre;7;;;264;Rue du Maréchal Leclerc;94410;SAINT-MAURICE;;48.815612;2.460438;94069;0;0;48.815612, 2.460438;Vente;Commerce de proximité
DEP-7-540180;Civette Du Globe;7;Lundi-Dimanche;;107;Avenue de Stalingrad;93240;STAINS;;48.950011;2.38628;93072;0;0;48.950011, 2.38628;Vente;Commerce de proximité
DEP-7-510711;Le Maryland;7;Lundi-Dimanche;;24;Rue de la République;92170;VANVES;;48.820494;2.285819;92075;0;0;48.820494, 2.285819;Vente;Commerce de proximité
DEP-7-510256;La Rotonde;7;;;13;Rue Henri Barbusse;92390;VILLENEUVE-LA-GARENNE;;48.936061;2.334259;92078;0;0;48.936061, 2.334259;Vente;Commerce de proximité
DEP-7-540570;Le Progrès;7;Lundi-Dimanche;;1;Rue de Bretagne;75003;PARIS;;48.861972;2.364105;75103;0;0;48.861972, 2.364105;Vente;Commerce de proximité
DEP-7-510335;Elysée;7;Lundi-Dimanche;;5;Rue de Miromesnil;75008;PARIS;;48.87162;2.316;75108;0;0;48.87162, 2.316;Vente;Commerce de proximité
DEP-7-510695;Tabac Du Rocher;7;Lundi-Dimanche;;91;Rue du Rocher;75008;PARIS;;48.880828;2.316856;75108;0;0;48.880828, 2.316856;Vente;Commerce de proximité
DEP-7-520712;Le Résident;7;Lundi-Dimanche;;51;Boulevard Soult;75012;PARIS;;48.839075;2.408326;75112;0;0;48.839075, 2.408326;Vente;Commerce de proximité
DEP-7-540562;La Terrasse;7;Lundi-Dimanche;;1;Place Lachambeaudie;75012;PARIS;;48.835917;2.386052;75112;0;0;48.835917, 2.386052;Vente;Commerce de proximité
DEP-7-510732;Le P'Ti Bistrot;7;Lundi-Dimanche;;52;Rue Saint-Lambert;75015;PARIS;;48.83649;2.292978;75115;0;0;48.83649, 2.292978;Vente;Commerce de proximité
DEP-7-510464;Le Vizir;7;;;173;Rue Ordener;75018;PARIS;;48.893417;2.337194;75118;0;0;48.893417, 2.337194;Vente;Commerce de proximité
DEP-7-510558;Tabac Royal Moulin;7;;;16;Rue de Clignancourt;75018;PARIS;;48.884877;2.347349;75118;0;0;48.884877, 2.347349;Vente;Commerce de proximité
DEP-7-510610;La Civette Des Arts;7;;;62;Rue Damrémont;75018;PARIS;;48.890683;2.334498;75118;0;0;48.890683, 2.334498;Vente;Commerce de proximité
AGE-4-1287;Fontaine_Michalon;4;;;2;Rue Mirabeau;92160;ANTONY;;48.743956;2.297259;92002;0;0;48.743956, 2.297259;Vente;Guichet Navigo
AGE-4-1312;Glaciere;4;;;98;Boulevard Auguste Blanqui;75013;PARIS;;48.831148;2.344748;75113;0;0;48.831148, 2.344748;Vente;Guichet Navigo
AGE-5-1204;Boulogne_Pt_St_Cloud;5;;;;Rond-Point Rhin et Danube;92100;BOULOGNE-BILLANCOURT;;48.840634;2.228392;92012;0;0;48.840634, 2.228392;Vente;Guichet Navigo
AGE-5-1217;Campo_Formio;5;;;137;Boulevard de l'Hôpital;75013;PARIS;;48.834883;2.358375;75113;0;0;48.834883, 2.358375;Vente;Guichet Navigo
AGE-5-1221;Censier_Daubenton;5;;;103;Rue Monge;75005;PARIS;;48.840511;2.351924;75105;0;0;48.840511, 2.351924;Vente;Guichet Navigo
