PdVId;PdVName;PdVTypeID;PdVOpeningHours;PdVAddressLine1;PdVHousenumber;PdVStreet;PdVPostCode;PdVTown;PdVPostCodeExtension;PdVLatitude;PdVLongitude;PdVPostalRegion;PdVEasyAutomate;ZdAId;point_geo;ServiceType;pdvtypename
DEP-7-520494;Le Cyrano;7;;;39;Rue Eugène Massé;93190;LIVRY-GARGAN;;48.925854;2.544992;93046;0;0;48.925854, 2.544992;Vente;Commerce de proximité
DEP-2-601264;Khaov;2;;;7;Place Saint-Pierre;78370;PLAISIR;;48.816882;1.947948;78490;0;0;48.816882, 1.947948;Vente;Commerce de proximité
DEP-2-601267;Marx;2;Mardi-Dimanche;Centre commercial;161;Chemin des Iris;78370;PLAISIR;;48.817934;1.963738;78490;0;0;48.817934, 1.963738;Vente;Commerce de proximité
DEP-2-601291;Au Carton Rouge;2;Lundi-Samedi;;1;Rue de la République;95740;FRÉPILLON;;49.051102;2.205658;95256;0;0;49.051102, 2.205658;Vente;Commerce de proximité
DEP-2-601300;Tabac Wong;2;Lundi-Samedi;60 avenue des Marais;;Centre Com de l'Epine Guyon;95130;FRANCONVILLE;;48.995961;2.221246;95252;0;0;48.995961, 2.221246;Vente;Commerce de proximité
DEP-2-601307;Luck'S Presse;2;;Centre Commercial;52;Rue de la Croix Saint-jacques;91620;LA VILLE-DU-BOIS;;48.66955;2.273384;91665;0;0;48.66955, 2.273384;Vente;Commerce de proximité
DEP-2-601308;Tabac Du Bellay;2;;;178;Boulevard Gabriel Péri;91170;VIRY-CHÂTILLON;;48.674917;2.366728;91687;0;0;48.674917, 2.366728;Vente;Commerce de proximité
DEP-2-601314;Le Havane;2;;;31;Rue Porte aux Saints;78200;MANTES-LA-JOLIE;;48.98805;1.717927;78361;0;0;48.98805, 1.717927;Vente;Commerce de proximité
DEP-2-601327;Tabac Bar De Le Gare;2;;;2;Place de la Gare;91700;SAINTE-GENEVIÈVE-DES-BOIS;;48.653264;2.312638;91549;0;0;48.653264, 2.312638;Vente;Commerce de proximité
DEP-2-601338;Accueil Tmm;2;;;36;Rue Paul Barennes;77100;MEAUX;;48.951738;2.89607;77284;0;0;48.951738, 2.89607;Vente;Commerce de proximité
DEP-2-601350;Bar Tabac Le Week-End;2;;;1;Rue de la Gare;78410;AUBERGENVILLE;;48.97153;1.847771;78029;0;0;48.97153, 1.847771;Vente;Commerce de proximité
DEP-2-601392;L'Europeen;2;;;3;Place des Rotondes;78100;SAINT-GERMAIN-EN-LAYE;;48.894344;2.068797;78551;0;0;48.894344, 2.068797;Vente;Commerce de proximité
DEP-2-601405;Tabac Beauval Presse - Snc Lla;2;;;;Passage Pierre Brossolette;77100;MEAUX;;48.953174;2.912565;77284;0;0;48.953174, 2.912565;Vente;Commerce de proximité
DEP-2-601409;Le Tabac De Chatou;2;;;5;Rue Auguste Renoir;78400;CHATOU;;48.902999;2.156648;78146;0;0;48.902999, 2.156648;Vente;Commerce de proximité
DEP-2-601419;Lin;2;;C.Commercial Petit Pommier;;Chemin des Vignes;78340;LES CLAYES-SOUS-BOIS;;48.8242;1.984998;78165;0;0;48.8242, 1.984998;Vente;Commerce de proximité
DEP-2-601420;Tabac La Vallee;2;;;165;Rue de Paris;78470;SAINT-RÉMY-LÈS-CHEVREUSE;;48.703746;2.101324;78575;0;0;48.703746, 2.101324;Vente;Commerce de proximité
DEP-2-601422;Tabac Le Saclay;2;;;8;Boulevard Gaspard Monge;91120;PALAISEAU;;48.714856;2.198136;91477;0;0;48.714856, 2.198136;Vente;Commerce de proximité
DEP-2-601427;Mme Ly Brasserie Des Eguerets;2;LundiMercredi-Dimanche;;50;Allee des Eguerets;95280;JOUY-LE-MOUTIER;;49.010451;2.045526;95323;0;0;49.010451, 2.045526;Vente;Commerce de proximité
DEP-2-601428;Hall De Presse;2;;;3;Avenue de la Mairie;77450;MONTRY;;48.887181;2.827687;77315;0;0;48.887181, 2.827687;Vente;Commerce de proximité
DEP-2-601429;Ot De Marne Et Gondoire;2;;;2;Rue du Chemin de Fer;77400;LAGNY-SUR-MARNE;;48.880136;2.704662;77243;0;0;48.880136, 2.704662;Vente;Commerce de proximité
DEP-2-601435;Guieniffey Goumax;2;Lundi-Samedi;ZAC DU CERF VOLANT;;Rue Louis Blériot;78530;BUC;;48.781133;2.131599;78117;0;0;48.781133, 2.131599;Vente;Commerce de proximité
DEP-2-601438;Le Sainte Honorine;2;;;53bis;Rue des Lilas;95150;TAVERNY;;49.009315;2.208955;95607;0;0;49.009315, 2.208955;Vente;Commerce de proximité
DEP-2-601444;Le Tabac Du Chateau;2;;;127;Boulevard de Montmorency;95160;MONTMORENCY;;48.975508;2.317055;95428;0;0;48.975508, 2.317055;Vente;Commerce de proximité
DEP-2-601452;Tabac Le Pressoir;2;Lundi-Samedi;;15;Avenue de Saria;77700;SERRIS;;48.841655;2.790591;77449;0;0;48.841655, 2.790591;Vente;Commerce de proximité
DEP-2-601454;Chen;2;;;;Avenue Johannes Gutenberg;78310;MAUREPAS;;48.758579;1.924907;78383;0;0;48.758579, 1.924907;Vente;Commerce de proximité
DEP-2-600004;Les Bienvenus;2;;;85;Av du Pdt J Fitzgerald Kennedy;94190;VILLENEUVE-SAINT-GEORGES;;48.735358;2.465209;94078;0;0;48.735358, 2.465209;Vente;Commerce de proximité
DEP-2-600016;Soisy Presse;2;Lundi-Samedi;;1;Rue des Francs Bourgeois;91450;SOISY-SUR-SEINE;;48.646822;2.452181;91600;0;0;48.646822, 2.452181;Vente;Commerce de proximité
DEP-2-600059;Le Nerval;2;;;17;Rue Gérard de Nerval;77280;OTHIS;;49.075493;2.675168;77349;0;0;49.075493, 2.675168;Vente;Commerce de proximité
DEP-2-600068;Tabac Le Colbert;2;;;6;Place Colbert;77100;MEAUX;;48.950058;2.904724;77284;0;0;48.950058, 2.904724;Vente;Commerce de proximité
DEP-2-600083;Tabac Du Square;2;;;83;Rue du Maréchal Foch;78000;VERSAILLES;;48.813856;2.135967;78646;0;0;48.813856, 2.135967;Vente;Commerce de proximité
DEP-2-600088;Le Carnot;2;Lundi-Samedi;;8;Rue Carnot;77000;MELUN;;48.539754;2.659443;77288;0;0;48.539754, 2.659443;Vente;Commerce de proximité
DEP-2-600092;Bar Tabac De L'Ile;2;;;14;Rue Saint Etienne;77000;MELUN;;48.536392;2.658288;77288;0;0;48.536392, 2.658288;Vente;Commerce de proximité
DEP-2-600121;Tabac Le Paris;2;;;37;Rue de Paris;91100;CORBEIL-ESSONNES;;48.602735;2.469139;91174;0;0;48.602735, 2.469139;Vente;Commerce de proximité
DEP-2-600137;Presse De Montlhery;2;;;21;Place du Marché;91310;MONTLHÉRY;;48.639305;2.270544;91425;0;0;48.639305, 2.270544;Vente;Commerce de proximité
DEP-2-600155;Tabac Des Mazieres;2;;;40;Rue du Port aux Dames;91210;DRAVEIL;;48.680661;2.401156;91201;0;0;48.680661, 2.401156;Vente;Commerce de proximité
DEP-2-600175;Lefebvre;2;;Centre Cial du MANET;2;Rue Jean Goujon;78180;MONTIGNY-LE-BRETONNEUX;;48.767587;2.016779;78423;0;0;48.767587, 2.016779;Vente;Commerce de proximité
DEP-2-600220;Le Balto;2;Lundi-Samedi;;5;Rue aux Moutons;78300;POISSY;;48.928797;2.042784;78498;0;0;48.928797, 2.042784;Vente;Commerce de proximité
DEP-2-600280;L'Abondance;2;;;10;Rue de l'Abondance;95800;CERGY;;49.047672;2.033925;95127;0;0;49.047672, 2.033925;Vente;Commerce de proximité
DEP-2-600294;Le Monthyon;2;;;6;Rue de la République;77122;MONTHYON;;49.00738;2.826932;77309;0;0;49.00738, 2.826932;Vente;Commerce de proximité
DEP-2-600297;Tabac Saint Nicolas;2;;;84;Rue du Faubourg Saint Nicolas;77100;MEAUX;;48.957936;2.889306;77284;0;0;48.957936, 2.889306;Vente;Commerce de proximité
DEP-2-600343;La Civette De Lagny;2;;;21;Rue du Chemin de Fer;77400;LAGNY-SUR-MARNE;;48.879438;2.704865;77243;0;0;48.879438, 2.704865;Vente;Commerce de proximité
DEP-2-600371;Le Week End;2;Lundi-Samedi;;2;Avenue de la République;95550;BESSANCOURT;;49.037306;2.212071;95060;0;0;49.037306, 2.212071;Vente;Commerce de proximité
DEP-2-600381;Cafe De L'Arrivee;2;;;7;Place de la République;95130;FRANCONVILLE;;48.993186;2.234916;95252;0;0;48.993186, 2.234916;Vente;Commerce de proximité
DEP-2-600382;Le Saint Cloud;2;;;24;Rue de Saint-Cloud;92410;VILLE-D'AVRAY;;48.82829;2.190658;92077;0;0;48.82829, 2.190658;Vente;Commerce de proximité
DEP-2-600398;Cafe De La Gare;2;Mardi-Dimanche;;5;Rue de la Gare;78270;BONNIÈRES-SUR-SEINE;;49.038287;1.58173;78089;0;0;49.038287, 1.58173;Vente;Commerce de proximité
DEP-2-600830;Aux Diplomates;2;;;47;Avenue de la République;91230;MONTGERON;;48.707347;2.454875;91421;0;0;48.707347, 2.454875;Vente;Commerce de proximité
AGE-4-688;Jacques_Bonsergent;4;;;8;Rue Pierre Chausson;75010;PARIS;;48.870655;2.360564;75110;0;0;48.870655, 2.360564;Vente;Guichet Navigo
AGE-4-689;Jasmin;4;;;1;Rue Jasmin;75016;PARIS;;48.852406;2.267837;75116;0;0;48.852406, 2.267837;Vente;Guichet Navigo
AGE-4-694;Jourdain;4;;;139;Rue de Belleville;75019;PARIS;;48.875337;2.389355;75119;0;0;48.875337, 2.389355;Vente;Guichet Navigo
AGE-4-695;Jules_Joffrin;4;;;5;Place Jules Joffrin;75018;PARIS;;48.892356;2.344459;75118;0;0;48.892356, 2.344459;Vente;Guichet Navigo
AGE-4-714;Laumiere;4;;;92;Avenue Jean Jaurès;75019;PARIS;;48.884926;2.378996;75119;0;0;48.884926, 2.378996;Vente;Guichet Navigo
AGE-4-725;Les_Gobelins;4;;;28;Avenue des Gobelins;75013;PARIS;;48.836169;2.351979;75113;0;0;48.836169, 2.351979;Vente;Guichet Navigo
AGE-4-732;Louise_Michel;4;;;;Rue Louise Michel;92300;LEVALLOIS-PERRET;;48.888824;2.287756;92044;0;0;48.888824, 2.287756;Vente;Guichet Navigo
AGE-4-736;Luxembourg;4;;;69;Boulevard Saint-Michel;75005;PARIS;;48.846503;2.340614;75105;0;0;48.846503, 2.340614;Vente;Guichet Navigo
AGE-4-765;Mirabeau;4;;;1;Place de Barcelone;75016;PARIS;;48.847115;2.273129;75116;0;0;48.847115, 2.273129;Vente;Guichet Navigo
AGE-4-774;Nanterre_Ville;4;;;87;Rue Maurice Thorez;92000;NANTERRE;;48.894941;2.196003;92050;0;0;48.894941, 2.196003;Vente;Guichet Navigo
AGE-4-796;Parmentier;4;;;41;Avenue de la République;75011;PARIS;;48.865348;2.374898;75111;0;0;48.865348, 2.374898;Vente;Guichet Navigo
AGE-4-799;Pelleport;4;;;125;Avenue Gambetta;75020;PARIS;;48.868125;2.401101;75120;0;0;48.868125, 2.401101;Vente;Guichet Navigo
AGE-4-810;Place_Monge;4;;;2;Place Monge;75005;PARIS;;48.843292;2.351967;75105;0;0;48.843292, 2.351967;Vente;Guichet Navigo
AGE-4-820;Porte_D_Italie;4;;;131;Boulevard Masséna;75013;PARIS;;48.818993;2.361312;75113;0;0;48.818993, 2.361312;Vente;Guichet Navigo
AGE-4-822;Porte_De_Bagnolet;4;;;1;Place de la Porte de Bagnolet;75020;PARIS;;48.864179;2.408371;75120;0;0;48.864179, 2.408371;Vente;Guichet Navigo
AGE-4-825;Porte_De_Clichy;4;;;1;Boulevard Berthier;75017;PARIS;;48.894127;2.313621;75117;0;0;48.894127, 2.313621;Vente;Guichet Navigo
AGE-4-827;Porte_De_La_Chapelle;4;;;106;Rue de la Chapelle;75018;PARIS;;48.897913;2.359602;75118;0;0;48.897913, 2.359602;Vente;Guichet Navigo
AGE-4-832;Porte_De_Vanves;4;;;9u;Voie Af/14;75014;PARIS;;48.827675;2.304487;75114;0;0;48.827675, 2.304487;Vente;Guichet Navigo
AGE-4-835;Porte_Doree;4;;;282;Avenue Daumesnil;75012;PARIS;;48.835523;2.406025;75112;0;0;48.835523, 2.406025;Vente;Guichet Navigo
AGE-4-858;Riquet;4;;;64;Avenue de Flandre;75019;PARIS;;48.888473;2.374452;75119;0;0;48.888473, 2.374452;Vente;Guichet Navigo
AGE-4-872;Sceaux;4;;;8;Rue Jean Louis Sinet;92330;SCEAUX;;48.781648;2.297764;92071;0;0;48.781648, 2.297764;Vente;Guichet Navigo
AGE-4-881;St_Ambroise;4;;;62;Boulevard Voltaire;75011;PARIS;;48.861714;2.373227;75111;0;0;48.861714, 2.373227;Vente;Guichet Navigo
AGE-4-882;St_Augustin;4;;;89;Boulevard Haussmann;75008;PARIS;;48.874482;2.320659;75108;0;0;48.874482, 2.320659;Vente;Guichet Navigo
AGE-4-911;Trinite_D_Estienne_D_Orves;4;;;73;Rue Saint-Lazare;75009;PARIS;;48.876118;2.331687;75109;0;0;48.876118, 2.331687;Vente;Guichet Navigo
AGE-4-916;Vaneau;4;;;97;Rue de Sèvres;75006;PARIS;;48.848698;2.321281;75106;0;0;48.848698, 2.321281;Vente;Guichet Navigo
AGE-4-1165;Abbesses;4;;;17;Rue des Abbesses;75018;PARIS;;48.884243;2.338275;75118;0;0;48.884243, 2.338275;Vente;Guichet Navigo
AGE-4-1168;Alexandre_Dumas;4;;;148;Boulevard de Charonne;75020;PARIS;;48.856486;2.394883;75120;0;0;48.856486, 2.394883;Vente;Guichet Navigo
AGE-4-1181;Bagneux_Lucie_Aubrac;4;;;;Allée Micheline Ostermeyer;92220;BAGNEUX;;48.803786;2.317535;92007;0;0;48.803786, 2.317535;Vente;Guichet Navigo
AGE-4-1183;Barbara;4;;;4;Avenue de Stalingrad;92220;BAGNEUX;;48.809531;2.317759;92007;0;0;48.809531, 2.317759;Vente;Guichet Navigo
AGE-4-1189;Berault;4;;;59;Avenue de Paris;94300;VINCENNES;;48.845427;2.428191;94080;0;0;48.845427, 2.428191;Vente;Guichet Navigo
AGE-5-682;Guy_Mocquet;5;;;80;Avenue de Saint-Ouen;75018;PARIS;;48.892219;2.327346;75118;0;0;48.892219, 2.327346;Vente;Guichet Navigo
AGE-5-690;Jaures_B;5;;;188;Boulevard de la Villette;75019;PARIS;;48.881752;2.37054;75119;0;0;48.881752, 2.37054;Vente;Guichet Navigo
AGE-5-720;Le_Vesinet_Le_Pecq;5;;;22;Rue Alexandre Dumas;78110;LE VÉSINET;;48.898528;2.122345;78650;0;0;48.898528, 2.122345;Vente;Guichet Navigo
AGE-5-755;Marcadet_Poissonniers;5;;;55;Rue Marcadet;75018;PARIS;;48.890473;2.350105;75118;0;0;48.890473, 2.350105;Vente;Guichet Navigo
AGE-5-757;Marx_Dormoy;5;;;4;Rue de la Chapelle;75018;PARIS;;48.890494;2.360228;75118;0;0;48.890494, 2.360228;Vente;Guichet Navigo
AGE-5-789;Opera_B;5;;;;Place de l'Opéra;75009;PARIS;;48.870932;2.332168;75109;0;0;48.870932, 2.332168;Vente;Guichet Navigo
AGE-5-813;Pont_Cardinet;5;;;145bp;Rue Cardinet;75017;PARIS;;48.887742;2.313916;75117;0;0;48.887742, 2.313916;Vente;Guichet Navigo
AGE-5-814;Pont_De_Levallois;5;;;148;Rue Anatole France;92300;LEVALLOIS-PERRET;;48.897346;2.280419;92044;0;0;48.897346, 2.280419;Vente;Guichet Navigo
AGE-5-840;Pte_De_Champerret;5;;;180;Boulevard Berthier;75017;PARIS;;48.886015;2.293253;75117;0;0;48.886015, 2.293253;Vente;Guichet Navigo
AGE-5-849;Rambuteau;5;;;28;Rue Beaubourg;75003;PARIS;;48.861932;2.354021;75103;0;0;48.861932, 2.354021;Vente;Guichet Navigo
AGE-5-866;Rue_St_Maur;5;;;2;Rue des Deux Gares;92500;RUEIL-MALMAISON;;48.887307;2.170459;92063;0;0;48.887307, 2.170459;Vente;Guichet Navigo
AGE-5-868;Saint_Germain_En_Laye;5;;;5;Rue de la Surintendance;78100;SAINT-GERMAIN-EN-LAYE;;48.898487;2.09442;78551;0;0;48.898487, 2.09442;Vente;Guichet Navigo
AGE-5-869;Saint_Ouen;5;;;171;Boulevard Victor Hugo;92110;CLICHY;;48.904249;2.320641;92024;0;0;48.904249, 2.320641;Vente;Guichet Navigo
AGE-5-877;Sevres_Babylone_B;5;;;2;Place Le Corbusier;75007;PARIS;;48.851557;2.326553;75107;0;0;48.851557, 2.326553;Vente;Guichet Navigo
AGE-5-891;St_Lazare_E;5;;;106b;Rue Saint-Lazare;75008;PARIS;;48.875655;2.326016;75108;0;0;48.875655, 2.326016;Vente;Guichet Navigo
AGE-5-1167;Alesia;5;;;3;Place Victor et Hélène Basch;75014;PARIS;;48.828351;2.326971;75114;0;0;48.828351, 2.326971;Vente;Guichet Navigo
AGE-5-1169;Alma_Marceau;5;;;1;Avenue du Président Wilson;75016;PARIS;;48.864782;2.300306;75116;0;0;48.864782, 2.300306;Vente;Guichet Navigo
AGE-5-1171;Antony;5;;;2;Boulevard Pierre Brossolette;92160;ANTONY;;48.754847;2.300668;92002;0;0;48.754847, 2.300668;Vente;Guichet Navigo
AGE-5-1187;Bel_Air;5;;;30;Boulevard de Picpus;75012;PARIS;;48.841327;2.401217;75112;0;0;48.841327, 2.401217;Vente;Guichet Navigo
AGE-3-693;Joinville-Le-Pont;3;;;2;Avenue Jean Jaurès;94340;JOINVILLE-LE-PONT;;48.820042;2.46409;94042;0;0;48.820042, 2.46409;Vente;Guichet Navigo
AGE-3-724;Les_Courtilles;3;;;4;Rue Teddy Riner;92600;ASNIÈRES-SUR-SEINE;;48.930334;2.283301;92004;0;0;48.930334, 2.283301;Vente;Guichet Navigo
AGE-3-816;Pont_De_Sevres;3;;;126;Avenue du Général Leclerc;92100;BOULOGNE-BILLANCOURT;;48.829989;2.23058;92012;0;0;48.829989, 2.23058;Vente;Guichet Navigo
AGE-3-828;Porte_De_Montreuil;3;;;67;Boulevard Davout;75020;PARIS;;48.853263;2.410396;75120;0;0;48.853263, 2.410396;Vente;Guichet Navigo
AGE-3-894;St_Maur_Creteil;3;;;2;Rue Leroux;94100;SAINT-MAUR-DES-FOSSÉS;;48.806211;2.471845;94068;0;0;48.806211, 2.471845;Vente;Guichet Navigo
AGE-3-895;St_Michel;3;;;2;Place Saint-Michel;75006;PARIS;;48.853786;2.343706;75106;0;0;48.853786, 2.343706;Vente;Guichet Navigo
AGE-3-910;Torcy;3;;;9;Promenade du 7e Art;77200;TORCY;;48.840748;2.655679;77468;0;0;48.840748, 2.655679;Vente;Guichet Navigo
AGE-3-1178;Aubervillie_Pantin_4_Chemins;3;;;80;Avenue Jean Jaurès;93500;PANTIN;;48.903858;2.392582;93055;0;0;48.903858, 2.392582;Vente;Guichet Navigo
AGE-3-1185;Basilique_De_St_Denis;3;;;;Place Pierre de Montreuil;93200;SAINT-DENIS;;48.936349;2.35981;93066;0;0;48.936349, 2.35981;Vente;Guichet Navigo
AGE-6-775;Nation;6;;;6;Avenue du Trône;75012;PARIS;;48.84781;2.397932;75112;0;0;48.84781, 2.397932;Vente;Guichet Navigo
AGE-9-932;Aéroport Cdg 2;9;;;1214;Aeroport Charles de Gaulle;93290;TREMBLAY-EN-FRANCE;;49.003738;2.570498;93073;0;0;49.003738, 2.570498;Vente;Guichet Navigo
AGE-9-947;Bibliothèque Fm;9;;;34;Rue des Cadets de la France Libre;75013;PARIS;;48.829846;2.376188;75113;0;0;48.829846, 2.376188;Vente;Guichet Navigo
AGE-9-1011;Grigny Centre;9;;;2;Rue Lavoisier;91350;GRIGNY;;48.654396;2.395524;91286;0;0;48.654396, 2.395524;Vente;Guichet Navigo
AGE-9-1015;Houdan;9;;;1;Place de la Gare;78550;HOUDAN;;48.795689;1.602188;78310;0;0;48.795689, 1.602188;Vente;Guichet Navigo
AGE-9-1017;Invalides;9;;;3;Rue de Constantine;75007;PARIS;;48.860789;2.315074;75107;0;0;48.860789, 2.315074;Vente;Guichet Navigo
AGE-9-1030;La Plaine Stade France;9;;;;Rue Angèle Martinez Koulikoff;93210;SAINT-DENIS;;48.917873;2.363476;93066;0;0;48.917873, 2.363476;Vente;Guichet Navigo
AGE-9-1035;Le Bras De Fer;9;;;40;Rue Nettie Stevens;91000;ÉVRY-COURCOURONNES;;48.623777;2.451242;91228;0;0;48.623777, 2.451242;Vente;Guichet Navigo
AGE-9-1049;Magenta;9;;;179b;Rue du Faubourg Saint-Denis;75010;PARIS;;48.880802;2.3577;75110;0;0;48.880802, 2.3577;Vente;Guichet Navigo
AGE-9-1057;Mennecy;9;;;3;Place du 8 Mai 1945;91540;MENNECY;;48.570555;2.433609;91386;0;0;48.570555, 2.433609;Vente;Guichet Navigo
AGE-9-1058;Meudon;9;;;;Place du 8 mai 1945;92190;MEUDON;;48.814832;2.241003;92048;0;0;48.814832, 2.241003;Vente;Guichet Navigo
AGE-9-1060;Mitry - Claye;9;;;3;Rue Jean Caille;77290;MITRY-MORY;;48.975602;2.642477;77294;0;0;48.975602, 2.642477;Vente;Guichet Navigo
AGE-9-1064;Montigny - Beauchamp;9;;;5;Place de la Gare;95250;BEAUCHAMP;;49.00787;2.197804;95051;0;0;49.00787, 2.197804;Vente;Guichet Navigo
AGE-9-1421;Villetaneuse Université;9;;;6;Allée Jules Sandeau;93430;VILLETANEUSE;;48.960218;2.341432;93079;0;0;48.960218, 2.341432;Vente;Guichet Navigo
AGE-9-1381;Les Vallees;9;;;2;Place de la Gare des Vallees;92250;LA GARENNE-COLOMBES;;48.913418;2.257539;92035;0;0;48.913418, 2.257539;Vente;Guichet Navigo
AGE-9-1364;Sevres Ville D'Avray;9;;;;Place Pierre Brossolette;92310;SÈVRES;;48.827413;2.200312;92072;0;0;48.827413, 2.200312;Vente;Guichet Navigo
AGE-9-1076;Orangis Bois De L'Épine;9;;;;Les Terres du Bois de l'Ep;91130;RIS-ORANGIS;;48.636344;2.407676;91521;0;0;48.636344, 2.407676;Vente;Guichet Navigo
AGE-9-1077;Orgerus - Béhoust;9;;;17;Gare d’Orgerus-Behoust;78910;ORGERUS;;48.826716;1.702965;78465;0;0;48.826716, 1.702965;Vente;Guichet Navigo
AGE-9-1092;Porte De Clichy;9;;;1;Boulevard Berthier;75017;PARIS;;48.894127;2.313621;75117;0;0;48.894127, 2.313621;Vente;Guichet Navigo
AGE-9-1096;Ris-Orangis;9;;;3;Rue Edmond Bonté;91130;RIS-ORANGIS;;48.659865;2.414525;91521;0;0;48.659865, 2.414525;Vente;Guichet Navigo
AGE-9-1104;Saint-Gratien;9;;;40;Boulevard de la Gare;95210;SAINT-GRATIEN;;48.964187;2.285256;95555;0;0;48.964187, 2.285256;Vente;Guichet Navigo
AGE-9-1107;Saint-Michel-Sur-Orge;9;;;3;Place de la Gare;91240;SAINT-MICHEL-SUR-ORGE;;48.635519;2.306411;91570;0;0;48.635519, 2.306411;Vente;Guichet Navigo
AGE-9-1132;Vaires - Torcy;9;;;1;Place du Général de Gaulle;77360;VAIRES-SUR-MARNE;;48.874672;2.63963;77479;0;0;48.874672, 2.63963;Vente;Guichet Navigo
AGE-9-1134;Val De Fontenay;9;;;10;Avenue du Val de Fontenay;94120;FONTENAY-SOUS-BOIS;;48.853548;2.488092;94033;0;0;48.853548, 2.488092;Vente;Guichet Navigo
AGE-9-1135;Vanves - Malakoff;9;;;3;Avenue Arblade;92240;MALAKOFF;;48.818903;2.293491;92046;0;0;48.818903, 2.293491;Vente;Guichet Navigo
AGE-9-1141;Vigneux-Sur-Seine;9;;;4;Place du President Robert Lakota;91270;VIGNEUX-SUR-SEINE;;48.708034;2.41413;91657;0;0;48.708034, 2.41413;Vente;Guichet Navigo
AGE-9-1142;Villeneuve-Le-Roi;9;;;1;Place de la Gare;94290;VILLENEUVE-LE-ROI;;48.739664;2.425978;94077;0;0;48.739664, 2.425978;Vente;Guichet Navigo
AGE-9-1151;Viry-Châtillon;9;;;70;Avenue du Général de Gaulle;91170;VIRY-CHÂTILLON;;48.675865;2.386286;91687;0;0;48.675865, 2.386286;Vente;Guichet Navigo
AGE-10-935;Asnières-Sur-Seine;10;;;5;Rue Pasteur;92600;ASNIÈRES-SUR-SEINE;;48.906057;2.284011;92004;0;0;48.906057, 2.284011;Vente;Guichet Navigo
AGE-10-944;Bécon Les Bruyères;10;;;66;Rue de la Sablière;92600;ASNIÈRES-SUR-SEINE;;48.906202;2.268603;92004;0;0;48.906202, 2.268603;Vente;Guichet Navigo
AGE-10-971;Combs-La-Ville - Quincy;10;;;2;Rue des Bergeries;77380;COMBS-LA-VILLE;;48.667843;2.546553;77122;0;0;48.667843, 2.546553;Vente;Guichet Navigo
AGE-10-993;Fontainebleau - Avon;10;;;16;Place de la Gare;77210;AVON;;48.416756;2.725888;77014;0;0;48.416756, 2.725888;Vente;Guichet Navigo
AGE-10-1014;Herblay;10;;;1bis;Place Gabriel Peri;95220;HERBLAY-SUR-SEINE;;48.990449;2.162024;95306;0;0;48.990449, 2.162024;Vente;Guichet Navigo
AGE-10-1055;Meaux;10;;;;Place de la Gare;77100;MEAUX;;48.95723;2.873923;77284;0;0;48.95723, 2.873923;Vente;Guichet Navigo
AGE-10-1070;Nanterre Université;10;;;105;Esplanade Patrice Chéreau;92000;NANTERRE;;48.900788;2.213463;92050;0;0;48.900788, 2.213463;Vente;Guichet Navigo
AGE-10-1083;Persan - Beaumont;10;;;1;Rue d’Hadancourt;95340;PERSAN;;49.148834;2.278785;95487;0;0;49.148834, 2.278785;Vente;Guichet Navigo
AGE-10-1090;Pontoise;10;;;7;Place du General de Gaulle;95300;PONTOISE;;49.04735;2.095884;95500;0;0;49.04735, 2.095884;Vente;Guichet Navigo
AGE-10-1140;Vert Galant;10;;;1;Chemin Lateral;93420;VILLEPINTE;;48.944482;2.566164;93078;0;0;48.944482, 2.566164;Vente;Guichet Navigo
AGE-11-1006;Gare Saint-Lazare;11;;;1s;Rue Intérieure;75008;PARIS;;48.875988;2.325776;75108;0;0;48.875988, 2.325776;Vente;Guichet Navigo
AGE-3-1196;Bobigny_Pablo_Picasso;3;;;18;Rue Pablo Picasso;93000;BOBIGNY;;48.907121;2.448926;93008;0;0;48.907121, 2.448926;Vente;Guichet Navigo
AGE-4-1199;Bolivar;4;;;125;Avenue Simon Bolivar;75019;PARIS;;48.880742;2.373755;75119;0;0;48.880742, 2.373755;Vente;Guichet Navigo
AGE-4-1201;Botzaris;4;;;5;Rue de l'Encheval;75019;PARIS;;48.879176;2.389124;75119;0;0;48.879176, 2.389124;Vente;Guichet Navigo
AGE-4-1203;Boulogne_Jean_Jaures;4;;;23bis;Boulevard Jean Jaurès;92100;BOULOGNE-BILLANCOURT;;48.842153;2.238805;92012;0;0;48.842153, 2.238805;Vente;Guichet Navigo
AGE-4-1207;Bourse;4;;;13;Place de la Bourse;75002;PARIS;;48.868709;2.34057;75102;0;0;48.868709, 2.34057;Vente;Guichet Navigo
AGE-4-1208;Breguet_Sabin;4;;;28;Boulevard Richard Lenoir;75011;PARIS;;48.856686;2.371173;75111;0;0;48.856686, 2.371173;Vente;Guichet Navigo
AGE-4-1210;Bry_Sur_Marne;4;;;63;Boulevard du Général Gallieni;94360;BRY-SUR-MARNE;;48.844698;2.526364;94015;0;0;48.844698, 2.526364;Vente;Guichet Navigo
AGE-4-1215;Cadet;4;;;59;Rue la Fayette;75009;PARIS;;48.875851;2.343246;75109;0;0;48.875851, 2.343246;Vente;Guichet Navigo
AGE-4-1216;Cambronne;4;;;7;Place Cambronne;75015;PARIS;;48.847541;2.302095;75115;0;0;48.847541, 2.302095;Vente;Guichet Navigo
AGE-4-1250;Corentin_Cariou;4;;;162;Avenue de Flandre;75019;PARIS;;48.894576;2.382456;75119;0;0;48.894576, 2.382456;Vente;Guichet Navigo
