stop_id_a,nom_a,stop_id_b,nom_b,distance_metres,nb_observations
IDFM:463323,Villejuif Léo Lagrange,IDFM:463107,Le Kremlin-Bicêtre,589,319
IDFM:463324,Villejuif Paul Vaillant-Couturier,IDFM:463269,Villejuif - Louis Aragon,1060,335
IDFM:463325,Voltaire,IDFM:463143,Charonne,556,1397
IDFM:474397,Miromesnil,IDFM:463011,Champs-Élysées - Clemenceau,746,2165
IDFM:478395,La Fourche,IDFM:463253,Place de Clichy,436,664
IDFM:480286,Pont Cardinet,IDFM:462972,Saint-Lazare,1912,1973
IDFM:480288,Saint-Ouen,IDFM:480541,Porte de Clichy,1760,1971
IDFM:480290,Mairie de Saint-Ouen,IDFM:480288,Saint-Ouen,1136,1969
IDFM:480330,Mairie de Saint-Ouen,IDFM:490794,Saint-Denis - Pleyel,1226,1914
IDFM:480340,Pont Cardinet,IDFM:480531,Porte de Clichy,707,1912
IDFM:480341,Saint-Ouen,IDFM:480330,Mairie de Saint-Ouen,1140,1914
IDFM:480531,Porte de Clichy,IDFM:480341,Saint-Ouen,1758,1914
IDFM:480541,Porte de Clichy,IDFM:480286,Pont Cardinet,687,1973
IDFM:483277,Barbara,IDFM:463222,Mairie de Montrouge,1026,2437
IDFM:483313,Barbara,IDFM:483314,Bagneux - Lucie Aubrac,735,2588
IDFM:483423,Bagneux - Lucie Aubrac,IDFM:483277,Barbara,749,2437
IDFM:483900,Aimé Césaire,IDFM:483898,Mairie d'Aubervilliers,614,951
IDFM:483903,Aimé Césaire,IDFM:24679,Front Populaire,1098,1002
IDFM:483904,Mairie d'Aubervilliers,IDFM:483903,Aimé Césaire,614,1002
IDFM:490762,Serge Gainsbourg,IDFM:21999,Mairie des Lilas,850,739
IDFM:490764,Romainville - Carnot,IDFM:490762,Serge Gainsbourg,989,739
IDFM:490766,Montreuil - Hôpital,IDFM:490764,Romainville - Carnot,1195,738
IDFM:490768,La Dhuys,IDFM:490766,Montreuil - Hôpital,1110,738
IDFM:490770,Coteaux Beauclair,IDFM:490768,La Dhuys,516,738
IDFM:490772,Rosny-Bois-Perrier,IDFM:490770,Coteaux Beauclair,1261,738
IDFM:490774,Saint-Denis - Pleyel,IDFM:480290,Mairie de Saint-Ouen,1231,1969
IDFM:490787,Serge Gainsbourg,IDFM:490788,Romainville - Carnot,987,742
IDFM:490788,Romainville - Carnot,IDFM:490789,Montreuil - Hôpital,1195,742
IDFM:490789,Montreuil - Hôpital,IDFM:490791,La Dhuys,1115,742
IDFM:490791,La Dhuys,IDFM:490792,Coteaux Beauclair,515,742
IDFM:490792,Coteaux Beauclair,IDFM:490793,Rosny-Bois-Perrier,1254,742
IDFM:490833,Thiais - Orly (Pont de Rungis),IDFM:490908,Aéroport d'Orly,2319,1987
IDFM:490835,Chevilly-Larue (Marché International),IDFM:490850,L'Haÿ-les-Roses,2089,1900
IDFM:490837,L'Haÿ-les-Roses,IDFM:490851,Chevilly-Larue (Marché International),2088,1985
IDFM:490839,Hôpital Bicêtre,IDFM:490906,Villejuif - Gustave Roussy,1932,1983
IDFM:490841,Maison Blanche,IDFM:490839,Hôpital Bicêtre,1598,1983
IDFM:490848,Maison Blanche,IDFM:463045,Olympiades,979,1904
IDFM:490849,Hôpital Bicêtre,IDFM:490848,Maison Blanche,1527,1902
IDFM:490850,L'Haÿ-les-Roses,IDFM:490916,Villejuif - Gustave Roussy,2152,1900
IDFM:490851,Chevilly-Larue (Marché International),IDFM:490833,Thiais - Orly (Pont de Rungis),1374,1987
IDFM:490852,Thiais - Orly (Pont de Rungis),IDFM:490835,Chevilly-Larue (Marché International),1397,1898
IDFM:490906,Villejuif - Gustave Roussy,IDFM:490837,L'Haÿ-les-Roses,2154,1985
IDFM:490916,Villejuif - Gustave Roussy,IDFM:490849,Hôpital Bicêtre,1930,1902
IDFM:490917,Aéroport d'Orly,IDFM:490852,Thiais - Orly (Pont de Rungis),2296,1898
