stop_id_a,nom_a,stop_id_b,nom_b,duree_moyenne_secondes,nb_observations
IDFM:22097,Bastille,IDFM:463195,Ledru-Rollin,55,1338
IDFM:463195,Ledru-Rollin,IDFM:463172,"Faidherbe - Chaligny",63,1338
IDFM:463172,"Faidherbe - Chaligny",IDFM:463293,"Reuilly - Diderot",58,1338
IDFM:463293,"Reuilly - Diderot",IDFM:463241,Montgallet,56,1338
IDFM:463241,Montgallet,IDFM:463168,Daumesnil,57,1338
IDFM:463168,Daumesnil,IDFM:22206,"Michel Bizot",62,1338
IDFM:22206,"Michel Bizot",IDFM:22207,"Porte Dorée",68,1338
IDFM:22207,"Porte Dorée",IDFM:463277,"Porte de Charenton",66,1338
IDFM:463277,"Porte de Charenton",IDFM:463209,Liberté,104,1338
IDFM:463209,Liberté,IDFM:22210,"Charenton - Écoles",73,1338
IDFM:22210,"Charenton - Écoles",IDFM:22214,"École Vétérinaire de Maisons-Alfort",101,1338
IDFM:22214,"École Vétérinaire de Maisons-Alfort",IDFM:22215,"Maisons-Alfort - Stade",84,1338
IDFM:22215,"Maisons-Alfort - Stade",IDFM:22216,"Maisons-Alfort - Les Juilliottes",99,1338
IDFM:22216,"Maisons-Alfort - Les Juilliottes",IDFM:22211,"Créteil - L'Échat",89,1302
IDFM:22211,"Créteil - L'Échat",IDFM:22212,"Créteil - Université",72,1302
IDFM:22212,"Créteil - Université",IDFM:463056,"Créteil - Préfecture",114,1302
IDFM:463056,"Créteil - Préfecture",IDFM:21784,"Pointe du Lac",106,1302
IDFM:22186,Balard,IDFM:22187,Lourmel,63,736
IDFM:463057,"Pointe du Lac",IDFM:22213,"Créteil - Préfecture",110,1291
IDFM:22213,"Créteil - Préfecture",IDFM:463167,"Créteil - Université",102,1295
IDFM:463167,"Créteil - Université",IDFM:463166,"Créteil - L'Échat",77,1295
IDFM:463166,"Créteil - L'Échat",IDFM:463015,"Maisons-Alfort - Les Juilliottes",83,1295
IDFM:463015,"Maisons-Alfort - Les Juilliottes",IDFM:463225,"Maisons-Alfort - Stade",90,1295
IDFM:463225,"Maisons-Alfort - Stade",IDFM:463047,"École Vétérinaire de Maisons-Alfort",84,1295
IDFM:463047,"École Vétérinaire de Maisons-Alfort",IDFM:463142,"Charenton - Écoles",97,1295
IDFM:463142,"Charenton - Écoles",IDFM:22209,Liberté,75,1295
IDFM:22209,Liberté,IDFM:22208,"Porte de Charenton",95,1295
IDFM:22208,"Porte de Charenton",IDFM:463050,"Porte Dorée",65,1295
IDFM:463050,"Porte Dorée",IDFM:463226,"Michel Bizot",69,1295
IDFM:463226,"Michel Bizot",IDFM:22184,Daumesnil,64,1295
IDFM:22184,Daumesnil,IDFM:22205,Montgallet,59,1298
IDFM:22205,Montgallet,IDFM:22098,"Reuilly - Diderot",62,1298
IDFM:22098,"Reuilly - Diderot",IDFM:22204,"Faidherbe - Chaligny",60,1298
IDFM:22204,"Faidherbe - Chaligny",IDFM:22203,Ledru-Rollin,62,1298
IDFM:22203,Ledru-Rollin,IDFM:463000,Bastille,58,1298
IDFM:463000,Bastille,IDFM:22202,"Chemin Vert",53,1298
IDFM:22202,"Chemin Vert",IDFM:22201,"Saint-Sébastien - Froissart",54,1298
IDFM:22201,"Saint-Sébastien - Froissart",IDFM:22200,"Filles du Calvaire",49,1298
IDFM:22200,"Filles du Calvaire",IDFM:22199,République,65,1298
IDFM:22199,République,IDFM:463312,"Strasbourg - Saint-Denis",92,1298
IDFM:463312,"Strasbourg - Saint-Denis",IDFM:22198,"Bonne Nouvelle",47,1298
IDFM:22198,"Bonne Nouvelle",IDFM:463058,"Grands Boulevards",48,1298
IDFM:463058,"Grands Boulevards",IDFM:22196,"Richelieu - Drouot",55,1298
IDFM:22196,"Richelieu - Drouot",IDFM:463244,Opéra,63,1298
IDFM:463244,Opéra,IDFM:463063,Madeleine,50,1298
IDFM:463063,Madeleine,IDFM:463151,Concorde,63,1298
IDFM:463151,Concorde,IDFM:22193,Invalides,87,706
IDFM:22193,Invalides,IDFM:463204,"La Tour-Maubourg",68,706
IDFM:463204,"La Tour-Maubourg",IDFM:22191,"École Militaire",54,706
IDFM:22191,"École Militaire",IDFM:463201,"La Motte-Picquet - Grenelle",85,706
IDFM:463201,"La Motte-Picquet - Grenelle",IDFM:22190,Commerce,79,706
IDFM:22190,Commerce,IDFM:463163,"Félix Faure",47,706
IDFM:463163,"Félix Faure",IDFM:463135,Boucicaut,50,706
IDFM:463135,Boucicaut,IDFM:463211,Lourmel,54,706
IDFM:463211,Lourmel,IDFM:463051,Balard,66,706
