lat_coor1;long_coor1;Localisation;Code postal;Ville;Accès;Accès Libre;Complément de localisation;Disponibilité Semaine;Disponibilité Horaires;point_geographique
48.8780673;2.2990058;Métro Courcelles;75008;PARIS;Intérieur;OUI;À côté guichet service;7j/7;Heures ouvrables;48.8780673, 2.2990058
48.8875727;2.2959121;Métro Pereire;75017;PARIS;Intérieur;OUI;À côté guichet service;7j/7;Heures ouvrables;48.8875727, 2.2959121
48.843861;2.3737655;Gare de Lyon RER A;75012;PARIS;Intérieur;OUI;HALL RER A;7j/7;Heures ouvrables;48.843861, 2.3737655
48.848227;2.2962384;Métro Vaneau;75007;PARIS;Intérieur;OUI;À côté guichet service;7j/7;Heures ouvrables;48.848227, 2.2962384
48.8570619;2.3264402;Métro Rue du bac;75007;PARIS;Intérieur;OUI;A l'entrée coté recette;7j/7;Heures ouvrables;48.8570619, 2.3264402
48.86164;2.34523;Métro Les Halles;75001;PARIS;Intérieur;OUI;A côté de la recette;7j/7;Heures ouvrables;48.86164, 2.34523
48.8717423;2.3782624;Métro 11 Bellevile;75019;PARIS;Intérieur;OUI;A côté de la recette;7j/7;Heures ouvrables;48.8717423, 2.3782624
48.88051;2.27329;Métro Sablons;92200;Neuilly sur Seine;Intérieur;OUI;A côté de la recette;7j/7;Heures ouvrables;48.88051, 2.27329
48.8710521;2.3610058;Métro Jacques Bonsergent;75010;PARIS;Intérieur;OUI;Au niveau du guichet;7j/7;Heures ouvrables;48.8710521, 2.3610058
48.8511383;2.3702102;Métro 5 Bastille;75012;PARIS;Intérieur;OUI;Face recette;7j/7;Heures ouvrables;48.8511383, 2.3702102
48.8842515;2.3671871;Métro Stalingrad;75010;PARIS;Intérieur;OUI;Face à la recette;7j/7;Heures ouvrables;48.8842515, 2.3671871
48.70127000000008;2.0996200000000727;RER Courcelles-sur-Yvette;91190;Gif-sur-Yvette;Extérieur;OUI;En face de la recette;7j/7;Heures ouvrables;48.70127000000008, 2.0996200000000727
48.83370000000008;2.24410000000006;Métro Marcel Sembat;92100;Boulogne-Billancourt;Intérieur;OUI;En face de la recette;7j/7;Heures ouvrables;48.83370000000008, 2.24410000000006
48.874990000000025;2.340560000000039;Métro Le Peletier;75009;PARIS;Intérieur;OUI;En face de la recette;7j/7;Heures ouvrables;48.874990000000025, 2.340560000000039
48.89939000000004;2.3874700000000644;Métro Porte de la Villette;75019;PARIS;Intérieur;OUI;En face de la recette;7j/7;Heures ouvrables;48.89939000000004, 2.3874700000000644
48.914750000000026;2.404450000000054;Métro Fort d'Aubervilliers;93300;Aubervilliers;Intérieur;OUI;En face de la recette;7j/7;Heures ouvrables;48.914750000000026, 2.404450000000054
48.815900000000056;2.3768800000000283;Métro Pierre et Marie Curie;75013;PARIS;Intérieur;OUI;En face de la recette;7j/7;Heures ouvrables;48.815900000000056, 2.3768800000000283
48.85363000000007;2.513270000000034;RER A Neuilly-Plaisance;93360;Neuilly-Plansance;Intérieur;OUI;En face de la recette;7j/7;Heures ouvrables;48.85363000000007, 2.513270000000034
48.805000000000064;2.486090000000047;RER ALe Parc de Saint-Maur;94210;Saint-Maur-des-Fossés;Intérieur;OUI;En face de la recette;7j/7;Heures ouvrables;48.805000000000064, 2.486090000000047
48.83929000000006;2.2826400000000717;Métro Lourmel;75015;PARIS;Intérieur;OUI;En face de la recette;7j/7;Heures ouvrables;48.83929000000006, 2.2826400000000717
48.871650000000045;2.330750000000023;Métro Opéra;75009;PARIS;Intérieur;OUI;En face de la recette;7j/7;Heures ouvrables;48.871650000000045, 2.330750000000023
48.851330000000075;2.343310000000031;Métro St Michel Notre Dame;75005;PARIS;Intérieur;OUI;A proximité du Guichet;7j/7;Heures ouvrables;48.851330000000075, 2.343310000000031
48.84134;2.32051;Métro Cité;75001;PARIS;Intérieur;OUI;A proximité du Guichet;7j/7;Heures ouvrables;48.84134, 2.32051
48.8838291;2.3412909;Métro Stalingrad;75019;PARIS;Intérieur;OUI;Devant le guichet de la station Stalingrad;7j/7;Heures ouvrables;48.8838291, 2.3412909
48.8788298;2.3549408;Métro 4 Barbès Rochechouart;75010;PARIS;Intérieur;OUI;A proximité du Guichet;7j/7;Heures ouvrables;48.8788298, 2.3549408
48.8062326;2.4726288;STATION ST MAUR CRÉTEIL RER A;94100;St Maur des fossés;Intérieur;OUI;A proximité du Guichet;7j/7;Heures ouvrables;48.8062326, 2.4726288
48.8393425;2.654628;RER A TORCY;77200;Torcy;Intérieur;OUI;A proximité du Guichet;7j/7;Heures ouvrables;48.8393425, 2.654628
48.717776340261636;2.2466348903755526;RER Palaiseau;91120;PALAISEAU;Intérieur;OUI;Face à l'entrée;7j/7;Heures ouvrables;48.717776340261636, 2.2466348903755526
48.8469289;2.3164452;Métro Duroc;75007;PARIS;Intérieur;OUI;En face guichet service;7j/7;Heures ouvrables;48.8469289, 2.3164452
48.8494837;2.2985805;Métro La Motte Picquet Grenelle;75015;PARIS;Intérieur;OUI;En face guichet service;7j/7;Heures ouvrables;48.8494837, 2.2985805
48.8278355;2.3093147;Métro 13 Pernety;75014;PARIS;Intérieur;OUI;A côté de la recette;7j/7;Heures ouvrables;48.8278355, 2.3093147
48.8353713;2.2941463;Ligne 12 Convention;75015;PARIS;Intérieur;OUI;A côté de la recette;7j/7;Heures ouvrables;48.8353713, 2.2941463
48.81790776169463;2.4177140979736667;École vétérinaires de maison alfort;94000;Maison alfort;Intérieur;OUI;Face à la recette;7j/7;Heures ouvrables;48.81790776169463, 2.4177140979736667
48.85214;2.33949;Métro Odéon ligne 4;75005;PARIS;Intérieur;OUI;Près de la recette;7j/7;Heures ouvrables;48.85214, 2.33949
48.85539;2.42159;Métro Robespierre;93100;Montreuil;Intérieur;OUI;Près de la recette;7j/7;Heures ouvrables;48.85539, 2.42159
48.87596;2.35797;Métro 4 Gare de l'est;75010;PARIS;Intérieur;OUI;A côté de la recette;7j/7;Heures ouvrables;48.87596, 2.35797
48.8739643;2.2970275;RER A Charles de Gaulle étoile sa264;75008;PARIS;Intérieur;OUI;Salle d'échange;7j/7;Heures ouvrables;48.8739643, 2.2970275
48.8608705;2.3147995;Métro 13 Invalides;75008;PARIS;Intérieur;OUI;A côté de la recette;7j/7;Heures ouvrables;48.8608705, 2.3147995
48.8830955;2.3714142;Métro Jaurès;75019;PARIS;Intérieur;OUI;A côté de la recette;7j/7;Heures ouvrables;48.8830955, 2.3714142
48.9043125;2.3304593;Métro 13 Garibaldi;93400;Saint Ouen;Intérieur;OUI;A côté de la recette;7j/7;Heures ouvrables;48.9043125, 2.3304593
48.8487154;2.396108;RER A Vincennes;94300;PARIS;Intérieur;OUI;À côté de la recette;7j/7;Heures ouvrables;48.8487154, 2.396108
48.8341346;2.3179124;Métro Pernety;75014;PARIS;Intérieur;OUI;A côté de la recette;7j/7;Heures ouvrables;48.8341346, 2.3179124
48.90596429832166;2.3033557700188396;Métro Mairie de Clichy;92110;Clichy;Intérieur;OUI;Dans le hall;7j/7;Heures ouvrables;48.90596429832166, 2.3033557700188396
48.8766699;2.4065433;Métro Porte des Lilas;75020;PARIS;Intérieur;OUI;Face à la recette;7j/7;Heures ouvrables;48.8766699, 2.4065433
48.8744914;2.2961019;Métro Charles de Gaulle étoile;75008;PARIS;Intérieur;OUI;En face guichet service;7j/7;Heures ouvrables;48.8744914, 2.2961019
48.845276;2.2616003;Métro chardon Lagache;75016;PARIS;Intérieur;OUI;En face guichet service;7j/7;Heures ouvrables;48.845276, 2.2616003
48.8967809;2.4307277;Métro 5 Bobigny Pablo Picasso;93000;Bobigny;Intérieur;OUI;Côté recette;7j/7;Heures ouvrables;48.8967809, 2.4307277
48.85808;2.43555;Métro Croix de Chavaux;93100;Montreuil;Intérieur;OUI;Près de la recette;7j/7;Heures ouvrables;48.85808, 2.43555
48.8717423;2.3782624;Métro 11 Goncourt;75011;PARIS;Intérieur;OUI;A côté de la recette;7j/7;Heures ouvrables;48.8717423, 2.3782624
48.70773924011803;2.2373272711119183;RER Palaiseau Villebon;91120;Palaiseau;Intérieur;OUI;À côté de la recette;7j/7;Heures ouvrables;48.70773924011803, 2.2373272711119183
48.892547572184704;2.3447431295576147;Métro Jules Joffrin;75018;PARIS;Intérieur;OUI;Face recette;7j/7;Heures ouvrables;48.892547572184704, 2.3447431295576147
48.81837;2.31977;Métro Mairie de Montrouge;92120;Montrouge;Intérieur;OUI;A côté de la recette;7j/7;Heures ouvrables;48.81837, 2.31977
48.89028068972785;2.3598311085370405;Métro Marx Dormoy;75010;PARIS;Intérieur;OUI;Face recette;7j/7;Heures ouvrables;48.89028068972785, 2.3598311085370405
48.83910573735835;2.3898209863634507;Métro Dugommier;75012;PARIS;Intérieur;OUI;À côté de la recette;7j/7;Heures ouvrables;48.83910573735835, 2.3898209863634507
48.8462426;2.3550781;Ligne 10 Jussieu;75005;PARIS;Intérieur;OUI;Côté recette;7j/7;Heures ouvrables;48.8462426, 2.3550781
48.8731488;2.3245977;Métro 13 Saint Lazare;75008;PARIS;Intérieur;OUI;A côté de la recette;7j/7;Heures ouvrables;48.8731488, 2.3245977
48.8395942;2.3808391;Gare de Lyon RER A;75012;PARIS;Intérieur;OUI;HALL RER A;7j/7;Heures ouvrables;48.8395942, 2.3808391
48.8151617;2.2976886;Ligne 13 Châtillon;92320;Châtillon;Intérieur;OUI;En face de la recette;7j/7;Heures ouvrables;48.8151617, 2.2976886
48.894157;2.3133865;Métro 13 Porte de Clichy;75017;PARIS;Intérieur;OUI;En face de la recette;7j/7;Heures ouvrables;48.894157, 2.3133865
48.84741;2.40881;Porte de Vincennes;75020;PARIS;Intérieur;OUI;Dans la station côté SUD;7j/7;Heures ouvrables;48.84741, 2.40881
48.87199;2.33904;Métro Richelieu Drouot;75009;PARIS;Intérieur;OUI;Près de la recette;7j/7;Heures ouvrables;48.87199, 2.33904
48.8604893;2.3463812;RER A La Défense;92800;Puteaux;Intérieur;OUI;Couloir salle des echanges;7j/7;Heures ouvrables;48.8604893, 2.3463812
48.835965;2.3584079;Métro 5 Campo Formio;75013;PARIS;Intérieur;OUI;Face a la recette;7j/7;Heures ouvrables;48.835965, 2.3584079
48.8727286;2.3298333;RER A Auber;75009;PARIS;Intérieur;OUI;Salle des échanges côté est;7j/7;Heures ouvrables;48.8727286, 2.3298333
48.85371;2.41101;Métro Porte de Montreuil;75020;PARIS;Intérieur;OUI;Près de la recette;7j/7;Heures ouvrables;48.85371, 2.41101
48.84436557212609;2.3899719160956683;Métro Montgallet;75012;PARIS;Intérieur;OUI;Face à la recette;7j/7;Heures ouvrables;48.84436557212609, 2.3899719160956683
48.8566524;2.3706804;Ligne 5 Breguet Sabin;75011;PARIS;Intérieur;OUI;A côté de la recette;7j/7;Heures ouvrables;48.8566524, 2.3706804
48.9232869;2.2859955;Ligne 13 Les Agnettes;92230;Gennevilliers;Intérieur;OUI;A côté de la recette;7j/7;Heures ouvrables;48.9232869, 2.2859955
48.88418;2.26174;Métro Pont de Neuilly;92200;PARIS;Intérieur;OUI;En face recette sortie r de l'église;7j/7;Heures ouvrables;48.88418, 2.26174
48.70613189877415;2.211470814562381;RER B Lozère;91120;Palaiseau;Intérieur;OUI;À côté de la recette;7j/7;Heures ouvrables;48.70613189877415, 2.211470814562381
48.8727286;2.3298333;RER A Auber;75009;PARIS;Intérieur;OUI;Salle des échanges nord est;7j/7;Heures ouvrables;48.8727286, 2.3298333
48.8654584;2.3556583;Métro 11 Art et Métier;75003;PARIS;Intérieur;OUI;Face à la recette;7j/7;Heures ouvrables;48.8654584, 2.3556583
48.8844647;2.3409918;Funiculaire Montmartre gare basse;75018;PARIS;Intérieur;OUI;A côté de la recette;7j/7;Heures ouvrables;48.8844647, 2.3409918
48.86120;2.3748;Métro Saint-Ambroise;75011;PARIS;Intérieur;OUI;Près de la recette;7j/7;Heures ouvrables;48.8612, 2.3748
48.887560000000065;2.1709500000000617;RER A Reuil Malmaison;92500;Reuil Malmaison;Extérieur;OUI;Près de la recette;7j/7;Heures ouvrables;48.887560000000065, 2.1709500000000617
48.8468163;2.2880566;Métro Charles Michel;75015;PARIS;Intérieur;OUI;En face guichet service;7j/7;Heures ouvrables;48.8468163, 2.2880566
48.8651253;2.3632935;Métro 11 Rambuteau;75003;PARIS;Intérieur;OUI;A côté de la recette;7j/7;Heures ouvrables;48.8651253, 2.3632935
48.8944194;2.3134173;Métro 13 Brochant;75017;PARIS;Intérieur;OUI;A côté de la recette;7j/7;Heures ouvrables;48.8944194, 2.3134173
48.83123;2.32964;Métro Mouton-Duvernet;75014;PARIS;Intérieur;OUI;A côté de la recette;7j/7;Heures ouvrables;48.83123, 2.32964
48.86636352;2.3235154099999997;Métro Concorde;75008;PARIS;Intérieur;OUI;Face recette;7j/7;Heures ouvrables;48.86636352, 2.3235154099999997
48.82969611823664;2.349734524767297;Station Corvisart;75013;PARIS;Intérieur;OUI;Face aux automates;7j/7;Heures ouvrables;48.82969611823664, 2.349734524767297
48.8752374;2.3919238;Métro 11 Jourdain;75019;PARIS;Intérieur;OUI;A côté de la recette;7j/7;Heures ouvrables;48.8752374, 2.3919238
48.70301662630119;2.0707472526727733;RER B St Rémy les Chevreuses;78470;Saint Rémy les Chevreuses;Intérieur;OUI;Face à la recette;7j/7;Heures ouvrables;48.70301662630119, 2.0707472526727733
48.8711799;2.3161435;Métro Saint Michel ligne 4;75005;PARIS;Intérieur;OUI;Prés de la recette;7j/7;Heures ouvrables;48.8711799, 2.3161435
48.8650359;2.3829749;Métro 3 Parmentier;75011;PARIS;Intérieur;OUI;A côté de la recette;7j/7;Heures ouvrables;48.8650359, 2.3829749
48.8647894;2.4100397;Métro Porte de Bagnolet;93170;Bagnolet;Intérieur;OUI;En face guichet service;7j/7;Heures ouvrables;48.8647894, 2.4100397
48.69505676786183;2.152741414472224;RER B La hacquiniere;91440;Bures sur Yvette;Intérieur;OUI;À côté de la recette;7j/7;Heures ouvrables;48.69505676786183, 2.152741414472224
48.8474594;2.3031928;Métro Ségur;75015;PARIS;Intérieur;OUI;À côté guichet service;7j/7;Heures ouvrables;48.8474594, 2.3031928
48.84456;2.44033;Métro Château de Vincennes;94300;Vincennes;Intérieur;OUI;Sortie 6 vers achat ticket;7j/7;Heures ouvrables;48.84456, 2.44033
48.8644875;2.3579059;Métro St Sebastien Froissart;75003;PARIS;Intérieur;OUI;Face à la recette;7j/7;Heures ouvrables;48.8644875, 2.3579059
48.88109;2.27138;Les Sablons métro;92200;PARIS;Intérieur;OUI;Sortie 1 Louis Philippe, pres du guichet service;7j/7;Heures ouvrables;48.88109, 2.27138
48.8080634;2.4734006;Métro Falguière;75015;PARIS;Intérieur;OUI;A l'entrée de la bouche;7j/7;Heures ouvrables;48.8080634, 2.4734006
48.8739643;2.2970275;RER A Charles de Gaulle étoile;75008;PARIS;Intérieur;OUI;Couloir salle echange;7j/7;Heures ouvrables;48.8739643, 2.2970275
48.8736854;2.3292091;RER A Auber;75009;PARIS;Intérieur;OUI;Entrée pour aller métro 3;7j/7;Heures ouvrables;48.8736854, 2.3292091
48.846758;2.2750766;Métro Mirabeau;75016;PARIS;Intérieur;OUI;À côté guichet service;7j/7;Heures ouvrables;48.846758, 2.2750766
48.724060000000065;2.2596900000000346;RER B Massy Palaiseau;91300;Massy;Intérieur;OUI;A la recette;7j/7;Heures ouvrables;48.724060000000065, 2.2596900000000346
48.85462;2.38567;Métro Charonne;75011;PARIS;Intérieur;OUI;Près de la recette;7j/7;Heures ouvrables;48.85462, 2.38567
48.9063323;2.3340018;Métro 13 Porte de Saint Ouen;75017;PARIS;Intérieur;OUI;A côté de la recette;7j/7;Heures ouvrables;48.9063323, 2.3340018
48.8224461;2.2987339;Métro 13 Malakoff plateau de Vanves;92240;Malakoff;Intérieur;OUI;A côté de la recette;7j/7;Heures ouvrables;48.8224461, 2.2987339
48.8708486;2.3611034;Métro 5 Jacques Bonsergent;75011;PARIS;Intérieur;OUI;A côté de la recette;7j/7;Heures ouvrables;48.8708486, 2.3611034
48.88736;2.34982;Métro Château Rouge ligne 4;75018;PARIS;Intérieur;OUI;A côté de la recette;7j/7;Heures ouvrables;48.88736, 2.34982
48.8937882;2.2841195;Métro Anatole France;92300;Levallois Perret;Intérieur;OUI;À côté guichet service;7j/7;Heures ouvrables;48.8937882, 2.2841195
48.83512878509601;2.405960081267781;Métro Porte Dorée;75012;PARIS;Intérieur;OUI;Face à la recette;7j/7;Heures ouvrables;48.83512878509601, 2.405960081267781
48.87596;2.35797;Métro Gare de l'Est;75001;PARIS;Intérieur;OUI;En face de la recette;7j/7;Heures ouvrables;48.87596, 2.35797
48.85365000000007;2.33391000000006;Métro Saint Germain des Pres;75006;PARIS;Intérieur;OUI;En face de la recette;7j/7;Heures ouvrables;48.85365000000007, 2.33391000000006
48.829270000000065;2.230200000000025;Métro Pont de Sèvres;92100;Boulogne-Billancourt;Intérieur;OUI;En face de la recette;7j/7;Heures ouvrables;48.829270000000065, 2.230200000000025
48.84572000000003;2.3725800000000277;Métro Gare de Lyon;75012;PARIS;Intérieur;OUI;En face de la recette;7j/7;Heures ouvrables;48.84572000000003, 2.3725800000000277
48.8727122;2.3298384;RER A Auber;75009;PARIS;Intérieur;OUI;À côté salle échanges;7j/7;Heures ouvrables;48.8727122, 2.3298384
48.881440000000055;2.3652300000000537;Métro Louis blanc;75010;PARIS;Intérieur;OUI;En face de la recette;7j/7;Heures ouvrables;48.881440000000055, 2.3652300000000537
48.89069000000006;2.3762100000000714;Métro Crimée;75019;PARIS;Intérieur;OUI;En face de la recette;7j/7;Heures ouvrables;48.89069000000006, 2.3762100000000714
48.894810000000064;2.382340000000056;Métro Corentin Cariou;75019;PARIS;Intérieur;OUI;En face de la recette;7j/7;Heures ouvrables;48.894810000000064, 2.382340000000056
48.87729000000007;2.3492800000000216;Métro Poissonnière;75010;PARIS;Intérieur;OUI;En face de la recette;7j/7;Heures ouvrables;48.87729000000007, 2.3492800000000216
48.87955000000005;2.389340000000061;Métro Botzaris;75019;PARIS;Intérieur;OUI;En face de la recette;7j/7;Heures ouvrables;48.87955000000005, 2.389340000000061
48.880040000000065;2.398800000000051;Métro Pré-Saint-Gervais;75019;PARIS;Intérieur;OUI;En face de la recette;7j/7;Heures ouvrables;48.880040000000065, 2.398800000000051
48.824110000000076;2.273180000000025;Métro Mairie d'Issy;92130;Issy les moulineaux;Intérieur;OUI;En face de la recette;7j/7;Heures ouvrables;48.824110000000076, 2.273180000000025
