PdEId;PdEVersion;ZdCId;ZdCVersion;ZdAId;ZdAVersion;ArRId;ArRVersion;ArTId;ArTVersion;ArRGeopoint;ArTGeopoint
;;61450;61450;473605;1368545-61450;471140;1363552-1368545;50120947;1638368-1363552;48.38667497690856, 2.842804737854411;48.38667497690856, 2.842804737854411
;;61450;61450;43218;43218-61450;472351;1079920-43218;50116456;1625911-1079920;48.38675477963909, 2.841926537391362;48.38674576494512, 2.841913057380304
;;67325;1088266;473160;1088279-1088266;472827;1609164-1088279;50116138;1608928-1609164;49.15473700086094, 2.326154845003916;49.15473700086094, 2.326154845003916
;;67325;1088266;473160;1088279-1088266;492162;1609357-1088279;50120920;1612375-1609357;49.15466622880596, 2.326361382463375;49.15466622880596, 2.326361382463375
;;66659;1119838;473515;1098766-1119838;5540;1609254-1098766;50116993;1639268-1609254;49.033424814128814, 2.1280062587098363;49.033424814128814, 2.1280062587098363
;;66659;1119838;473515;1098766-1119838;8640;1609241-1098766;50203794;1776957-1609241;49.03359713586585, 2.128208506588953;49.033560873311345, 2.1281680871031696
;;66659;1119838;473515;1098766-1119838;18760;1609248-1098766;50203796;1776955-1609248;49.03347026650389, 2.128073875858102;49.03350633052484, 2.1280869462988834
;;66659;1119838;473515;1098766-1119838;8749;1609245-1098766;50203795;1776956-1609245;49.03350692621138, 2.1281689930254966;49.03356107186127, 2.1281954360408726
;;66659;1119838;43150;1119837-1119838;471301;1075691-1119837;50118044;1295467-1075691;49.03401172284289, 2.1283383073151314;49.03400203682573, 2.1282427361769103
;;492156;1609077;421245;748671-1609077;421244;1609074-748671;50204647;1697907-1609074;48.99813955972826, 2.1532670452133575;48.998129989652156, 2.1531852006092533
;;66795;1119543;473125;1087902-1119543;11256;1302652-1087902;50204559;1697995-1302652;49.045038005980466, 2.3224358037066253;49.04502025483524, 2.322477071900121
;;59390;59390;49988;49988-59390;7248;1467305-49988;50192207;1659733-1467305;48.26508536425749, 2.496994890793989;48.2650853069414, 2.4969814151603535
;;61152;61152;49974;49974-61152;7225;1466707-49974;50191850;1659910-1466707;48.23643029557034, 2.551345495143895;48.23642124690518, 2.5513321033032734
;;61293;1607911;57439;57439-1607911;19652;845242-57439;50191328;1641036-845242;48.31697549356001, 2.5704617992197956;48.31697539567227, 2.570434821251241
;;61354;61354;49992;49992-61354;7253;1466031-49992;50190898;1484308-1466031;48.355016446948085, 2.5191784934404504;48.3550073406295, 2.5191515782751064
;;479866;1207287;47613;47613-1207287;417896;1427357-47613;50204716;1697838-1427357;48.95899192962749, 2.1906950181740035;48.95894660149887, 2.190641098119629
;;65016;65016;50166;50166-65016;7673;1360282-50166;50171813;1752477-1360282;48.94435050640949, 2.1945544256112606;48.94433224718831, 2.1945137507209944
;;65031;1357866;47615;47615-1357866;7456;1349197-47615;50171544;1752718-1349197;48.94491114098068, 2.2167313549469605;48.944920222219665, 2.2167448708519655
;;65050;1326693;47621;1326682-1326693;427933;1565496-1326682;50204734;1697820-1565496;48.946636956411254, 2.2375263412670447;48.946645253759996, 2.23741699494459
;;65066;65066;50083;50083-65066;7467;1377358-50083;50146433;1588103-1377358;48.94752920168366, 2.240667175849776;48.947538107254275, 2.2406533925110685
;;65066;65066;50083;50083-65066;7466;1565501-50083;50146438;1588098-1565501;48.94739380213186, 2.2405872330729455;48.94741152676874, 2.2405460144172125
;;65076;65076;57631;57631-65076;20147;1357413-57631;50171615;1752657-1357413;48.948452182034465, 2.209550844181164;48.948416214023766, 2.2095513908587847
;;65294;65294;50117;50117-65294;7553;1359678-50117;50171659;1752615-1359678;48.962737250478355, 2.236607362252466;48.96274632932532, 2.2366208862624926
;;65294;65294;50117;50117-65294;7552;1359674-50117;50171658;1752616-1359674;48.96291656708809, 2.2365227851916925;48.96288059944139, 2.236523313362902
;;65213;65213;52778;52778-65213;20160;1359753-52778;50171443;1752810-1359753;48.9582850881935, 2.196578193006172;48.958275821801124, 2.196537367559499
;;65233;65233;50126;50126-65233;7577;1307373-50126;50171689;1752587-1307373;48.95979996714546, 2.2385487466306877;48.959826942964895, 2.2385483515766156
;;483231;1567673;47614;1567672-1567673;7417;1567671-1567672;50171554;1752710-1567671;48.94620786688995, 2.216998539051052;48.946198607346275, 2.216957719447528
;;483231;1567673;47614;1567672-1567673;7416;1567670-1567672;50171553;1752711-1567670;48.94617296868562, 2.2171629003918194;48.946182228159664, 2.2172037200117503
;;65304;1567626;48994;1567625-1567626;5363;1592562-1567625;50171451;1752802-1592562;48.9640069422858, 2.1915866506629094;48.96399813455378, 2.1916141030584373
;;64174;1361504;48558;48558-1361504;4071;1464856-48558;50172322;1752012-1464856;48.82886053531816, 2.125911199876186;48.8288513433288, 2.1258841091299834
;;64174;1361504;48558;48558-1361504;4072;1557849-48558;50194637;1687818-1557849;48.82892049821588, 2.1255015209007135;48.828911505335256, 2.1255016717551465
;;64271;64271;53787;53787-64271;32088;1466212-53787;50194912;1720830-1466212;48.84871169217157, 2.132310270027297;48.84870279826268, 2.1323240457297
;;64265;1115542;47782;47782-1115542;32180;1359945-47782;50172095;1752214-1359945;48.84683081829685, 2.1309107391632844;48.84683971205795, 2.130896963714516
;;64317;64317;53844;53844-64317;32214;32214-53844;50195355;1687181-32214;48.858247814812145, 2.138911985845545;48.858221425215454, 2.13899420252407
;;64328;64328;53779;53779-64328;32070;1358848-53779;50171967;1752331-1358848;48.86050781387767, 2.139269922300559;48.86049882123455, 2.1392700708700016
;;64438;1557340;53792;1557339-1557340;32100;1557338-1557339;50171362;1752877-1557338;48.87912987461355, 2.1263356108411013;48.87915665303716, 2.126307890429688
;;64590;64590;54784;54784-64590;32102;1426445-54784;50174125;1640396-1426445;48.89986744994128, 2.113901629102042;48.899867248110965, 2.113874350458561
;;64683;64683;53753;53753-64683;460455;1357214-53753;50172358;1751985-1357214;48.91144647867452, 2.120622032344298;48.91143738632362, 2.120608541914207
;;64683;64683;53753;53753-64683;460476;1357220-53753;50172357;1751986-1357220;48.91128521986429, 2.120706621157122;48.9113035046787, 2.120747244309265
;;64685;64685;53786;53786-64685;32087;1358457-53786;50171991;1752311-1358457;48.911514122866606, 2.176970716497846;48.91152330259547, 2.1769978592847985
;;64606;64606;53836;53836-64606;32195;1360067-53836;50172112;1752198-1360067;48.90185478190594, 2.149854145469688;48.90187315380678, 2.1499084114135867
;;64613;64613;53801;53801-64613;32118;32118-53801;50172027;1752277-32118;48.902881926266254, 2.140042579103341;48.90287312983802, 2.140070007978736
;;64633;64633;42740;42740-64633;460485;1256716-42740;50172354;1751989-1256716;48.90569945933799, 2.115698663927251;48.90567258331322, 2.115712763084639
;;64636;64636;53752;53752-64636;32015;1114485-53752;50171903;1752391-1114485;48.90560588693576, 2.1705021275677536;48.90561487924824, 2.170501984264963
;;64645;1567637;53810;1567636-1567637;32133;1567634-1567636;50172048;1752257-1567634;48.90708511458196, 2.1750352558113266;48.90707640412224, 2.1750763223106406
;;64645;1567637;53810;1567636-1567637;32132;1567635-1567636;50172047;1752258-1567635;48.90721830778516, 2.174787573427048;48.90722711212788, 2.1747601481316434
;;64666;64666;53794;53794-64666;32103;1114596-53794;50172006;1752297-1114596;48.909857740773646, 2.1846236441510403;48.90987609678504, 2.184677930706158
;;64874;1320691;47641;47641-1320691;7583;1320695-47641;50171703;1752576-1320695;48.933938567063535, 2.2042705034787016;48.93394755918101, 2.2042703659346157
;;64995;64995;50104;50104-64995;7526;1359782-50104;50171584;1752681-1359782;48.94361272261726, 2.2286830306558194;48.94361245909447, 2.228642077653004
;;64907;64907;50165;50165-64907;7666;1357884-50165;50171806;1752484-1357884;48.937494625342744, 2.179494576525681;48.93747636089584, 2.1794539122829697
;;64907;64907;50165;50165-64907;7665;1357880-50165;50171805;1752485-1357880;48.937529472178724, 2.1793302173533062;48.937538464237264, 2.1793300754885823
;;481081;1398141;417888;1398140-1398141;417887;1398135-1398140;50171452;1752801-1398135;48.95926934508519, 2.202571828821218;48.95927851860752, 2.2025990010542347
;;481081;1398141;417888;1398140-1398141;417889;1360085-1398140;50146730;1587927-1360085;48.959179607660175, 2.2026005179529564;48.959170797367264, 2.2026279659339387
;;61191;61191;49975;49975-61191;7228;1465042-49975;50192244;1476224-1465042;48.25965969024775, 2.5577639294494823;48.25965059206525, 2.5577370563008333
;;61341;61341;49991;49991-61341;7252;1467146-49991;50191460;1640971-1467146;48.343970761785194, 2.605115918895469;48.34396171991618, 2.60510249045748
;;61186;61186;53675;53675-61186;12937;1466916-53675;50192026;1659818-1466916;48.25724697689321, 2.5030521986693173;48.257246920267, 2.5030387250323423
;;59400;59400;49959;49959-59400;488685;1497784-49959;50205124;1637141-1497784;48.30597628425252, 2.473555750303863;48.305967287214195, 2.4735558402170454
;;59425;59425;49990;49990-59425;7251;7251-49990;50191066;1484014-7251;48.34687846197445, 2.45573533149059;48.346869341190775, 2.4557084314712876
;;71055;71055;462837;1016937-71055;24247;24247-1016937;50144767;1607252-24247;48.834644814542536, 2.284436176373468;48.83465372606097, 2.284422430365127
;;71055;71055;42844;1722437-71055;24101;1347070-1722437;50144912;1584281-1347070;48.834114796860064, 2.284538816875225;48.83414128697947, 2.284456712040498
;;71055;71055;42844;1722437-71055;24116;1347073-1722437;50144941;1584252-1347073;48.83460313384317, 2.2834830921633325;48.83462054859407, 2.2833874871074316
;;69318;69318;52554;52554-69318;10792;10792-52554;50178688;1408686-10792;49.05257792612708, 3.045911133834155;49.052550993204086, 3.0458016675410833
;;63863;1607126;49167;1607125-1607126;461835;1442684-1607125;50186602;1761611-1442684;48.795613632983205, 1.9540206482379072;48.79561351385055, 1.954007036511553
;;66980;1607102;55105;1607101-1607102;14803;1607100-1607101;50165031;1676994-1607100;49.0615943800564, 1.5232506081624475;49.061603706266276, 1.523277712884883
;;492078;1606719;492077;1606715-1606719;491999;1606725-1606715;50173012;1751936-1606725;48.95326966618591, 2.1449444215426743;48.953278755444295, 2.1449579270785897
;;65244;65244;54611;54611-65244;34924;1359786-54611;50172262;1752069-1359786;48.960013973901184, 2.1537650255100464;48.96000469294864, 2.1537242063417628
;;71827;71827;45631;45631-71827;37572;1245540-45631;50122020;1606609-1245540;48.86850148459183, 2.3891590795411117;48.86850148459183, 2.3891590795411117
;;71827;71827;45631;45631-71827;37571;1577221-45631;50122028;1606605-1577221;48.86856380831271, 2.389035657182124;48.86856387789456, 2.3890492887578163
;;71838;1351898;45627;1351897-1351898;26554;1351885-1351897;50114320;1586983-1351885;48.870253951062125, 2.394223574526384;48.87030756308384, 2.3941547868340303
;;71838;1351898;45627;1351897-1351898;37527;1351891-1351897;50122021;1606608-1351891;48.86981247412569, 2.3940651161314506;48.86983059781597, 2.394092170740441
;;71838;1351898;45627;1351897-1351898;29414;1351888-1351897;50114343;1586965-1351888;48.86958197100487, 2.39472216470484;48.869546206444234, 2.394763478207275
;;66528;66528;48936;48936-66528;5234;1592161-48936;50204287;1698262-1592161;49.02330993916218, 2.2210865301515192;49.023273441424834, 2.2210050380597046
;;66244;66244;48967;48967-66244;5301;1592360-48967;50204333;1698216-1592360;49.00377676350428, 2.241867906998034;49.003749443447475, 2.2418136333635106
;;66023;1275001;49084;49084-1275001;5585;1591555-49084;50204506;1698047-1591555;48.99541207549725, 2.2000492304895345;48.99539409230534, 2.2000495073640076
;;421248;748682;421247;748680-748682;421249;1592002-748680;50204650;1697904-1592002;48.98709518811204, 2.1568902953031652;48.9870869645288, 2.156999739535124
;;65533;65533;49013;49013-65533;5412;1592697-49013;50204433;1698116-1592697;48.975782069440285, 2.2560735575117272;48.975781900003405, 2.2560462385223916
;;66105;66105;48862;48862-66105;5050;1591392-48862;50204122;1698423-1591392;48.99848384052556, 2.19546456453055;48.998457140674866, 2.1955059783066244
;;66245;66245;46487;46487-66245;13291;1286872-46487;50166657;1315059-1286872;49.00367366939613, 2.2613873850627675;49.00367366939613, 2.2613873850627675
;;65824;65824;48979;48979-65824;5333;1592488-48979;50204365;1698184-1592488;48.98856274227375, 2.2072736955276677;48.98857191447861, 2.2073008839073993
;;65818;1592200;48941;1606844-1592200;5242;1592199-1606844;50204295;1698254-1592199;48.98822736696495, 2.2487901210604777;48.98827223997462, 2.2487758083710525
;;66455;66455;48932;48932-66455;5226;1592141-48932;50204279;1698270-1592141;49.01617510556437, 2.209477146909429;49.01622905414119, 2.2094763257458125
;;66228;66228;49004;49004-66228;5393;1592648-49004;50204416;1698133-1592648;49.00287838692113, 2.1778058542365923;49.002932335957894, 2.177805000393861
;;65503;65503;49053;49053-65503;5522;5522-49053;50204462;1698087-5522;48.974734659472134, 2.2655962032760844;48.974734659472134, 2.2655962032760844
;;65651;65651;49008;49008-65651;5404;1592668-49008;50204425;1698124-1592668;48.980615098745616, 2.245197747951434;48.98073250747645, 2.2452780149830858
;;65481;65481;49067;49067-65481;5551;1274772-49067;50204489;1574569-1274772;48.97446119416081, 2.177722596912803;48.97446119416081, 2.177722596912803
;;66757;1188422;52782;1188423-1188422;11252;1188424-1188423;50204551;1698003-1188424;49.04306042069278, 2.299044323306913;49.043040761571476, 2.298757343663411
;;66512;66512;48974;48974-66512;5314;1592416-48974;50204346;1698203-1592416;49.02174253068359, 2.224829056066704;49.02168902362107, 2.224898218954862
;;73985;73985;58702;58702-73985;27205;1591811-58702;50204606;1697948-1591811;49.01153978593844, 2.1624400790857075;49.011539690561584, 2.1624264103501174
;;73985;73985;58702;58702-73985;27206;1591815-58702;50204607;1697947-1591815;49.0113506800911, 2.162402117819392;49.01135077547075, 2.162415786505199
;;66229;66229;58981;58981-66229;40547;1591864-58981;50204614;1697940-1591864;49.00306874326487, 2.197963139381671;49.00306874326487, 2.197963139381671
;;419853;725395;419852;725393-725395;419854;1591889-725393;50204624;1697930-1591889;49.028882783652875, 2.2083537886764613;49.02888341463955, 2.2084495023590334
;;419849;725379;419848;725377-725379;419847;1229678-725377;50204621;1697933-1229678;49.027102596869646, 2.1989046420526357;49.02711149697022, 2.1988908304325143
;;65713;1182757;47609;47609-1182757;424277;1245727-47609;50204447;1698102-1245727;48.98381399426369, 2.1817281510461553;48.98384096928182, 2.181727726317436
;;491912;1592517;47579;47579-1592517;5341;1592501-47579;50204369;1698180-1592501;49.02008185000091, 2.201938849667945;49.02009983277601, 2.2019385733160712
;;65603;65603;48881;48881-65603;5266;1592306-48881;50204318;1698231-1592306;48.978419706659615, 2.1992451657629934;48.97842851601943, 2.1992177070437777
;;65864;65864;48878;48878-65864;5106;1591587-48878;50204171;1698376-1591587;48.9904559760604, 2.1918174112588846;48.99044680036343, 2.1917902246268905
;;422342;757562;422341;757560-757562;422340;1275027-757560;50204660;1697894-1275027;48.97660651961915, 2.1863770859953595;48.97660651961915, 2.1863770859953595
;;66028;66028;48912;48912-66028;5602;1591977-48912;50204243;1698306-1591977;48.99496479988556, 2.1557649841195112;48.994883875957896, 2.155766299012538
;;74190;725544;59112;725543-725544;419827;1591952-725543;50204637;1697917-1591952;48.99999363076152, 2.142098007815209;49.00002040983396, 2.142070231044053
;;66357;66357;49057;49057-66357;5532;1286896-49057;50204472;1698077-1286896;49.00945709502578, 2.2630685190180477;49.00940289398789, 2.263028279373233
;;65871;65871;52301;52301-65871;10347;854096-52301;50204688;1697866-854096;48.99045262313494, 2.1820335512004805;48.990443445221196, 2.182006366298053
;;66525;66525;52092;52092-66525;9911;1591619-52092;50204529;1698025-1591619;49.02318390550934, 2.2100541124445945;49.02315648161235, 2.209986163390258
;;65891;65891;57451;57451-65891;19691;1274851-57451;50204580;1697974-1274851;48.99101932131808, 2.174181008435288;48.99101932131808, 2.174181008435288
;;425985;840982;419839;725334-840982;419838;1229536-725334;50204636;1697918-1229536;48.97355569174833, 2.2061638622653583;48.973519995790525, 2.206205387999179
;;66409;66409;49034;49034-66409;5469;1374167-49034;50204452;1698097-1374167;49.01276345612994, 2.2509916274889004;49.012762944346285, 2.2509096122198597
;;66742;1286580;52783;1286579-1286580;11261;879484-1286579;50166279;1314710-879484;49.041958002215594, 2.305857199843819;49.04194916898664, 2.305884674045805
