PdEId;PdEVersion;ZdCId;ZdCVersion;ZdAId;ZdAVersion;ArRId;ArRVersion;ArTId;ArTVersion;ArRGeopoint;ArTGeopoint
;;60726;60726;52996;52996-60726;11843;1325061-52996;50192540;1639963-1325061;48.64952612578226, 2.3191962931981567;48.64951705373943, 2.3191828358354076
;;60726;60726;52996;52996-60726;492552;1622299-52996;50207054;1740207-1622299;48.649500460455855, 2.3194274090827918;48.64992932645628, 2.318919536191042
;;59896;1327545;52987;1327544-1327545;477009;1396994-1327544;50192579;1639947-1396994;48.55530804135698, 2.282612642595099;48.55529896448255, 2.282599215754779
;;419299;877382;419298;877381-877382;419300;1396985-877381;50192585;1559484-1396985;48.616726575589254, 2.3710412615195215;48.616736143504944, 2.371149681274757
;;62749;62749;58184;58184-62749;416657;667253-58184;50176339;1613295-667253;48.691883338916675, 2.2978168224186106;48.69186748231525, 2.2978032995182494
;;60081;60081;53926;53926-60081;462407;1469256-53926;50192658;1639905-1469256;48.587386089226534, 2.3006005099420634;48.587377014618724, 2.3005870717637222
;;60629;60629;52976;52976-60629;11782;1469250-52976;50192659;1622788-1469250;48.644188174000476, 2.337672110080853;48.64417902855462, 2.3376450778435363
;;60752;996549;52964;996548-996549;11756;996545-996548;50192665;1639902-996545;48.65186914269163, 2.3294699983855023;48.65186898992695, 2.329442848330208
;;60653;60653;52975;52975-60653;11776;1319781-52975;50207048;1740213-1319781;48.64532857378041, 2.3340876337399283;48.64537331889073, 2.3340463413398185
;;60707;60707;52973;52973-60707;11772;1349073-52973;50192678;1639898-1349073;48.64854077684983, 2.34072571526569;48.64853170723111, 2.3407122544239205
;;425895;837887;425894;837878-837887;3792;3792-837878;50205335;1740956-3792;48.63990748981788, 2.3342738749937286;48.639850357382834, 2.3340623355176096
;;60823;60823;52961;52961-60823;11746;1469188-52961;50192711;1639885-1469188;48.65806853888549, 2.3394515413964014;48.6580594691951, 2.33943807832389
;;60407;60407;42744;42744-60407;35362;1469150-42744;50192735;1559390-1469150;48.62289025983819, 2.3174667269275457;48.622881109647054, 2.3174397092191463
;;60537;60537;42718;42718-60537;3770;879553-42718;50192748;1639866-879553;48.636739596989486, 2.3440773898200082;48.6367304529401, 2.344050360310867
;;60312;60312;53905;53905-60312;35323;35323-53905;50192757;1559374-35323;48.61455174416225, 2.3222286870547326;48.614542594988364, 2.3222016728170405
;;62705;1385339;416662;667276-1385339;416661;1385336-667276;50098363;1275087-1385336;48.6894431366433, 2.2985287396324705;48.6892388268423, 2.298966225280285
;;62705;1385339;58185;58185-1385339;416658;1385333-58185;50098364;1275088-1385333;48.68965114353088, 2.3002513531341706;48.68965114353088, 2.3002513531341706
;;60709;60709;52955;52955-60709;11727;1469117-52955;50192773;1639850-1469117;48.64890356777961, 2.3079369277168875;48.64889449446068, 2.307923472466658
;;60709;60709;52955;52955-60709;11726;996641-52955;50192772;1639851-996641;48.64871326433958, 2.3076950909716247;48.64870411212826, 2.3076680616380836
;;60747;1307352;52954;1307351-1307352;29383;996638-1307351;50192775;1559358-996638;48.65151725424958, 2.33409031842684;48.6515081080471, 2.3340632830288643
;;60747;1307352;52954;1307351-1307352;29382;1307348-1307351;50192774;1559359-1307348;48.6514799106567, 2.333846427559059;48.651470764398596, 2.3338193922230164
;;60403;60403;48337;48337-60403;35361;1469109-48337;50192784;1639844-1469109;48.622591816450544, 2.3203335567659953;48.62258266690746, 2.3203065387105437
;;60075;60075;53888;53888-60075;411585;1469070-53888;50192842;1559308-1469070;48.58689507101733, 2.3043087294434224;48.586885917571145, 2.3042817325981324
;;60236;60236;53895;53895-60236;411626;1469020-53895;50209325;1628514-1469020;48.606867037111755, 2.3170516199102873;48.60685788670565, 2.317024610541565
;;60163;60163;53876;53876-60163;411606;1469017-53876;50192864;1622701-1469017;48.59962602181735, 2.286440533760068;48.59961686441372, 2.2864135334759235
;;60616;60616;42350;42350-60616;427812;1329546-42350;50192867;1639810-1329546;48.64330536133531, 2.342311939833434;48.64329629185618, 2.3422984800635067
;;60764;996596;42299;996573-996596;11657;1468991-996573;50192892;1559277-1468991;48.65189459055924, 2.3372351485690013;48.65188544507307, 2.337208112426289
;;60764;996596;42299;996573-996596;11656;1468988-996573;50192891;1639799-1468988;48.6525983493833, 2.3376199424590234;48.65258927944451, 2.337606481111697
;;477077;1135192;477014;1133813-1135192;477025;1133843-1133813;50192896;1639797-1133843;48.6053156854651, 2.3194726722990526;48.60530653559651, 2.3194456633074383
;;61050;861948;52935;861947-861948;11655;1401786-861947;50192904;1639793-1401786;48.683142127362174, 2.3100783111132555;48.68313297595612, 2.310051263564768
;;61050;861948;52935;861947-861948;11655;1401786-861947;50176314;1613315-1401786;48.683142127362174, 2.3100783111132555;48.68313305454603, 2.310064846680632
;;60511;797434;57622;797436-797434;29398;1134914-797436;50205131;1741132-1134914;48.633765706226725, 2.3301633652153573;48.63373849345212, 2.330122999595753
;;60672;60672;42180;42180-60672;21598;1016011-42180;50192927;1639783-1016011;48.646203021810756, 2.3014297027207777;48.64619386815919, 2.3014026757799386
;;60221;1605287;53869;1605286-1605287;411596;1605288-1605286;50192934;1639779-1605288;48.604909192141044, 2.3144728939874972;48.60491771837881, 2.3143913992304217
;;60221;1605287;53869;1605286-1605287;477063;1605292-1605286;50192933;1639780-1605292;48.60503316680216, 2.314132173861879;48.6050152552978, 2.3141459723408033
;;473063;1639707;47074;1639706-1639707;411598;894213-1639706;50192935;1639778-894213;48.60778669098304, 2.304980691527156;48.60777753784579, 2.3049536837937197
;;462241;995227;56987;56987-995227;417745;1233654-56987;50000049;1677967-1233654;48.98892374242063, 1.7117565104825285;48.98897680770564, 1.7116732025391872
;;71914;71914;462850;1017078-71914;37707;1339369-1017078;50198848;1488864-1339369;48.879272608338084, 2.401045345976058;48.879182134912405, 2.400937305238782
;;71914;71914;462850;1017078-71914;26273;1578702-1017078;50225748;1664371-1578702;48.87960847685795, 2.4016687054875185;48.879617401477674, 2.4016549676858654
;;67605;1160249;56263;1160248-1160249;24967;24967-1160248;50187869;1801335-24967;48.73525985410475, 2.780663438085512;48.735178831919875, 2.7806229866578556
;;60145;1447749;48791;1447748-1447749;8574;1447746-1447748;50200653;1510795-1447746;48.596171892654176, 2.173803208505603;48.59610940011016, 2.173872003339232
;;60145;1447749;48791;1447748-1447749;4825;1447747-1447748;50200652;1662399-1447747;48.59622557867226, 2.1737616761131466;48.59635291652279, 2.173963095335418
;;73776;73776;47871;47871-73776;9212;1303083-47871;50199754;1662833-1303083;48.600265523463534, 2.004566760115771;48.600238426637674, 2.0045537119556607
;;60600;60600;48731;48731-60600;4667;1221224-48731;50199883;1513083-1221224;48.64116639880989, 2.130648401580665;48.641102745170386, 2.1305544442685456
;;424167;1201072;424166;1201071-1201072;5972;1797162-1201071;50202756;1784389-1797162;48.81388473403602, 1.8732340818636926;48.81403465683302, 1.8729176026490744
;;424167;1201072;424166;1201071-1201072;5973;1201070-1201071;50202750;1784394-1201070;48.81416923517079, 1.8757474766845212;48.81415998644089, 1.8757204378015793
;;63623;63623;44127;44127-63623;20954;20954-44127;50186244;1761957-20954;48.77394544346748, 2.056149984440996;48.77394147987904, 2.0561093810942266
;;63865;63865;52030;52030-63865;35627;1378846-52030;50201392;1662028-1378846;48.79385941608855, 1.6113755282766347;48.79381806866995, 1.6109137339661594
;;63865;63865;52030;52030-63865;35626;1378843-52030;50201391;1662029-1378843;48.794046963797534, 1.6104855855547153;48.79404712205226, 1.610499195959094
;;492348;1618157;492347;1618153-1618157;491890;1591289-1618153;50203949;1776800-1591289;49.02476865089902, 2.102841334989983;49.02471439704929, 2.102801250800142
;;66322;1661709;54584;1661708-1661709;34833;1661707-1661708;50203459;1777277-1661707;49.00726938318409, 2.082625982564262;49.007297401803484, 2.0827621808410584
;;65783;65783;49037;49037-65783;5475;1661687-49037;50204689;1697865-1661687;48.98617926749094, 2.181759225321008;48.98617926749094, 2.181759225321008
;;73360;73360;462846;1802388-73360;480814;1559040-1802388;50217704;1728768-1559040;48.90894796416746, 2.515972573411624;48.90893891643048, 2.515959014736243
;;422805;1432635;462453;1432636-1432635;462452;1661309-1432636;50147545;1661067-1661309;48.89226241192105, 2.297446736445412;48.89226241192105, 2.297446736445412
;;480961;1257436;480960;1257428-1257436;16040;1660761-1257428;50193070;1750673-1660761;48.42579711182602, 2.9931062717481924;48.425806107474294, 2.9930927534516316
;;61430;61430;56034;56034-61430;15827;1660166-56034;50193074;1750669-1660166;48.38463809791385, 2.9541182932321335;48.38463809791385, 2.9541182932321335
;;68690;1351223;52538;1351224-1351223;10762;10762-1351224;50178414;1671504-10762;48.91230910720841, 2.853360208710132;48.91230008106682, 2.853332947216307
;;68866;68866;52635;52635-68866;10987;1225343-52635;50179825;1643327-1225343;48.945429182702306, 3.1033056901624527;48.94545590091299, 3.103606090482083
;;69171;1225817;52690;1225816-1225817;11088;1420597-1225816;50178702;1408662-1420597;49.00101783759219, 3.0941365007149346;49.00101783759219, 3.0941365007149346
;;69457;69457;52443;52443-69457;20212;1420556-52443;50178682;1657390-1420556;49.101021802421286, 3.1327409254843763;49.10075205332469, 3.132753927923824
;;69458;69458;57653;57653-69458;20210;1420549-57653;50178679;1657393-1420549;49.10612935600241, 3.1237567414739775;49.10639051957608, 3.123346529020615
;;68241;68241;53293;53293-68241;12604;1418040-53293;50179759;1643372-1418040;48.85305411452862, 2.846167871413334;48.8529818706916, 2.8459364098237296
;;68703;68703;52510;52510-68703;10704;1420531-52510;50178675;1657396-1420531;48.914980015693494, 2.814480437588375;48.914980015693494, 2.814480437588375
;;69239;1420450;52520;1420451-1420450;10726;1420452-1420451;50178255;1409757-1420452;49.02462034763937, 3.022997898613544;49.02465628333049, 3.0231619900234135
;;68694;1363304;52509;1363303-1363304;10702;1363305-1363303;50178649;1408777-1363305;48.91301372100899, 2.8165067087512274;48.912950730146186, 2.8164796435412374
;;417540;694900;417539;694898-694900;417538;694896-694898;50179693;1643413-694896;48.96452100253821, 3.2360913694815157;48.96456593704107, 3.2361052307431106
;;69413;1420369;52467;1420370-1420369;10612;1225160-1420370;50178628;1408836-1225160;49.08555172099091, 3.0767679836075326;49.08526413107246, 3.076562223812069
;;69413;1420369;52467;1420370-1420369;10611;1420365-1420370;50178629;1408832-1420365;49.085308991470725, 3.0767128685174954;49.08506630549268, 3.076589309563122
;;68601;68601;52693;52693-68601;11099;1225301-52693;50179668;1643429-1225301;48.895634641083475, 2.9496445439860604;48.89566150474127, 2.9493717363739194
;;68601;68601;52693;52693-68601;11098;11098-52693;50179667;1643430-11098;48.89571554838653, 2.949576270255072;48.895688592679775, 2.9496308527160346
;;68829;68829;52666;52666-68829;11046;1225195-52666;50178622;1408855-1225195;48.94240764709629, 2.8610429789410157;48.94235347045672, 2.8608520048720747
;;69131;69131;48815;48815-69131;4905;4905-48815;50178615;1408872-4905;48.989917924451106, 2.942748602436978;48.989989841695206, 2.942707531685275
;;68549;1417567;52439;1417568-1417567;10564;1224827-1417568;50179638;1643453-1224827;48.887429928398696, 2.85674404911706;48.88733098970325, 2.856730684387526
;;68681;68681;52506;52506-68681;10694;1417557-52506;50179635;1406208-1417557;48.90759249610945, 3.3297466952311683;48.90759249610945, 3.3297466952311683
;;69376;69376;52553;52553-69376;10790;1420228-52553;50178569;1657446-1420228;49.07126031746166, 3.0201994139193222;49.07128729397405, 3.0201857391755023
;;68897;828222;52747;828221-828222;11201;1417236-828221;50179554;1643510-1417236;48.94953941833465, 3.1217457042001313;48.94952135025172, 3.1218275812209804
;;68945;68945;52647;52647-68945;11012;1417188-52647;50179542;1643519-1417188;48.955904470476966, 3.066485614785555;48.95587751602159, 3.0664446156918483
;;69013;69013;51316;51316-69013;8460;8460-51316;50178538;1657455-8460;48.96617337016064, 2.932859346878936;48.966245255007635, 2.932763650844447
;;68753;68753;52726;52726-68753;11163;1224896-52726;50178517;1657466-1224896;48.92707062721007, 2.864823308505961;48.92712525877432, 2.865423649807094
;;480955;1257309;480954;1257308-1257309;479670;1417023-1257308;50178822;1634304-1417023;48.87737834527793, 2.904437232422094;48.87724348241042, 2.9044783826674094
;;68450;1226149;52695;1226148-1226149;11103;1417037-1226148;50179497;1643545-1417037;48.87804832312381, 2.8888108914402477;48.878021356708786, 2.888824583482958
;;462679;1011602;479660;1204187-1011602;479659;1414140-1204187;50179484;1406600-1414140;48.85972273270219, 2.943586788973781;48.85976766003039, 2.9435049622137797
;;417451;693410;417450;693408-693410;417452;1416913-693408;50179464;1643566-1416913;48.99701300572942, 3.1886002662889914;48.997057965818755, 3.1886004294900196
;;68807;1352985;52685;1352984-1352985;11077;1420075-1352984;50178515;1409126-1420075;48.94029508896351, 2.861635606913739;48.94034904400649, 2.861635463393672
;;68609;1416496;479636;1416495-1416496;10503;1416485-1416495;50178810;1680899-1416485;48.89749316570327, 3.2605296807851034;48.89749319537364, 3.2605160413007743
;;68752;68752;52543;52543-68752;10770;1419921-52543;50178476;1657488-1419921;48.92694742499884, 2.8593510610804147;48.92706432902603, 2.8593507450666933
;;69059;69059;52531;52531-69059;10751;1224750-52531;50179377;1643624-1224750;48.972510951066965, 3.187568878764091;48.972510972426534, 3.1875552195612618
;;69059;69059;52531;52531-69059;10752;1416615-52531;50179378;1643623-1416615;48.9726188364092, 3.1875829273526244;48.972600873320545, 3.1875692032284464
;;69144;69144;48813;48813-69144;4903;1398698-48813;50178469;1409250-1398698;48.993749931034465, 2.9457096479309524;48.993731940712465, 2.945696001904791
;;69109;69109;57037;57037-69109;484961;1419802-57037;50178435;1409323-1419802;48.981503838371076, 3.0225006633717917;48.981494833364984, 3.02256896748814
;;68736;68736;52728;52728-68736;11165;1419798-52728;50178432;1657511-1419798;48.922454027414844, 2.8618740930190127;48.922454027414844, 2.8618740930190127
;;68827;1328630;57533;57533-1328630;19850;1418881-57533;50178416;1657522-1418881;48.9412902522062, 2.8752840214591897;48.94129019538147, 2.8752294173563033
;;68827;1328630;52537;1328629-1328630;23140;1398719-1328629;50178184;1657629-1398719;48.94176737914382, 2.875787971305943;48.94182143311093, 2.8758834006188674
;;73758;73758;52494;52494-73758;10671;1416229-52494;50179295;1643691-1416229;48.950606037228866, 3.141313676706965;48.95048915184611, 3.141299705621189
;;68758;68758;52737;52737-68758;11180;1219725-52737;50179288;1407108-1219725;48.92590293039967, 3.238208846489251;48.92547142113632, 3.238138636225055
;;74097;74097;58989;58989-74097;31999;31999-58989;50179251;1643721-31999;49.040597210644876, 2.9703479252185003;49.04061521758233, 2.970443655064436
;;68732;68732;52576;52576-68732;10856;1419616-52576;50178393;1409431-1419616;48.92282977924206, 2.906359755306313;48.92280275859216, 2.906305219122355
;;68831;1350515;52491;1350514-1350515;484670;1414183-1350514;50179210;1634033-1414183;48.94076744827183, 3.1341884662464157;48.940812028260204, 3.1345298546766056
;;70110;70110;53110;53110-70110;415095;1376890-53110;50183924;1594775-1376890;48.78660510622047, 2.269074709280387;48.78663250260529, 2.269142381294373
;;69954;69954;53088;53088-69954;12112;1376627-53088;50183903;1657252-1376627;48.77466732642462, 2.268670365789186;48.77464026269404, 2.2686571370031614
;;415113;635416;415112;635414-635416;415111;1376539-635414;50183943;1682043-1376539;48.78604348560205, 2.2758064116271397;48.78602541632686, 2.2757930514290785
;;420314;732091;420313;732087-732091;415105;1425727-732087;50183946;1594755-1425727;48.78467005041146, 2.2747638439621842;48.78466105700652, 2.2747639689629797
;;69164;69164;51317;51317-69164;8461;1419534-51317;50178360;1635602-1419534;49.00057047894819, 2.9570048162546225;49.00063339362612, 2.9569227643663
;;69431;69431;52442;52442-69431;20213;20213-52442;50178350;1409549-20213;49.09167387050675, 3.1300747028742895;49.09172775853271, 3.1301296006789157
;;68856;1418279;52634;1418280-1418279;10985;1418282-1418280;50179823;1643329-1418282;48.9443307800772, 3.1146481990445745;48.94438443423348, 3.1149623103045734
;;68991;1206957;47460;47460-1206957;4927;1419331-47460;50178339;1409573-1419331;48.962578425721375, 2.897520604909191;48.962533464084835, 2.8975206935286213
;;68991;1206957;47460;47460-1206957;4928;1419335-47460;50178340;1657556-1419335;48.96282119518193, 2.8974928129931423;48.96274024090285, 2.8974656592260764
;;417569;695078;417568;695076-695078;417570;1224738-695076;50178996;1643878-1224738;48.96014110843937, 3.236399227490158;48.96040236987477, 3.2361546051310395
;;68673;68673;52617;52617-68673;10946;1411138-52617;50178963;1407987-1411138;48.906935045201585, 3.1579339176395322;48.906908156775536, 3.1578656257910476
;;69122;1225746;52569;1225745-1225746;10832;1411133-1225745;50179154;1643782-1411133;48.98473016895261, 3.1994720243658916;48.98471211656027, 3.1995129425524924
;;68927;68927;52743;52743-68927;11195;11195-52743;50178920;1643923-11195;48.95265997405081, 3.1301365931125096;48.95273192811322, 3.130123119108642
;;69126;69126;52400;52400-69126;10491;1398638-52400;50178156;1409986-1398638;48.98739336958417, 3.0241837812860295;48.98739337508908, 3.0241564549811972
;;68678;1225772;52586;1225771-1225772;10879;1416995-1225771;50179483;1406604-1416995;48.909264458080614, 3.057722028574913;48.909219441559124, 3.0578311197328474
;;69225;69225;52547;52547-69225;10775;1349567-52547;50178151;1657645-1349567;49.017326401081505, 3.0300762614643184;49.01731742631689, 3.0300079011358503
;;68765;1225440;52657;1225439-1225440;480489;1418723-1225439;50178149;1635707-1418723;48.92939562161176, 2.8089562032994535;48.929242725888464, 2.808943116797622
;;68931;1307314;52645;1307313-1307314;11008;11008-1307313;50178899;1643935-11008;48.9535978824416, 3.0742109877222656;48.953759720377406, 3.074252181640587
;;68452;68452;52697;52697-68452;11106;1410832-52697;50178872;1643952-1410832;48.878259550369314, 2.851410897094109;48.878259550369314, 2.851410897094109
;;478928;1185627;478284;1154649-1185627;18054;1214647-1154649;50178068;1635749-1214647;48.972885304893474, 2.8995355291965224;48.97287636983778, 2.899603843207006
;;68934;1206859;47451;47451-1206859;11074;1418391-47451;50178056;1410238-1418391;48.955250493372915, 2.8705123507871213;48.955232508604595, 2.870512395570792
;;69016;69016;48818;48818-69016;478246;1418358-48818;50178047;1410252-1418358;48.96667876242463, 2.9210857439480566;48.96667876242463, 2.9210857439480566
;;62777;62777;52792;52792-62777;11275;1403840-52792;50176689;1613045-1403840;48.693436147004995, 2.149140768724815;48.69341806214503, 2.149127475999188
;;61033;61033;52812;52812-61033;11358;1403720-52812;50176489;1518314-1403720;48.68121241485892, 2.1735190335193524;48.68122159723373, 2.173546056138139
;;61033;61033;52812;52812-61033;11357;1384305-52812;50176498;1613176-1384305;48.68176124269174, 2.173537526200491;48.68170718401608, 2.1735247966822087
;;62852;62852;52887;52887-62852;11506;1403631-52887;50176509;1613165-1403631;48.697265673178414, 2.2075613672287324;48.697265492648015, 2.2075341939832582
;;62781;62781;52885;52885-62781;11504;1403613-52885;50176508;1613166-1403613;48.693775656653294, 2.217098053435856;48.6937669301313, 2.2171389453303085
;;63397;63397;57246;57246-63397;18756;1381242-57246;50176044;1541877-1381242;48.74975441054307, 2.165973326822627;48.74970016420748, 2.1659333881757883
;;62621;1353655;44266;1353654-1353655;11323;1381236-1353654;50175906;1613602-1381236;48.68363143805353, 2.169541286074394;48.68366750892724, 2.1695542976575712
;;60986;60986;52818;52818-60986;11365;1380947-52818;50175983;1613544-1380947;48.677326382455526, 2.183944177668598;48.677254336418024, 2.1839317192059737
;;63247;63247;52904;52904-63247;11600;1380931-52904;50176484;1613191-1380931;48.72482217876526, 2.2303774606404474;48.72480384045297, 2.2303233503448827
;;62721;62721;48857;48857-62721;5044;5044-48857;50176693;1613041-5044;48.69055827870232, 2.1504783129831235;48.690540000408994, 2.150437850981136
;;62942;62942;52854;52854-62942;11426;1401928-52854;50175965;1613559-1401928;48.701746190529676, 2.166793803921938;48.701737196601286, 2.166793947303815
;;62709;62709;52827;52827-62709;11378;1380813-52827;50175999;1613533-1380813;48.68978138737539, 2.178247386359296;48.68979937544215, 2.1782471036019486
;;62696;62696;52804;52804-62696;11334;1380807-52804;50176666;1613060-1380807;48.6883821580334, 2.1986615398247387;48.68837298140618, 2.1986345090950214
;;63319;1380690;58197;58197-1380690;21858;21858-58197;50176480;1613193-21858;48.73531629752944, 2.228577487036875;48.73533428501164, 2.2285772213656694
;;69817;729811;53095;729810-729811;12128;1392593-729810;50175509;1653613-1392593;48.763210438815925, 2.2631167521724964;48.76320161311336, 2.2631440868805788
;;69716;69716;53097;53097-69716;12138;1376679-53097;50175534;1653600-1376679;48.75116428644246, 2.2893888120339607;48.75116469112069, 2.2894568159411857
;;69809;69809;53130;53130-69809;12312;1377083-53130;50175503;1653619-1377083;48.762288691302054, 2.253728825761308;48.76227078918434, 2.2537426865217687
;;69580;69580;53125;53125-69580;12288;1377033-53125;50175487;1653624-1377033;48.73280871596884, 2.3065805101934935;48.73274520615003, 2.3064861738998856
;;69969;69969;53117;53117-69969;12255;1392480-53117;50175421;1653678-1392480;48.77535934181742, 2.251160477679437;48.77535934181742, 2.251160477679437
;;69692;69692;53113;53113-69692;12225;1392446-53113;50175535;1653599-1392446;48.749369185750275, 2.2870057911691544;48.749342285876764, 2.2870197598953927
;;63408;63408;53112;53112-63408;12222;1376899-53112;50175442;1653662-1376899;48.75337939136549, 2.2704104163254373;48.75337039771951, 2.2704105420012004
;;63410;63410;53109;53109-63410;12194;1392400-53109;50175459;1653646-1392400;48.75434870278455, 2.2671322122807096;48.754339709149605, 2.2671323385234876
;;69674;729815;53133;729814-729815;12328;1392381-729814;50175544;1653593-1392381;48.74734410769425, 2.2852789270851943;48.74736176946698, 2.2852242817459985
;;69956;69956;53103;53103-69956;12177;1376814-53103;50183908;1657250-1376814;48.775108307890235, 2.2716579799534586;48.77510797604865, 2.2716035519806326
;;69956;69956;53103;53103-69956;12176;12176-53103;50183907;1594784-12176;48.77510880560613, 2.271739621913995;48.77511779908317, 2.2717394964149165
;;69569;69569;47058;47058-69569;12170;1376783-47058;50175483;1653628-1376783;48.73013779913438, 2.303570376333024;48.7302099086661, 2.3035966077414884
;;70095;70095;53089;53089-70095;12114;1376738-53089;50183922;1635333-1376738;48.78559386716669, 2.2728590908171733;48.78560294338123, 2.272872575217759
;;69937;69937;53087;53087-69937;12110;1392271-53087;50175422;1634962-1392271;48.772999556535645, 2.250636423351572;48.77296366800132, 2.250650546273029
;;63392;63392;53084;53084-63392;12095;1392231-53084;50175541;1634865-1392231;48.7499923577106, 2.2754767347047187;48.7499833640329, 2.2754768594997095
;;483631;1376560;483630;1376554-1376560;12090;1376545-1376554;50175445;1653659-1376545;48.746692407314995, 2.2741624473083286;48.74668341361295, 2.2741625723217913
;;70117;1376522;47748;47748-1376522;12086;12086-47748;50183919;1635335-12086;48.78598081560847, 2.2611618544330145;48.78598980898862, 2.2611617270846223
;;69597;69597;47057;47057-69597;12073;1376507-47057;50175334;1635039-1376507;48.73613166453159, 2.3103710120604557;48.73614097254306, 2.310425280912321
;;477962;1285863;477961;1285862-1285863;477960;1285868-1285862;50169438;1315704-1285868;48.55720087186074, 2.6759405203407147;48.557191802592584, 2.6759134741900215
;;477962;1285863;477961;1285862-1285863;477963;1285864-1285862;50169439;1315678-1285864;48.55698450145307, 2.675765694274932;48.55697543214358, 2.6757386482661287
;;485316;1416849;484500;1406002-1416849;484499;1406001-1406002;50179703;1406000-1406001;48.94393904284928, 3.1285038660287796;48.94393904284928, 3.1285038660287796
;;485316;1416849;484500;1406002-1416849;484501;1406007-1406002;50179702;1406006-1406007;48.94380392130855, 3.1287219597268052;48.94380392130855, 3.1287219597268052
;;70515;1098325;43162;1098337-1098325;472479;1080434-1098337;50118846;1638444-1080434;48.81406107109399, 2.244027064494805;48.81406107109399, 2.244027064494805
;;65746;65746;53247;53247-65746;12491;1397126-53247;50095160;1677477-1397126;48.981391943996314, 1.48295266993364;48.98144467780971, 1.4828554817347412
;;416711;1322629;46336;1322628-1322629;413451;584126-1322628;50146369;1588152-584126;48.9467577799415, 2.3429942293133794;48.946811807696086, 2.3430071997687953
;;67062;730196;420247;1285574-730196;32950;32950-1285574;50165813;1313319-32950;49.076615751742644, 1.927083983999215;49.07660676121453, 1.927084169963189
;;71816;71816;45057;45057-71816;26544;1385120-45057;50114319;1586984-1385120;48.8676477766992, 2.3963804961062585;48.867710726693694, 2.396379766668382
;;411388;1106616;411387;1106614-1106616;471055;1074754-1106614;50118215;1638756-1074754;49.2006119182381, 2.8378497227927064;49.2006119182381, 2.8378497227927064
;;66593;1379155;55101;1379156-1379155;14785;1379153-1379156;50165042;1676985-1379153;49.02621139033282, 1.5361685672326315;49.02623220422169, 1.5364004676862815
;;66688;1379119;46987;46987-1379119;14750;1379113-46987;50165068;1676970-1379113;49.032285222160716, 1.5760853333869236;49.03236548611581, 1.576028423065467
;;65903;1373155;57157;1373147-1373155;18411;1373152-1373147;50094928;1677625-1373152;48.990617995728265, 1.7323498485267848;48.99060900478893, 1.7323500678768937
;;65903;1373155;57157;1373147-1373155;18410;1373156-1373147;50094927;1677626-1373156;48.990636988028875, 1.7324450455425136;48.990655258585456, 1.7324719313753216
;;65847;871762;54497;54497-871762;14448;1287184-54497;50166431;1314865-1287184;48.98916204317639, 2.3054146808035907;48.98916204317639, 2.3054146808035907
;;69951;69951;58475;58475-69951;27963;1365084-58475;50144719;1575872-1365084;48.774856064456124, 2.347866450406155;48.77484714517793, 2.3478801698262437
;;71706;1363396;47248;1363397-1363396;24030;24030-1363397;50122611;1586413-24030;48.853357690712926, 2.438984800591375;48.85335794628011, 2.439039311238299
;;69988;69988;51631;51631-69988;36634;1361261-51631;50146112;1588387-1361261;48.7774299940784, 2.3614837438396146;48.77742114598067, 2.361511069339173
;;69988;69988;51631;51631-69988;27964;825239-51631;50144720;1584427-825239;48.77711201843987, 2.3608888585927805;48.77712072080015, 2.3608343178473783
;;71744;71744;45647;45647-71744;26320;1351820-45647;50121693;1582750-1351820;48.85776195466705, 2.399548046456217;48.857762023052324, 2.399561675219773
;;71850;71850;45628;45628-71850;26559;1351808-45628;50114321;1586982-1351808;48.871897918507216, 2.392091300129088;48.87186201646708, 2.3921053523888616
;;66159;66159;43619;43619-66159;13883;1350729-43619;50095012;1677592-1350729;48.99954564722061, 1.8871260366767453;48.99958135827977, 1.8870979362616247
;;66161;1349376;52309;1349377-1349376;10365;1286818-1349377;50166317;1314750-1286818;49.0005834208545, 2.348901090442348;49.000592264270196, 2.34887364543393
;;66670;1349299;53285;1349298-1349299;12586;1300307-1349298;50095320;1677347-1300307;49.03505134027983, 1.5879502674629555;49.03500558492564, 1.5878831226962375
;;74008;74008;58813;1716297-74008;35928;1348887-1716297;50146163;1588341-1348887;48.7399311690365, 2.359494423743147;48.739948791917755, 2.3594262133185553
;;73613;73613;51611;1717572-73613;23443;1348378-1717572;50143951;1580490-1348378;48.84996213743067, 2.2212384840816695;48.85000710155653, 2.221237812109766
;;71492;1347796;470553;1072353-1347796;25943;1347797-1072353;50121742;1582708-1347797;48.88970455276777, 2.339445456844565;48.88971362062054, 2.3394589798057988
;;65614;1347643;47495;47495-1347643;14272;1333306-47495;50166177;1314616-1333306;48.97821513494243, 2.3048915697235297;48.97821513494243, 2.3048915697235297
;;464029;1346904;464028;1346903-1346904;464027;1346900-1346903;50147147;1587733-1346900;48.82983048966037, 2.3100033821157173;48.829867012050805, 2.3100982554082785
;;71593;1339061;45235;1339062-1339061;25339;1339055-1339062;50121912;1582568-1339055;48.835046741985664, 2.3929161603895808;48.8350647973618, 2.3929295737344334
;;71213;1338521;45140;1338522-1338521;37379;1219961-1338522;50121760;1582692-1219961;48.853915230295655, 2.311510693692434;48.853933372895796, 2.311537711318596
;;71258;1338282;482798;1338277-1338282;22638;1338274-1338277;50121514;1582891-1338274;48.85901490621844, 2.3289851015135814;48.859032815524714, 2.3289712408744623
