zdc_a,zdb_b,duree_mediane_secondes,nb_observations
63878,425945,501,2
70347,70365,445,12
72212,483407,281,2
73508,412734,430,8
68433,68435,488,2
61545,482755,159,2
60590,74066,273,8
416499,416528,450,4
60972,60996,397,4
66392,66428,475,4
70168,478864,385,2
68701,73378,496,6
66292,66333,458,6
71384,71409,456,12
68206,68212,458,16
72414,492324,394,4
63531,63558,441,8
73432,485922,485,8
73238,73242,436,4
67807,67823,418,12
59555,485906,476,4
70554,486688,403,4
71897,71917,472,4
71233,73644,490,6
71626,71638,491,4
70607,70650,455,6
70870,70873,409,4
66843,66849,439,8
70300,70312,458,6
73168,495453,451,2
66600,66642,502,2
64914,64915,438,10
60689,60698,467,8
71209,412659,466,12
66221,66273,466,12
65147,65154,380,4
60479,487154,464,2
71780,73855,467,4
70677,71561,416,16
60900,60909,416,12
71296,462072,408,8
60249,60265,462,6
65589,417697,496,4
70100,70114,462,16
69872,482856,475,12
64328,64347,443,4
59517,59530,477,8
71458,71497,477,4
61906,61918,478,4
71372,71392,435,4
69285,74097,451,8
70448,479898,383,4
69607,69622,451,4
479936,480754,482,2
72146,74028,432,4
67842,67877,461,12
65189,65195,347,8
68562,68567,296,2
60823,60837,465,2
64508,64515,433,4
69961,69964,444,8
65942,65960,389,14
60910,60921,482,4
71840,463767,433,10
63144,421800,360,8
72020,73798,495,2
66962,66978,440,12
70626,70629,394,24
71355,73689,392,10
487087,488494,361,4
67546,67550,363,4
62652,62670,391,8
64528,64566,500,6
70466,426182,464,4
64140,64153,359,4
64959,483241,430,6
65497,65523,401,8
63507,63547,438,2
72300,72312,448,8
72112,484414,472,6
65715,65757,493,4
67889,67892,424,8
68357,68387,475,4
69725,69732,335,2
64502,64530,461,8
73152,73157,474,8
66029,66078,454,8
60934,74051,446,6
72089,480726,364,20
62193,62195,426,8
72017,72033,379,8
70373,482776,480,6
65896,65945,450,2
65359,65388,495,6
66778,490532,411,4
67418,67438,480,4
64915,64943,447,4
66431,66448,402,4
68702,68714,433,8
65119,492079,415,2
72527,72540,462,8
72514,73992,340,12
62549,62551,461,2
65031,73983,485,2
69855,69891,460,8
70429,70481,423,4
73475,73477,460,2
69102,69106,460,8
68719,495659,308,4
66129,427474,492,4
68696,73385,431,4
73329,73338,460,16
69490,73718,480,10
65195,65213,335,8
63153,419905,409,4
71315,71325,469,4
63002,67506,371,2
64695,64698,420,8
65453,462755,404,8
60358,60370,487,2
65548,65591,374,8
63011,63032,489,2
61416,482872,322,4
71572,480705,346,40
417906,482086,395,4
72627,72637,367,20
60924,60954,400,4
70809,412567,443,8
72630,72633,449,4
73110,73111,437,12
65969,66030,475,8
71270,73642,447,6
71989,424920,488,12
71064,71086,331,3
62864,62917,450,8
72148,73937,477,4
60978,61024,446,8
63037,424720,322,8
60740,74142,352,8
60248,473063,326,4
65089,65137,397,8
69462,70059,403,8
73078,73079,294,12
71302,71307,410,14
65838,462042,332,8
72985,72995,413,2
64556,474307,453,4
59679,59680,472,8
71405,71423,404,16
70601,70642,493,8
64874,64891,345,8
71073,71086,487,6
66774,66791,456,6
63398,462315,493,4
69838,69883,456,2
66039,491911,312,4
70906,482831,336,8
70058,70063,462,6
70544,70566,384,4
59863,59868,425,8
68151,74045,490,2
65854,65898,416,8
68578,68589,462,4
60729,60738,456,8
60612,60618,402,8
61425,482872,308,4
62902,62936,391,8
72363,72367,451,12
70674,70675,381,8
72593,72615,487,4
65307,486943,440,2
66696,494969,427,4
60530,60535,472,2
65169,65199,471,8
65500,65525,335,8
70752,70755,430,4
70820,70831,495,4
71922,74004,456,2
71673,481056,435,8
72762,427777,440,4
69516,69517,402,24
66854,66872,399,8
68574,73308,484,2
66133,66165,430,8
71056,71074,498,2
65849,482702,422,8
70940,70943,497,2
73027,73038,470,4
70403,70440,470,12
66227,66266,429,8
66053,420959,324,8
72597,72609,329,4
68896,487100,463,4
65398,65420,461,4
72709,72715,374,4
69491,73719,470,2
72012,72018,389,4
420144,420177,500,2
61970,61973,440,6
61867,427295,457,4
70592,70606,450,4
68925,68939,501,2
68187,68208,391,8
427089,491564,384,6
70422,70435,419,14
60709,60738,380,8
70310,70342,454,20
66375,66390,366,4
71787,71792,488,2
71274,478842,480,8
65162,479899,483,8
72140,72147,470,10
65512,65593,408,4
70631,414770,487,2
71548,479933,480,4
72260,72269,484,2
68397,68398,472,4
73512,73518,338,2
463843,491482,365,16
67833,67840,495,6
62062,62068,363,4
71815,71834,450,14
71694,481056,395,16
68230,68251,405,8
63319,63334,497,2
69916,69948,464,8
64113,64123,413,4
71222,482840,386,4
73496,73503,440,8
71801,412724,488,2
65053,65079,372,2
61856,61869,462,2
65403,65425,381,2
59819,480828,486,4
71346,73643,449,8
71714,71720,371,2
60392,60425,489,8
60942,60956,355,8
66254,66340,499,2
72401,483233,337,16
62671,73767,472,4
73705,426579,450,8
66419,422756,472,4
72666,72671,467,6
70673,70998,454,4
65913,73809,407,4
62487,420235,399,6
71110,482787,424,6
477561,483417,492,4
68194,68225,326,8
72458,74033,470,2
63926,63947,479,2
69605,495701,443,4
72398,72405,410,4
59573,426557,359,2
72502,74367,392,4
69871,69895,423,8
73470,73474,457,6
70046,70057,373,16
60234,422633,300,4
71130,463756,399,4
73801,415670,378,8
71369,71373,337,4
65199,491452,445,8
462653,485908,367,8
70169,70173,465,6
63798,63800,443,8
72731,72739,361,8
63975,63976,458,8
71557,479958,400,16
62666,62722,455,10
70141,70145,320,4
61454,61461,485,10
72541,72544,492,2
73125,73139,470,6
70846,73881,1430,4
62638,62648,400,8
72675,72683,483,4
64935,64969,435,8
68712,68720,327,8
67916,67920,446,4
64483,64490,440,8
72516,72520,441,16
65294,65310,411,8
59885,495059,386,2
69099,69113,400,6
70355,478671,389,4
73770,73771,380,8
68526,483590,482,4
70242,70252,436,8
60698,60731,417,12
65792,65858,359,4
70445,70517,472,6
69944,69958,387,8
73718,73719,479,4
60307,487096,427,8
68929,68946,453,8
68968,73541,422,8
64317,64328,422,8
72533,72537,460,8
71996,71999,478,4
69540,70680,460,4
60301,485910,349,8
69982,420186,462,14
63636,419305,416,8
74198,485843,277,4
70727,473293,452,8
69566,73896,439,4
71301,482825,411,24
73501,73515,424,8
63914,478350,442,8
71501,71510,472,10
72931,72937,492,2
72606,72624,467,4
69759,69813,1020,4
70059,479935,456,4
67060,482331,399,8
65075,65101,420,8
70846,71349,449,10
60238,60269,492,4
70459,70467,424,4
70432,70486,461,16
63853,73735,452,10
65297,65320,442,6
65120,65132,434,6
73103,73104,477,4
73902,479925,431,6
66250,423648,422,10
69766,415528,438,10
71922,427089,315,4
72013,482790,414,18
72189,482854,478,4
66663,74375,487,2
64933,64975,486,4
60672,483624,386,8
66272,66273,263,8
71125,71144,445,14
71584,71586,445,8
59538,59546,402,8
63701,495733,344,6
479911,492836,459,4
68845,68850,320,4
64793,491445,318,2
63120,485812,425,6
72271,480604,402,8
59576,461843,474,8
63940,63964,471,14
64163,64173,417,8
64797,488071,408,4
62043,62053,344,4
64742,420134,381,2
72187,72206,445,20
70003,415678,467,8
70554,70575,408,10
70999,492983,267,24
71953,491693,417,10
62773,62788,415,4
71139,73641,435,8
70694,420664,480,2
69441,73952,454,8
60641,60725,335,16
68335,68339,447,6
63940,73721,470,8
62413,62422,475,4
69616,69627,407,8
63215,63224,369,8
426758,426762,421,8
70928,483400,451,8
69020,69028,399,2
65667,481036,275,4
71241,71255,338,4
72564,72572,435,16
69639,69653,448,12
72568,72582,470,4
66281,495734,481,4
70856,70863,395,8
417630,463754,416,8
63210,478358,369,8
68813,425008,363,4
62613,424596,392,4
71678,71696,418,8
65523,65592,409,8
66050,66113,418,2
72479,424956,274,4
59581,461843,461,8
71707,415674,449,16
71202,71221,492,2
63542,63562,446,2
64995,65010,380,8
70566,70597,364,4
66321,66347,480,4
63282,63296,398,8
67771,67775,447,4
491441,491442,417,2
72896,495456,416,4
416091,480353,412,8
64107,64121,326,8
72276,479904,450,2
69200,69204,463,8
71801,71803,494,2
69751,69772,465,6
72593,72621,356,4
71228,73620,498,2
60282,60303,448,6
71943,71970,438,2
70888,70899,336,14
73365,477288,437,16
66097,425947,422,4
70808,478953,461,2
59604,59610,450,8
72489,425794,362,8
69944,412732,364,8
71722,71728,429,32
73620,74042,482,4
72739,72747,464,4
69325,69331,460,2
66810,66838,393,8
70061,73960,435,8
60835,60845,481,4
73076,73086,374,6
68982,485471,363,2
72240,72249,441,10
61821,491299,497,2
64625,64636,380,8
72770,473790,454,8
492305,496892,369,4
64115,64132,307,2
61009,61032,422,4
69468,425791,458,2
68498,68524,495,2
70689,70691,472,2
65035,65080,486,4
62710,62742,383,8
66853,66874,494,2
63577,63803,298,8
71879,71896,492,2
69584,69589,474,8
63585,424824,457,4
70228,70240,445,2
71475,73662,448,10
70426,73700,338,16
63539,63571,491,2
70592,70610,390,16
73504,74010,343,20
69679,69702,451,4
423119,482705,392,8
62050,481667,343,8
66496,66513,443,8
66377,66404,461,4
70516,70558,428,6
71736,71745,366,4
72367,72375,435,2
67941,67965,489,4
424919,495861,470,2
68491,493516,391,8
65929,65938,497,2
60563,412655,365,8
70591,70597,385,2
69539,70686,501,2
68397,419945,402,8
66545,66559,385,14
70477,70492,286,4
69942,69961,388,2
67739,67745,346,8
426353,485838,343,2
68181,424837,384,16
72796,73923,462,12
72934,72941,424,8
73290,73295,472,4
63957,63972,392,8
70863,74006,436,4
72128,495474,251,12
64086,64095,463,4
68055,68057,407,4
63265,63283,489,4
64537,64561,441,2
64979,415637,469,8
69927,424830,431,4
71139,73675,471,10
64953,65036,413,8
70037,70050,414,8
72116,420151,467,8
69671,69687,392,4
70691,70695,374,2
68739,68749,373,4
65996,66034,440,6
61435,61453,449,2
67987,68000,457,4
63388,483631,404,8
71675,71690,327,8
72070,482730,322,8
66274,66277,408,8
62534,62539,395,2
65432,425775,376,4
65271,72392,474,2
71533,72073,432,8
71037,71057,434,16
66082,66121,437,12
72473,74037,434,8
66149,66177,400,4
65744,65778,361,8
491317,491318,389,2
63949,63974,485,4
63320,69617,495,2
72688,72700,453,6
65827,65851,401,8
71972,482877,332,16
70801,71288,422,4
70799,70802,430,2
422319,422345,396,2
71451,71456,406,6
485784,485785,385,8
60722,490562,453,4
68510,68519,433,10
72292,72308,499,4
70609,421277,493,2
61859,61872,270,4
74183,485783,452,2
70830,70832,452,8
63206,63218,357,4
71474,74186,449,20
70276,70287,440,4
72570,72585,387,2
71222,71234,463,8
61982,61987,312,8
64131,64137,356,4
72054,72070,399,8
71269,73642,421,14
71111,415679,470,10
66633,66646,403,6
65715,65763,407,6
70254,70287,432,2
73504,73525,486,4
62007,425773,500,2
69747,420255,395,4
71492,474351,496,6
67458,67461,401,8
70665,70980,484,2
68559,68574,436,6
70868,70881,480,6
60816,73738,435,4
60885,60898,421,4
66650,488494,472,4
66588,66602,426,6
73620,480747,453,8
70663,70675,372,14
70418,70439,337,8
63768,63793,445,6
71748,71759,395,4
73919,462500,485,12
70269,420299,478,12
70929,70932,466,4
73261,73262,473,8
71242,71254,440,10
69761,69769,480,4
71700,415745,443,26
64246,64254,496,2
65394,65451,450,12
59993,60000,382,4
72420,72438,492,4
71304,71314,392,2
71355,73688,481,6
62754,480984,399,8
63997,64000,460,8
69445,415789,402,8
70257,480557,425,8
70564,70580,437,4
66278,66319,484,6
73053,73061,391,8
72425,72441,435,12
67450,486070,474,2
71055,479853,371,6
72603,72607,377,8
72732,72743,380,26
69278,69281,421,2
64135,64155,436,8
415744,415852,380,12
70244,70311,429,20
71334,71346,411,26
63323,485712,455,8
74043,74044,475,8
64745,64880,442,6
71781,71801,449,6
72613,72624,310,2
415684,482706,460,8
60984,60992,317,2
70612,473389,347,20
71684,71698,427,8
66550,66588,452,4
64784,64807,444,8
71899,71920,435,30
69427,69432,368,8
62028,62033,302,8
73623,427076,476,8
70381,70411,398,8
72663,72673,420,8
66562,66592,466,8
60968,74049,492,4
66276,66289,357,8
65512,65519,424,14
71238,71254,351,6
62039,62050,457,4
72683,72697,447,4
71216,71221,474,2
68413,68420,316,4
66480,66492,457,6
65184,65188,466,8
70123,70158,400,12
69416,69429,466,4
72879,72883,449,8
65035,65056,474,6
61843,61860,490,4
65158,65188,468,6
480998,481094,424,8
72749,72763,470,4
66709,483478,309,12
62702,62745,466,2
62960,63005,391,16
72297,74057,425,2
70507,70524,428,10
71404,425779,444,6
66170,66230,383,12
62782,483402,261,2
63886,63927,488,2
62944,62989,501,2
61611,480961,486,8
62738,62795,370,2
62994,485867,365,8
69888,69897,467,2
69218,69223,345,8
66082,66116,470,8
62849,62895,453,2
70931,70937,444,6
65116,478906,481,4
65253,65328,456,4
64042,64055,490,2
62654,62682,455,8
68414,68429,364,8
70211,70248,450,8
70281,70330,335,4
65980,424901,440,8
72005,72037,459,8
68078,74016,487,8
61539,61547,412,12
66351,66374,335,2
70260,70276,294,4
63264,73896,371,6
65415,73604,428,4
70092,70128,472,12
59663,497006,454,2
73347,73358,464,6
69515,69518,453,4
66748,66796,284,4
71784,71798,446,2
423055,479909,443,4
62068,62076,392,4
69685,74103,437,6
70354,70389,466,4
65540,65558,485,4
64616,64629,419,8
72976,72982,490,4
69482,69484,382,4
72869,72871,425,4
63521,63553,386,12
63822,74089,445,8
70378,70422,456,4
72743,72751,440,8
71873,71888,470,10
62301,62312,462,4
69826,69832,377,10
69058,478928,362,2
69699,69716,444,4
62284,62291,432,8
60148,60158,302,2
60084,422765,456,12
61881,61890,456,4
72897,72901,394,14
72504,72520,475,8
71802,71805,256,8
70093,70138,482,8
72442,72445,438,4
71298,478842,538,2
71882,71884,274,8
63151,63186,468,6
71963,71989,498,4
70668,70674,374,4
70648,70655,478,2
74054,464034,357,4
61505,61517,428,8
70086,70091,437,8
71440,71455,325,4
66501,413243,484,2
68228,68233,484,8
71136,71166,475,12
412687,415729,468,6
65144,65163,462,8
67999,68016,490,2
66582,66598,479,4
65636,65693,469,4
71977,71984,453,8
72373,72377,365,8
71732,71754,441,2
73507,73518,478,4
73612,427192,379,8
62861,62872,432,4
66423,66438,441,8
59878,495059,441,2
71656,71667,327,4
71197,71209,382,12
62895,62915,442,4
68533,68534,394,4
65416,65445,489,4
69132,69137,389,4
419842,426161,351,2
70624,70660,879,2
70140,70143,423,4
71292,71304,369,4
69664,69679,434,6
59576,59581,467,8
478478,479066,445,8
63476,63493,384,4
69468,420463,480,12
70260,70297,425,2
70020,415678,445,12
65251,72399,385,8
63026,63045,341,8
71546,73614,465,4
62358,463738,484,8
62895,62953,437,6
70391,70432,458,4
67230,67233,448,8
70504,70519,492,4
70597,420033,372,6
71448,71460,284,4
73398,73408,477,2
70668,70675,459,4
64309,64322,485,2
65222,65268,425,8
73206,73215,455,8
67521,67524,477,2
61931,61950,380,8
71287,482794,433,4
62013,62025,447,8
72563,72582,451,8
70716,70720,481,4
62102,62112,437,2
72735,72756,452,6
68629,68633,471,2
70621,70657,457,26
69556,74105,495,2
71078,71101,449,4
60609,496914,348,8
69586,69607,492,4
68927,68943,471,4
66027,66044,492,10
71169,73658,488,2
70086,70116,424,8
60641,73805,455,6
61416,61425,416,8
63813,63815,391,8
69070,69077,428,2
72656,73698,420,8
65016,415637,500,2
65598,479955,331,8
61007,485920,356,4
62409,62418,379,8
69647,69664,469,6
71293,71296,452,6
72481,72482,301,4
69974,69979,482,4
70894,70904,404,8
72917,72924,437,6
71239,71248,336,2
69839,425730,476,2
66526,419673,332,2
70808,70811,338,10
60742,74145,337,2
64160,482602,445,8
71251,73797,427,8
71709,71721,429,10
66903,66935,467,2
71484,482782,390,8
65477,65499,459,8
65864,65989,451,4
63858,69480,385,14
71387,71872,443,2
70879,70883,419,2
72052,72078,482,6
68360,68375,468,4
72387,72396,497,2
73493,426665,432,4
64187,425951,266,4
62418,62431,424,4
71158,71199,493,2
71523,482775,348,8
71326,71335,448,10
64138,64141,284,4
65682,491482,252,8
62860,62885,501,2
60728,60753,473,4
70271,70295,466,10
70207,493243,465,2
64928,421007,374,4
72244,426541,374,20
64868,493250,381,8
64587,64602,431,4
70033,70071,442,16
62808,62832,481,4
64337,64349,408,8
70133,480877,393,6
73531,424029,366,14
72348,73874,413,4
71453,73664,455,4
59603,59606,396,4
66419,496892,363,4
72397,73922,426,8
71872,71893,424,16
72995,72997,363,2
64013,64017,436,12
72016,482837,499,2
70961,70963,399,8
73159,73165,447,4
70227,70250,309,2
64543,64564,426,8
71467,71505,500,2
68484,461880,445,8
73338,483444,441,2
72204,479900,452,8
67750,67755,429,4
62524,62525,392,8
64545,64555,372,4
65651,65658,410,8
72559,72574,446,8
73798,420584,459,6
71239,74042,471,6
71730,71742,435,2
70964,424844,458,8
68120,482351,353,8
63337,63338,350,4
70503,70542,458,20
71764,73855,470,4
71139,463855,445,14
73029,73035,490,6
63012,63041,406,8
73219,73224,467,6
72289,72313,401,8
72577,72593,491,2
70901,70907,485,2
66548,483553,330,10
73050,73059,406,4
71307,71317,492,2
70106,70150,445,2
60719,60745,330,2
70575,486688,471,2
74002,474405,485,4
66078,66122,401,8
63775,69473,475,8
60815,60839,439,4
70848,70858,410,2
63131,480710,329,6
71622,71635,452,14
60639,60668,441,4
70072,420314,501,2
67625,67628,484,16
64601,64603,468,4
63368,415616,469,4
63148,63157,485,2
70904,71471,408,4
73575,73578,419,8
64720,64726,314,8
70091,480877,390,6
71235,71250,437,4
70405,426136,475,2
70864,71400,430,2
60632,482703,473,8
66488,66508,437,2
66175,425731,295,16
419656,484393,370,2
70401,70413,483,6
67953,67965,382,4
71405,71453,497,4
69678,69680,409,8
71363,71375,452,6
73844,479968,511,4
60564,60601,432,4
67872,487151,277,8
71237,71263,480,2
70978,73766,459,2
65537,425797,336,8
60476,60478,377,8
479850,491793,461,4
71767,412678,461,6
61680,61682,424,8
425793,463658,449,4
65225,65249,332,2
71207,71213,427,8
63065,63103,498,2
69516,73720,447,8
73189,73746,487,4
69979,70015,443,4
64124,64146,464,6
71486,482350,391,4
63901,63904,276,8
65610,65637,375,8
71888,71916,410,6
64245,64250,421,12
60323,60340,415,8
67483,67485,426,4
72052,482830,333,8
60259,60277,390,8
63894,63935,396,4
69508,69509,325,2
63833,63852,374,8
68194,424837,396,8
71449,71475,447,8
66085,66120,408,8
67464,67475,471,2
71669,71696,441,2
71557,479959,377,16
66295,66340,442,4
72738,72742,475,4
61371,61376,484,4
72646,72656,468,18
71502,71520,432,12
71633,73847,461,4
67085,481649,300,8
483242,492836,462,4
73733,73935,489,2
60701,60713,454,2
71456,474351,358,16
70272,70317,357,8
65426,65446,430,4
68117,74045,375,8
71459,71484,385,4
60731,492180,378,12
60986,485920,497,4
72694,72702,466,14
64996,65017,328,2
73525,73527,376,12
68368,68372,485,4
73263,73272,477,4
72150,73864,414,8
70910,70925,477,8
63414,63429,459,6
69542,70687,476,10
70703,71097,417,8
73526,73529,419,4
62405,62408,410,10
70725,73750,451,10
70056,70078,329,4
60258,60264,373,8
72318,485872,417,4
71720,71732,403,4
61431,61454,432,6
69589,69597,363,14
65013,65057,393,6
71560,71563,363,4
68723,68724,435,2
69282,485819,438,2
69977,69995,387,8
72935,72936,501,2
62093,477962,448,8
73101,73104,387,8
65509,65528,473,6
425877,425941,264,4
70504,482493,380,12
62741,62806,380,8
68233,74247,469,8
61943,473123,368,4
63490,63511,453,8
70597,70608,438,4
71045,482824,464,4
63729,462500,366,4
68250,68263,402,4
71984,71988,449,4
71128,71137,478,2
62863,62905,354,4
63685,427329,394,6
71350,415726,453,10
61929,61951,440,8
70094,70122,474,2
66299,66352,408,4
68894,68915,363,2
70494,70535,467,8
61216,480407,335,12
62991,63020,488,8
65666,73708,399,10
66267,66323,470,2
62399,62419,424,4
67798,67799,355,8
72644,73993,471,8
415738,473100,460,4
72051,73863,423,4
63903,63919,437,8
66907,490530,472,8
68430,68457,475,12
64935,481026,328,4
64646,64656,485,4
62969,63009,452,2
69961,69966,408,4
70266,73005,357,4
61541,61543,495,2
70141,70161,436,8
69808,69827,471,4
67699,491773,495,8
64017,64034,470,4
70776,70790,439,16
71866,71882,392,8
71320,71326,415,14
63953,477549,443,14
67833,67844,438,4
64666,64676,400,8
69261,69264,411,8
65454,417712,437,8
70916,70922,289,2
63050,63053,336,6
60215,422597,455,2
66840,66844,437,8
70503,70519,442,4
65708,480007,434,4
69511,69513,337,2
419411,488504,477,2
67675,67676,401,8
66249,66316,438,2
71174,71177,440,2
71904,491566,494,2
69567,478499,439,4
71375,71393,411,2
66882,424508,438,2
72337,72350,452,6
71029,464000,492,2
70920,483400,454,4
63539,63547,454,2
63211,63244,479,8
61183,61185,473,4
73444,73454,486,2
71382,73617,480,4
64203,427235,498,2
70727,70731,448,8
72325,478942,483,2
68519,68538,412,8
60541,60551,340,8
60392,420828,410,24
71145,71151,445,8
71610,71611,500,4
71298,415652,319,10
64301,473151,366,6
66010,491910,373,4
62861,62896,393,4
68051,463436,429,8
72269,72280,406,8
63491,63512,487,4
71718,491567,448,10
65726,65819,456,8
69765,73769,432,2
64805,64825,477,6
67516,462640,486,2
73461,73466,434,12
421404,482603,360,12
63726,63778,353,8
60526,60538,284,4
61505,61508,416,8
71459,73848,425,8
71327,71339,491,6
491419,491420,364,4
424721,493489,397,16
71707,71718,461,6
61528,492096,483,2
66683,66704,467,8
73264,479946,251,8
417529,478242,455,8
413442,425790,454,14
60984,61009,427,4
62060,62069,464,2
71721,415745,382,12
69774,426139,341,12
69968,69977,469,6
71165,482797,440,4
72164,72177,479,4
63320,416600,346,10
61431,61442,401,2
62917,62971,501,2
68087,68100,463,6
61081,61082,341,4
64810,64823,409,2
72982,419138,493,6
66793,66817,403,8
71654,463520,487,8
71113,71125,468,4
70339,480546,438,6
70770,70782,424,4
72347,72360,413,4
61915,481657,395,2
62034,62035,361,4
64227,64231,447,2
62919,62945,410,8
65421,478347,477,4
64897,64913,441,14
64631,64644,308,8
69026,69034,412,2
71339,71379,432,14
62691,62723,361,4
68832,68850,439,4
69503,73719,481,14
64746,64761,491,4
62861,62888,387,2
71359,474149,453,8
66095,73810,431,8
72542,480351,410,2
70374,426137,395,4
67806,67810,325,8
73839,425791,351,8
66304,66309,406,8
71939,71951,475,8
72169,72184,444,8
67947,67965,493,4
64565,73715,423,8
67454,72800,442,8
68338,68365,412,8
65910,486362,420,2
411650,463843,484,8
63210,483404,387,4
73935,490703,416,6
63265,63294,465,6
65894,65957,450,8
73469,73470,384,6
64306,64315,406,12
70911,70918,389,6
419687,422285,377,8
72558,72566,399,12
72711,72718,487,4
70788,70795,454,8
73551,73559,418,12
61020,491449,365,8
73402,73407,420,8
70891,71422,484,4
63419,482363,474,4
66803,493501,365,20
63706,63741,495,2
427097,495057,462,4
73923,492324,400,8
71326,73635,468,6
67259,74075,448,8
65318,65372,492,2
72361,72366,443,8
70121,70156,456,2
64114,64140,469,4
66636,66643,377,4
63537,63574,483,2
60186,60230,484,2
65550,65586,316,18
62746,484378,430,8
66993,74260,400,2
73068,73073,430,8
71075,71089,412,12
60320,73684,448,8
63090,63114,354,8
62071,62082,417,8
411603,426767,435,4
68048,68057,421,2
72236,72246,468,2
72048,72071,426,6
63784,63790,468,2
63893,424821,348,8
59662,412708,481,2
424167,424296,372,8
71130,71161,461,18
71830,71837,461,12
69626,69634,449,8
61409,61410,482,12
71867,71869,372,6
68368,419945,430,4
68895,68898,486,4
71261,71269,474,2
63964,63968,484,4
71703,71710,495,4
60866,486996,445,16
70831,70837,422,12
73031,73040,401,8
68371,424727,465,6
61783,61787,390,4
70459,70480,318,2
64580,474307,469,2
69511,73720,353,6
70631,70654,346,8
71176,480747,480,4
65451,65505,390,14
71531,71551,431,8
60241,74160,237,4
64162,64174,484,2
73115,73128,461,4
71037,464022,473,4
73041,485806,345,8
71383,71402,419,6
62573,492887,461,4
63732,63754,408,8
61029,61041,408,4
71493,71521,486,8
67413,67422,354,2
68070,73116,448,8
66821,66850,459,8
71270,479997,362,16
70924,70930,473,2
74054,482821,444,4
63886,74117,454,12
70295,70334,343,8
67330,416377,427,4
71496,71513,334,4
70569,70573,353,8
72672,72681,418,14
64772,64778,497,2
70922,70933,448,6
73559,424023,465,10
69791,69818,461,4
64578,64583,416,8
66173,66216,334,8
71247,71258,383,2
485785,485786,400,8
72373,482839,256,4
65593,65632,492,2
72951,72953,474,2
63388,63402,450,8
59588,59590,401,8
71793,71802,416,8
71659,71671,324,8
68548,68571,442,2
70494,70566,499,2
72742,72749,324,8
73584,73586,448,4
68900,478001,449,2
74194,74196,500,2
72771,72779,385,4
63396,63404,432,12
72361,74368,407,16
63366,63374,446,4
71203,71215,441,32
72919,72921,467,4
72388,426600,349,4
72390,72398,460,4
70085,412569,444,4
66470,66475,418,8
69632,69643,374,8
69099,73724,399,4
70015,412688,448,4
72500,72501,481,8
63528,63541,409,8
70828,70836,342,6
68016,68026,318,4
71655,71673,463,10
70549,70565,482,8
73066,482777,264,2
66288,66320,422,8
70396,70433,489,6
61545,61555,435,4
71060,71075,499,2
72734,72746,479,4
69965,70010,494,2
60224,60251,492,2
60751,60772,475,8
70123,426107,439,4
482790,482791,422,2
71441,71454,317,6
62074,62081,427,2
70443,70485,447,4
482729,482754,466,6
70397,70421,449,4
73382,73384,312,8
70148,70168,331,2
63667,63688,483,6
60493,483783,334,16
66243,66294,473,4
71742,71765,450,4
60290,422648,1113,4
67512,67516,431,2
71123,71124,493,4
64931,64970,360,8
60251,60256,411,8
62705,62749,472,6
63207,480004,352,4
60790,60800,460,4
63862,417424,483,4
70578,424422,432,12
70227,70266,452,4
61911,477958,380,4
72169,72185,463,8
70913,483236,329,4
63884,73859,433,6
70627,70661,395,8
70401,70406,328,8
60164,422726,492,2
60502,60519,391,8
71032,74054,443,8
62082,62091,435,4
70122,70151,484,2
70916,73712,450,4
71017,71023,416,4
69778,69793,479,2
488642,491390,389,2
64558,64576,480,6
70502,479954,413,6
60266,60268,410,8
70270,70274,422,4
68968,68981,498,4
63741,482366,277,8
66092,66157,497,2
69795,69820,453,2
68512,68535,488,6
63901,63932,475,4
65446,65464,368,4
419810,419816,410,4
69656,69669,349,16
66567,66609,473,4
68671,495653,403,8
66041,73775,431,8
65785,74092,471,6
490755,490756,384,4
70176,485338,387,4
62872,62896,445,6
65363,65395,465,8
70817,412567,452,8
73511,73526,481,4
70151,415687,460,6
65728,424020,394,8
72653,72661,353,20
64864,64892,465,8
70586,70603,500,2
72677,72680,413,4
61901,481656,500,2
63300,63321,499,2
59563,59578,382,4
70030,412569,353,12
62519,62525,319,8
71446,74186,472,6
64038,64048,327,4
65071,65088,284,8
67524,462640,395,8
62241,62251,383,2
70388,415675,468,4
68547,68567,449,2
71206,481100,356,10
60977,61001,399,4
63638,63647,418,8
68545,462719,339,2
72740,72753,458,4
65806,65894,465,4
69821,69875,449,4
71853,463767,438,10
69670,69689,433,4
60831,74376,494,4
64002,64009,457,10
72774,72778,384,12
63917,63926,400,8
70575,70657,476,4
62257,62268,483,4
72910,72914,404,8
70302,70337,474,6
59654,59656,501,2
66592,66605,451,8
71793,71805,478,4
71095,473194,480,4
72353,73874,413,2
64008,415505,356,4
66053,66055,389,8
70566,70570,413,6
63091,63120,469,4
70537,70565,484,4
72069,416091,427,8
65688,415631,430,4
70832,73813,469,10
71432,482803,316,8
73091,73095,466,2
73413,73418,495,2
72939,72952,437,6
63937,480952,466,6
66972,66988,488,4
71910,490779,347,12
68849,68861,382,2
63974,63997,470,4
64050,64068,445,8
68942,485321,461,4
60616,60629,485,2
67406,491770,286,4
61544,61561,500,4
65050,65052,460,8
474216,480607,401,8
69690,69704,359,12
69394,69399,419,4
72721,72746,475,14
71074,71106,485,8
63384,69674,389,8
71051,73891,453,6
73357,477278,472,18
69834,69853,314,4
66162,66206,408,4
66932,66939,491,4
71353,478885,423,6
