zdc_a,zdb_b,duree_mediane_secondes,nb_observations
73036,73046,481,4
71578,71584,322,2
63522,73705,476,8
64167,64176,344,8
73688,420240,416,2
70541,482835,472,4
66493,491912,405,4
73193,73201,372,2
73259,73267,394,4
72396,72404,495,2
59987,59997,324,2
64252,480590,326,2
72394,72395,360,4
64928,488509,324,2
69802,483713,459,8
67828,492872,499,2
71173,71179,470,2
72196,72202,458,2
70188,70205,389,6
62430,62434,334,2
72196,72198,491,2
63936,63949,302,4
62039,62045,345,4
69906,69949,460,2
70772,422067,428,2
64591,64596,414,6
71674,491799,480,2
63888,63904,493,4
61430,61435,284,2
69990,420186,485,2
59598,59599,389,8
60972,485783,246,2
62834,62854,452,4
71061,482788,496,2
65716,65727,449,2
65941,65992,379,4
61510,61528,357,4
60756,483651,409,4
73507,73512,492,2
72294,72297,421,4
478860,482857,485,4
60552,60572,393,4
70744,70751,449,4
73015,73024,469,6
70399,412692,480,2
71725,491694,455,2
64133,64147,491,4
65285,65353,471,4
64516,64537,385,2
66364,66393,399,2
69953,485813,489,2
73036,73043,469,8
66792,66813,431,8
66075,66149,455,4
70190,422972,463,2
66282,66330,433,8
422972,478864,405,2
70571,463652,449,4
71949,426140,451,2
66091,66151,349,4
66644,66663,433,2
66596,491316,468,4
72538,72560,438,6
68272,479829,497,4
70852,70859,440,6
68342,68369,459,4
65922,66004,494,2
71014,71021,436,2
71024,412687,483,2
72457,73910,382,2
71477,71484,356,4
72098,72120,462,4
72609,72613,447,2
71165,71176,466,2
65812,482420,334,4
73449,73460,483,4
64782,64805,445,6
62998,63064,487,2
73550,73560,483,2
71924,491564,281,4
63293,63298,474,6
64753,487072,465,2
70215,70225,465,2
71780,480597,236,6
72621,72626,434,4
73746,73905,431,2
70180,70200,452,4
67803,67807,483,2
420150,479068,481,4
68300,68304,327,2
71585,71593,433,2
73265,73270,464,2
60837,60862,501,2
71050,419793,375,2
60156,60163,384,2
59998,60000,466,4
70876,479122,420,2
491562,491564,330,4
68501,68513,438,4
69748,69769,396,4
68006,68026,468,4
60170,60184,446,2
67773,67785,401,4
72476,425794,422,4
69543,70685,391,2
71216,71218,494,2
64024,73734,482,2
60613,60656,497,4
68857,68868,421,2
65364,65385,227,2
65429,65470,426,6
68968,73535,419,8
70095,420314,343,4
70671,497021,476,2
72561,72579,483,2
66390,492305,288,2
64856,64868,477,4
67086,67090,385,2
68753,68760,371,2
69823,69859,458,4
69949,69982,436,4
63119,63163,474,4
64959,64999,496,2
72579,72587,337,8
70445,70471,455,4
70673,70982,300,4
63282,416584,449,4
63434,462627,472,6
64064,64082,459,4
66010,66031,394,4
64452,477622,407,6
70805,70811,455,2
59587,59592,317,8
64322,64337,497,2
70545,70556,351,2
69541,70683,440,4
70500,486729,317,4
63745,495867,303,4
71048,73891,501,2
60620,60654,444,4
64814,491442,429,4
69743,486727,473,4
64613,64624,374,8
71810,71819,352,4
68825,68829,343,2
60880,60882,468,6
70593,478866,492,2
61539,479240,475,4
73496,73504,425,2
66028,483415,323,2
65004,65033,416,2
61950,479392,495,6
70029,70066,463,2
73211,73221,307,4
71922,425849,494,2
72289,73823,476,4
65023,65064,461,2
420737,422398,432,4
65621,65632,421,4
422757,496892,477,2
66924,424508,461,2
66737,66772,449,4
70558,70563,484,2
71883,73866,462,8
68883,69088,440,8
62656,62683,411,8
63628,418915,499,2
420664,479927,423,4
65419,65455,443,4
71188,463577,436,4
69278,485820,428,2
64538,487071,445,4
73397,73403,417,2
59957,485434,320,4
72610,479756,492,2
71541,73661,489,2
73046,73051,495,4
71671,415674,453,2
72073,73863,496,2
69672,73897,390,8
65585,425797,466,4
59577,59584,495,2
70767,70769,377,4
60407,60412,294,8
59737,426727,413,2
71318,71334,440,6
71656,71681,461,4
60759,424781,463,6
72666,72679,451,4
61782,61784,299,2
421033,426166,364,4
69848,483316,488,6
71298,73637,376,6
73306,73307,327,8
70701,70705,499,2
67800,483275,404,2
69811,422453,455,4
62998,63049,484,2
71592,491734,463,4
70264,70281,494,2
73489,73501,458,6
69801,69823,428,4
71014,492983,374,4
62604,62659,486,2
63681,74082,441,2
66756,491896,468,4
64456,64475,462,2
73167,73176,490,2
69603,69612,399,6
66768,66805,222,4
71542,73878,426,4
62769,62785,355,2
61042,485918,473,4
69817,425730,476,2
69922,412732,422,4
421002,421011,372,4
65311,65332,396,2
73258,73267,385,2
65436,65463,314,2
70881,70887,382,6
423038,488480,432,8
64132,64141,316,2
71076,71085,494,2
71380,71399,357,8
60316,422636,468,4
64077,64098,461,8
60962,60976,438,4
64680,64687,405,4
69466,69468,473,2
70493,486729,475,2
69502,69509,484,4
60674,73629,403,2
73796,415749,479,4
62749,62773,474,4
71748,71767,436,4
74111,422633,322,2
60864,415426,389,4
68387,462604,498,2
66590,66592,502,2
70645,71001,492,2
72705,72707,337,8
73800,424920,415,2
70383,70413,478,2
71068,71095,480,2
65216,65221,418,2
71922,71924,489,2
69506,69517,444,2
70633,70661,475,6
71484,71495,371,4
73165,73175,482,4
63474,63514,446,2
68890,68901,452,2
71653,461836,277,2
62091,62093,355,4
69030,69034,273,2
65396,65438,464,2
62993,424720,495,2
60314,60333,464,2
72058,72073,471,2
73087,482698,489,2
65777,65831,499,6
65026,65061,479,2
68700,68704,426,6
70369,70398,499,2
68662,479832,313,4
59582,461840,346,4
60237,60259,492,4
62755,62766,398,4
72170,72189,499,2
64692,64700,408,4
65980,66018,469,4
71021,479948,308,2
71720,71745,479,2
66883,66897,415,2
70442,426136,243,2
63493,63510,459,4
72606,72613,457,4
64495,64501,446,2
66540,420435,429,8
65614,478853,492,2
73513,73520,466,8
72744,74015,489,4
70478,70518,473,4
69921,480872,443,4
66341,66383,487,2
66463,66475,399,8
479958,479959,497,2
463855,473194,461,2
65218,65228,420,2
67216,491302,226,4
60890,74185,498,2
72905,72910,499,2
71336,71345,437,2
71062,479853,466,4
62238,62241,406,2
66399,482773,397,2
64606,64609,381,12
69441,69447,484,2
68016,68034,395,2
70223,70245,439,4
70402,70407,488,2
64977,65004,474,2
73388,73392,473,4
72204,74023,474,2
70590,70657,485,2
65375,426161,448,4
71603,71604,495,2
70647,70658,430,4
60441,60473,491,2
66801,66812,353,2
70978,421434,494,2
60746,60755,235,4
68571,68576,479,2
414379,479361,412,2
411284,491786,459,4
70698,419795,476,2
72513,72522,395,2
60939,60942,489,2
71997,72028,486,2
60891,60913,415,8
71370,71382,492,6
72656,73425,493,2
60617,418852,401,4
70480,70496,411,2
66788,66791,480,2
65425,65436,332,2
60223,60248,474,2
71355,71382,494,2
64840,64852,268,2
65465,419842,493,2
59646,59651,470,2
61958,61962,391,2
71588,71604,491,2
65818,65832,297,4
71071,71101,482,2
64219,64222,496,2
491206,491322,394,2
62974,62983,487,2
73143,73146,386,4
65813,65884,426,2
70386,491990,442,4
70786,70791,494,2
462500,495733,377,4
72717,72733,478,6
71274,71289,483,2
69929,74083,501,2
66607,73608,494,2
66190,66231,497,2
72980,72985,333,2
68958,426274,414,4
70365,70409,448,4
72494,72501,406,6
64775,491394,425,8
70465,70473,476,2
70662,427185,464,4
66123,74189,246,4
71250,482828,340,2
71008,73654,490,4
74110,74111,464,2
60677,60725,389,4
62689,62696,461,2
74256,423630,473,2
65672,73908,475,6
60135,60148,374,2
72004,73668,465,4
71097,415679,417,12
61845,61856,381,4
66718,66748,449,2
71639,71656,467,4
70268,70317,366,4
64087,64107,485,4
63151,63153,488,2
72162,72181,487,2
424514,424517,409,2
61532,61541,384,4
70632,73711,444,2
68494,68509,446,2
72308,484179,363,8
73849,474355,392,6
65334,65352,374,2
65424,65467,454,4
60757,60779,415,6
68568,68575,283,2
69901,488232,483,4
70604,70636,404,2
69897,69918,501,2
70588,70594,424,4
65056,65072,481,2
65064,65079,337,2
65498,65548,463,2
70300,70341,491,2
73479,73481,424,4
71061,482449,399,2
64917,493250,481,2
70116,480877,440,2
65951,65984,287,4
73214,73219,459,2
64258,64262,351,4
65966,483415,340,4
70901,70915,460,4
65250,65273,453,2
69027,69032,444,4
60274,60291,278,2
70409,70451,450,2
64541,462230,471,2
65643,422339,469,2
61033,61042,433,8
415726,420241,470,2
64041,479874,489,2
68444,68454,473,2
61594,480611,448,2
60930,60972,394,2
69429,419689,496,2
70968,424844,492,2
59967,59972,486,6
64820,64851,437,8
70100,70141,485,2
73433,73434,305,2
70434,415850,404,2
72556,73393,341,2
71278,73797,577,4
72921,72925,364,2
482864,483600,454,4
72338,478942,393,4
65000,65058,450,4
67265,480982,371,2
67533,462586,491,2
69088,487100,438,4
73338,73345,490,2
66860,66880,501,2
65765,65794,430,6
69291,69297,484,4
70825,70834,361,2
69250,69259,479,6
62460,62464,465,4
71834,412724,485,2
71387,474149,473,2
68567,68575,467,2
71554,74026,353,8
60931,477075,360,2
64079,477489,409,8
71091,71122,498,2
71977,72013,433,2
60283,60315,490,2
71674,71676,469,2
64250,64252,443,2
61839,61845,271,2
59974,59979,499,2
70614,427178,467,2
73280,73287,481,4
480060,480061,477,2
73935,425945,455,2
69307,69311,488,2
65552,417693,438,2
68639,461887,455,2
59949,59966,496,2
60660,483624,473,4
65601,65637,491,2
67935,67958,439,4
62364,62373,339,2
63472,63476,366,4
63512,63528,322,8
70695,70697,419,2
71190,71192,443,10
65242,65281,495,4
69654,493244,472,4
70421,70466,454,4
65403,65433,349,2
65893,491910,458,2
66712,66729,434,4
61854,424933,441,4
65304,65311,502,2
66108,73606,500,2
71252,73796,416,2
70823,70835,448,4
67335,67343,494,2
422331,422342,377,2
67784,483275,308,2
71461,71505,486,6
65386,65415,450,2
66390,496892,322,4
72354,424836,472,4
63278,63284,900,8
66388,66408,392,8
71768,71770,446,4
70985,70995,433,8
68823,68830,339,2
71441,71485,400,4
63843,426209,449,2
71180,480747,427,4
71276,73794,500,2
62886,62898,501,2
64230,483648,464,4
71500,73878,501,2
69434,69436,488,2
72732,427777,451,2
72068,481055,483,6
68876,423655,430,2
64831,64842,484,2
60986,61007,351,2
64081,64086,419,4
72468,73344,467,2
64965,65005,498,2
61543,421136,305,2
63600,63615,450,4
60911,60914,481,8
65984,66021,499,2
66654,491320,468,2
71690,71701,403,8
68534,68542,486,2
61077,61079,474,4
71892,491564,431,2
68830,495057,487,2
65902,462042,422,8
69506,69513,429,2
61082,61084,456,2
72444,72445,489,2
71139,473194,483,2
71490,485871,391,2
71156,463577,482,2
67265,67275,437,2
65320,419836,495,4
491433,491439,248,2
422597,485909,344,2
64866,491435,458,2
71722,463633,468,4
72410,72787,488,2
412737,480002,465,4
66365,66392,420,4
72450,72469,495,4
71816,482731,471,4
66500,66508,367,2
486693,486697,459,4
68886,68888,391,4
73380,73383,441,2
61493,485794,330,8
71640,482431,367,2
62519,62524,490,6
464006,464029,381,2
70384,70395,434,4
65891,65945,495,2
72653,479907,490,2
66118,73775,487,2
71907,482353,321,4
60578,60602,379,2
67904,67910,475,2
73397,73399,400,2
65476,65514,387,4
65021,483231,492,4
71360,424717,360,4
491323,491325,420,2
69539,477767,455,6
65615,486942,489,4
70376,70456,423,2
66364,66399,442,2
65506,65557,402,2
60257,74160,488,2
422378,478399,467,2
69529,477794,395,4
67436,67445,297,2
66706,66735,458,2
71052,412434,501,4
69523,69526,472,2
416653,421820,379,4
62855,62891,382,4
70483,70536,501,2
69694,69695,481,2
66446,66456,347,4
70864,71360,481,4
66467,66474,471,4
70552,70560,486,2
479955,486946,489,6
62854,62864,396,8
70349,426137,479,2
70347,70384,476,2
59552,59562,476,4
71633,73626,454,4
71456,482803,430,2
478714,478725,394,4
69271,485820,453,2
59687,425595,307,2
69814,69864,494,2
71089,71103,461,2
69895,69909,499,2
67985,67989,401,2
69590,69609,429,2
71191,71200,328,2
72892,72896,398,2
62901,62942,479,4
70366,70409,416,2
67086,69406,342,2
69596,69604,450,2
72678,72681,487,2
68628,68635,369,4
69922,69936,478,2
69736,69766,407,2
68547,68568,496,2
65109,65153,484,2
69795,482757,462,2
60065,60074,397,2
64529,64549,480,4
67844,478849,423,2
65945,65964,465,2
61498,61502,399,8
70429,70452,469,4
68982,68990,483,2
60389,495822,470,2
66637,66644,492,2
70178,70181,340,4
65339,419836,490,4
70416,73898,451,2
60042,60052,446,4
65891,65977,497,2
70443,73898,464,2
71144,412694,452,10
64611,64616,488,2
72562,72584,488,2
68007,486944,465,2
68860,68878,427,4
64218,64222,347,2
65663,73708,501,2
71472,71503,400,2
71533,71551,443,2
462420,478494,451,4
60725,73872,418,2
65560,65586,495,4
65992,66041,501,2
63688,63722,500,2
63002,67515,482,2
65366,65415,483,4
70877,73814,444,4
60849,60863,440,4
64216,70704,501,2
67825,67841,490,2
60396,60410,455,2
66554,66575,493,4
68611,68625,496,6
72512,72519,445,4
62430,488441,491,2
66666,74375,317,2
63230,63232,471,4
60486,60501,403,2
62008,62023,429,2
62706,62727,416,2
61902,61911,358,2
72323,72330,498,2
63868,63882,497,2
64629,64646,490,4
69936,412732,478,6
60169,60186,472,2
68175,68196,477,2
67574,67584,321,2
73423,73439,443,4
60688,60706,325,4
60670,73872,424,2
65413,65452,486,2
66014,66064,470,4
61963,61972,406,4
60965,426056,326,8
64020,64028,461,2
73937,482910,463,2
69832,69853,379,2
69056,69065,475,6
70239,70247,416,2
62723,62780,476,2
68350,424727,494,2
424504,424508,445,2
66747,422412,362,2
72313,478942,381,8
65417,65460,409,2
64762,491446,436,4
72897,72898,488,2
71875,71884,368,4
72462,72466,410,4
73250,73254,361,4
64504,64511,288,2
60357,60368,398,4
487151,496644,409,4
70733,70745,413,2
69541,69543,355,4
66010,496891,416,2
72571,72592,491,4
73028,73036,497,4
71473,71493,426,6
70103,426107,461,2
70137,482751,432,2
61585,61594,444,4
63984,63993,370,4
71335,71350,489,2
72775,480099,494,2
420150,474151,402,2
64844,494788,494,2
62859,62866,489,2
63710,495733,273,4
72585,72594,387,2
71766,71774,482,4
70405,426137,499,2
64908,64933,483,4
72428,72451,450,4
71709,73850,489,2
71412,71471,436,4
61863,61869,343,2
71448,71454,474,2
70655,463658,443,4
70166,70210,442,4
69942,69966,286,2
65182,65203,479,2
66256,66284,499,4
71428,478620,488,2
71155,71171,403,6
70635,419794,280,4
62904,62914,386,2
69116,69119,437,4
60669,425876,488,4
73296,73298,498,2
72589,72604,480,2
73090,73098,481,2
65383,65439,442,2
71919,71948,479,2
59724,59735,438,2
67977,67989,440,2
69785,482757,335,2
480265,480345,491,2
71130,71152,490,2
69383,69385,414,8
62543,62549,465,4
71237,71249,454,4
65474,72793,500,2
73402,73709,464,14
65804,65827,496,2
68406,68425,404,6
68926,426274,486,4
422231,422298,316,2
70965,70967,344,4
69699,69712,467,2
491990,496054,496,2
424238,425791,387,4
64718,64729,418,2
64950,421007,435,4
60218,422764,458,2
64781,64788,411,2
70757,70760,497,2
71047,74054,468,4
60727,60758,428,2
71534,71541,347,4
71155,463539,971,2
68238,68261,485,2
66439,66452,496,2
64855,64869,318,8
59660,59668,340,2
72770,72771,389,4
70799,70815,470,4
60533,60540,354,8
69558,69560,380,4
415007,417687,482,2
73855,480597,352,2
67459,421297,462,4
71258,71261,404,2
68240,68260,474,4
73056,73069,486,2
64093,64100,490,2
73700,73701,409,4
68361,68377,400,8
60556,60578,461,2
66733,66749,369,2
486698,488507,438,2
69338,69349,500,2
62819,483402,293,2
73326,73341,501,2
71925,71967,476,4
70149,425791,456,2
67968,67977,406,2
60163,60178,434,2
426775,486036,457,2
72925,72931,418,2
60170,60187,356,2
68896,423655,467,4
72926,72927,492,2
62840,62885,434,2
72314,72331,461,4
73865,427174,385,4
60719,60733,498,4
64031,477545,459,4
64763,64773,365,4
69785,69795,381,2
63695,485346,446,2
72664,72668,483,4
70726,70738,476,2
60641,73872,370,2
67053,67064,482,4
422339,422345,369,2
63136,63158,481,2
71426,482782,469,4
71276,71297,473,4
71094,74019,459,2
70124,70136,462,4
73174,495453,477,2
72294,478707,413,4
72439,72446,479,4
61218,61221,466,2
71754,480597,485,2
64656,483235,490,2
61416,61421,500,2
65555,65577,468,6
69789,485809,391,4
68310,68314,497,2
71954,491758,332,2
66928,66932,369,2
72811,72817,453,2
68028,68038,429,2
71552,72050,433,2
67861,496644,291,2
72617,72639,452,2
68128,68133,485,4
63694,420742,487,2
62182,62185,453,4
427178,427185,450,2
60313,73685,304,2
71236,71238,483,2
63480,426579,427,8
74050,74051,400,2
462230,483250,323,2
66514,66526,351,4
71156,71174,479,4
72429,72440,496,2
426363,477549,493,4
61107,61108,447,2
62573,492888,470,2
70110,482751,492,2
59682,59687,502,2
62348,62350,404,2
68832,68845,406,2
72509,72518,445,2
73710,426365,417,4
65015,65068,448,2
61842,61866,455,4
64764,64898,468,2
424932,480007,354,2
72451,479938,376,2
62752,62769,500,2
71764,71799,501,2
71720,71736,269,2
70681,70693,440,2
486805,491786,370,2
64757,64763,419,6
70284,491386,500,2
74048,74049,322,2
65091,65130,421,2
70131,482751,454,2
62399,62401,483,6
65970,66030,465,6
479937,479953,450,2
73156,73164,445,4
62869,62941,496,2
71465,480344,501,2
72274,72282,494,4
73469,73474,348,2
65271,65298,400,4
65762,65806,421,4
71133,71153,455,2
67487,67504,432,2
69551,69560,441,2
67874,478847,356,2
63819,424800,497,2
72020,420584,492,2
65311,65322,367,2
64640,64646,501,2
66269,66317,392,4
70135,417845,431,4
491316,491318,385,2
64585,64602,491,2
64403,64410,413,2
422258,480982,450,2
71240,71255,450,4
416623,425950,358,2
63253,421932,485,2
63114,63125,417,4
70805,70818,480,2
63824,63843,441,4
473098,473099,277,2
72131,73876,436,6
477676,485791,344,4
64923,482098,365,4
66347,66380,461,2
72516,73694,484,2
69432,69434,457,2
63683,63712,428,2
68578,483591,297,2
68930,420345,459,2
73267,73268,459,2
70982,70995,493,2
71369,71393,453,2
70329,482753,388,2
68338,68364,486,2
64410,64413,428,2
69017,69032,413,2
63517,63527,384,2
72044,72060,482,4
491321,491322,334,2
63058,63108,446,2
60774,60789,480,2
60931,60985,360,2
491442,494788,458,2
73525,74010,491,4
61155,61158,470,4
66726,494969,434,4
64528,495943,497,2
71138,480709,478,2
66025,66051,299,2
64163,416072,481,4
422342,422345,400,2
71017,483451,312,2
70971,70973,419,2
70983,70987,405,6
60507,60526,398,4
65769,65803,435,4
70679,420664,487,2
62741,485882,483,4
69466,69472,495,2
70254,70276,402,4
65639,73942,477,4
71279,71285,452,4
71281,478410,502,2
72492,72499,293,4
71922,491562,355,2
64885,417900,485,2
68376,74198,491,2
71055,71064,457,2
65305,72399,484,2
71062,482449,367,4
70523,70545,486,2
71149,71177,451,4
70401,70421,489,2
483389,485802,445,2
62835,62841,390,4
71760,73855,481,2
61517,61526,479,4
73394,494522,480,2
69461,70012,389,2
72439,72457,497,2
60899,486996,491,4
65373,65383,476,4
59786,59791,496,2
67422,67435,361,2
64798,64849,433,2
63601,63614,460,4
62559,492888,453,2
65472,65488,355,2
72084,416091,445,2
479122,480357,399,2
71276,71291,438,4
71896,491564,404,2
65856,65874,490,2
70268,491384,491,2
67551,67555,501,2
70566,70608,492,2
62731,62766,477,2
64993,73984,418,2
59980,59992,447,2
63206,63208,426,2
70138,423879,475,4
68537,68561,444,2
64619,64639,469,4
72138,72155,491,2
491911,496891,295,2
61787,61791,418,2
415850,486691,496,2
61198,61200,349,2
70245,70278,497,2
62038,62053,488,2
71674,482431,374,2
71392,71401,463,2
71604,491734,419,4
69726,69757,447,2
65056,65057,285,4
63438,63454,499,2
68210,68218,495,2
70569,70579,500,2
71994,482832,473,4
67426,67436,450,2
65238,65248,319,2
63197,483404,485,2
70205,70245,497,2
70626,70656,495,2
62023,425941,350,4
60955,479341,489,2
68807,68810,418,2
64593,64599,491,4
72758,72764,502,2
74099,483554,484,2
72136,483468,487,2
491905,492305,212,2
70342,486689,437,2
70665,478866,378,2
68960,68984,474,2
65524,65562,460,4
66576,491316,442,4
70929,73886,497,2
65697,417906,479,2
64478,64486,497,2
60227,60241,359,4
65566,65627,394,2
70478,70499,369,4
71039,464006,496,2
485819,485820,305,2
65033,65077,489,4
65515,425774,354,2
62824,62867,473,4
70715,70718,435,8
67603,67610,496,2
68523,68537,348,2
67510,67512,340,2
63590,63611,471,4
67757,67763,402,8
67485,67490,446,2
69851,69901,435,2
66063,66148,455,2
64581,64585,462,6
64205,64207,315,2
69410,69412,474,4
71889,71921,477,4
66025,66028,499,2
70105,70139,441,6
64091,64115,480,2
64155,64156,457,4
70146,70160,396,2
61430,61431,360,2
70324,70329,395,4
64255,64263,484,4
72499,72508,404,2
72145,72151,393,2
71243,482828,462,2
66166,66231,490,2
62855,62880,457,2
492611,495815,422,2
60815,60825,501,2
73393,73397,395,2
67505,478352,500,2
71352,71375,462,2
71167,482596,466,2
72668,72671,429,4
65487,65532,401,4
67844,67861,491,2
73406,73413,468,2
73184,495453,427,2
65591,417697,473,8
64490,64497,381,2
65550,72796,493,4
70128,70152,446,4
70900,70903,416,2
59925,479063,375,2
63143,485812,432,4
64844,64880,466,2
64501,64521,469,2
