ARRONDISSEMENT;TYPE;STATUT;ADRESSE;HORAIRE;ACCES_PMR;RELAIS_BEBE;URL_FICHE_EQUIPEMENT;geo_shape;geo_point_2d;gestionnaire;source;complement_adresse
75010;Sanisette;En service;2 rue de metz;24/24h;Oui;Non;;"{""coordinates"": [2.354575000128536, 48.87075900013074], ""type"": ""Point""}";48.87075900013074, 2.354575000128536;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75012;Sanisette;En service;18 rue erard;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3849130003823196, 48.845600999856394], ""type"": ""Point""}";48.845600999856394, 2.3849130003823196;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75014;Sanisette;En service;11 av maurice d'ocagne;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.311332000086151, 48.824990000266716], ""type"": ""Point""}";48.824990000266716, 2.311332000086151;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75015;Sanisette;En service;93b rue blomet;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3002929993416408, 48.84091199984846], ""type"": ""Point""}";48.84091199984846, 2.3002929993416408;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75018;WC;En service;22 rue pajol;Horaires du parc;Oui;Non;https://www.paris.fr/lieux/jardins-rosa-luxemburg-17580;"{""coordinates"": [2.3635013194466503, 48.88975238964436], ""type"": ""Point""}";48.88975238964436, 2.3635013194466503;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75001;Sanisette;En service;55 bd de sebastopol;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3502059993590385, 48.8623170004171], ""type"": ""Point""}";48.8623170004171, 2.3502059993590385;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75011;WC;En service;143 rue de la roquette;Horaires du parc;Non;Oui;https://www.paris.fr/lieux/square-de-la-roquette-1767;"{""coordinates"": [2.384662194688091, 48.8599893100381], ""type"": ""Point""}";48.8599893100381, 2.384662194688091;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75015;Sanisette;En service;39 rue du theatre;06h00 - 23h59;Oui;Non;;"{""coordinates"": [2.2879300003682173, 48.849043999766934], ""type"": ""Point""}";48.849043999766934, 2.2879300003682173;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75018;Sanisette;En service;43 bd barbes;24/24h;Oui;Non;;"{""coordinates"": [2.3494229997704337, 48.888503000261], ""type"": ""Point""}";48.888503000261, 2.3494229997704337;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75020;Sanisette;En service;48 bd davout;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.4113059997771447, 48.85142599970635], ""type"": ""Point""}";48.85142599970635, 2.4113059997771447;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75020;Sanisette;En service;110 rue des orteaux;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.4099690001674428, 48.855580999991574], ""type"": ""Point""}";48.855580999991574, 2.4099690001674428;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75019;Sanisette;En service;42 av simon bolivar;24/24h;Oui;Non;;"{""coordinates"": [2.38054299978079, 48.87621299957802], ""type"": ""Point""}";48.87621299957802, 2.38054299978079;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75006;Sanisette;En service;93b bd du montparnasse;06h00 - 22h00;Non;Non;;"{""coordinates"": [2.3275829994274915, 48.84286800014476], ""type"": ""Point""}";48.84286800014476, 2.3275829994274915;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75007;Sanisette;En service;2t pl joffre;24/24h;Oui;Non;;"{""coordinates"": [2.3051089994689358, 48.85433100021918], ""type"": ""Point""}";48.85433100021918, 2.3051089994689358;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75010;Sanisette;En service;1 av de verdun;24/24h;Oui;Non;;"{""coordinates"": [2.3614029999510397, 48.87629499978287], ""type"": ""Point""}";48.87629499978287, 2.3614029999510397;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75012;WC;En service;30 rue du rendez-vous;Horaires du parc;Oui;Non;https://www.paris.fr/lieux/jardin-debergue-rendez-vous-2848;"{""coordinates"": [2.4039110734655846, 48.84657172830047], ""type"": ""Point""}";48.84657172830047, 2.4039110734655846;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75018;Sanisette;En service;12 rue marcel sembat;24/24h;Oui;Non;;"{""coordinates"": [2.3377140002823458, 48.8990230002305], ""type"": ""Point""}";48.8990230002305, 2.3377140002823458;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75019;Sanisette;En service;106 rue de meaux;24/24h;Oui;Non;;"{""coordinates"": [2.3810259998570658, 48.88553200013261], ""type"": ""Point""}";48.88553200013261, 2.3810259998570658;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75003;Sanisette;En service;158 x rue du temple;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.360132999850921, 48.86498999997651], ""type"": ""Point""}";48.86498999997651, 2.360132999850921;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75008;Lavatory;En service;12 v pl de la madeleine;11h00-17h00;Non;Non;https://www.paris.fr/pages/lavatory-madeleine-un-bijou-de-l-art-nouveau-rouvre-ses-portes-23171;"{""coordinates"": [2.324805261449435, 48.86950302299618], ""type"": ""Point""}";48.86950302299618, 2.324805261449435;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75013;WC;En service;79 boulevard kellermann;Horaires du parc;Oui;Non;https://www.paris.fr/lieux/jardin-jean-claude-nicolas-forestier-2554;"{""coordinates"": [2.3480724076166646, 48.818848096444846], ""type"": ""Point""}";48.818848096444846, 2.3480724076166646;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75014;WC;En service;28 boulevard jourdan;Horaires du parc;Non;Non;https://www.paris.fr/lieux/jardin-et-aire-de-jeux-de-la-zac-alesia-montsouris-2867;"{""coordinates"": [2.3409114177677273, 48.8213968803319], ""type"": ""Point""}";48.8213968803319, 2.3409114177677273;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75015;Sanisette;En service;68 av emile zola;06h00 - 23h59;Oui;Non;;"{""coordinates"": [2.2847800004937246, 48.84653499962192], ""type"": ""Point""}";48.84653499962192, 2.2847800004937246;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75015;WC;Hors service;21 rue du cotentin;Horaires du parc;Oui;Non;https://www.paris.fr/lieux/jardin-pierre-adrien-dalpayrat-2494;"{""coordinates"": [2.313031075347604, 48.83776398366367], ""type"": ""Point""}";48.83776398366367, 2.313031075347604;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75007;WC;En service;29 rue de babylone;Horaires du parc;Non;Non;https://www.paris.fr/lieux/jardin-catherine-laboure-2465;"{""coordinates"": [2.3204853892262167, 48.85140130019359], ""type"": ""Point""}";48.85140130019359, 2.3204853892262167;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75010;Sanisette;En service;101 qu de valmy;08h00 - 19h30;Oui;Non;;"{""coordinates"": [2.36274000000879, 48.874612000118276], ""type"": ""Point""}";48.874612000118276, 2.36274000000879;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75010;Sanisette;En service;114 rue du faubourg saint-denis;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3562779996613306, 48.87578999993249], ""type"": ""Point""}";48.87578999993249, 2.3562779996613306;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75011;WC;En service;8 rue du general blaise;Horaires du parc;Non;Non;https://www.paris.fr/lieux/square-maurice-gardette-2725;"{""coordinates"": [2.3787483756587955, 48.861457471318396], ""type"": ""Point""}";48.861457471318396, 2.3787483756587955;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75013;WC;En service;7 rue george balanchine;Horaires du parc;Non;Non;https://www.paris.fr/lieux/jardin-james-joyce-2560;"{""coordinates"": [2.3737508079721197, 48.83632168352183], ""type"": ""Point""}";48.83632168352183, 2.3737508079721197;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75013;Sanisette;En service;44 v bd vincent auriol;24/24h;Oui;Non;;"{""coordinates"": [2.36879099996476, 48.83519399972884], ""type"": ""Point""}";48.83519399972884, 2.36879099996476;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75016;Sanisette;En service;2 pl de barcelone;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.273727999432425, 48.8477650001166], ""type"": ""Point""}";48.8477650001166, 2.273727999432425;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75018;Sanisette;En service;42 rue boinod;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3517639999325417, 48.89414899967719], ""type"": ""Point""}";48.89414899967719, 2.3517639999325417;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75020;WC;En service;114 rue de la reunion;Horaires du parc;Oui;Non;https://www.paris.fr/lieux/jardin-lesseps-17432;"{""coordinates"": [2.399128753613177, 48.85873792521301], ""type"": ""Point""}";48.85873792521301, 2.399128753613177;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75004;Sanisette;En service;28 rue de l'hotel de ville;24/24h;Oui;Non;;"{""coordinates"": [2.3560319998420343, 48.8541569998975], ""type"": ""Point""}";48.8541569998975, 2.3560319998420343;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75013;WC;En service;25 rue thomas mann;Horaires du parc;Oui;Non;https://www.paris.fr/lieux/jardins-abbe-pierre-grands-moulins-5044;"{""coordinates"": [2.379618709145078, 48.82961672332092], ""type"": ""Point""}";48.82961672332092, 2.379618709145078;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75014;Sanisette;En service;10 av du general leclerc;24/24h;Oui;Non;;"{""coordinates"": [2.331193000598376, 48.83301699993433], ""type"": ""Point""}";48.83301699993433, 2.331193000598376;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75017;Sanisette;En service;25 av de clichy;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3263190003680143, 48.88566799997428], ""type"": ""Point""}";48.88566799997428, 2.3263190003680143;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75019;WC;En service;7 rue botzaris;Horaires du parc;Non;Non;https://www.paris.fr/lieux/parc-des-buttes-chaumont-1757;"{""coordinates"": [2.3851685144141865, 48.8798695519275], ""type"": ""Point""}";48.8798695519275, 2.3851685144141865;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75019;Sanisette;En service;12b rue meynadier;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3834239996492426, 48.883499999978575], ""type"": ""Point""}";48.883499999978575, 2.3834239996492426;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75002;Sanisette;En service;69 bd de sebastopol;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.350961999878497, 48.86366800042222], ""type"": ""Point""}";48.86366800042222, 2.350961999878497;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75011;Sanisette;En service;282 bd voltaire;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3936389998768104, 48.84959000030518], ""type"": ""Point""}";48.84959000030518, 2.3936389998768104;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75011;Sanisette;En service;82 av de la republique;06h00 - 23h58;Oui;Non;;"{""coordinates"": [2.379485000610408, 48.86424800000605], ""type"": ""Point""}";48.86424800000605, 2.379485000610408;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75013;WC;Hors service;105 rue jeanne d arc;Horaires du parc;Oui;Non;https://www.paris.fr/lieux/square-gustave-mesureur-2525;"{""coordinates"": [2.362528628434362, 48.83375567644587], ""type"": ""Point""}";48.83375567644587, 2.362528628434362;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75013;WC;En service;29 boulevard de l hopital;Horaires du parc;Oui;Non;https://www.paris.fr/lieux/square-marie-curie-2496;"{""coordinates"": [2.363377124615041, 48.84118348536188], ""type"": ""Point""}";48.84118348536188, 2.363377124615041;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75014;Sanisette;En service;17 av de la porte de chatillon;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.318167999804201, 48.82385599955443], ""type"": ""Point""}";48.82385599955443, 2.318167999804201;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75018;Sanisette;En service;96 bd barbes;24/24h;Oui;Non;;"{""coordinates"": [2.3497189997933323, 48.89147599958362], ""type"": ""Point""}";48.89147599958362, 2.3497189997933323;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75019;Sanisette;En service;15 rue du pre saint-gervais;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.39300899976985, 48.87621300006406], ""type"": ""Point""}";48.87621300006406, 2.39300899976985;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75019;WC;En service;7 rue botzaris;Horaires du parc;Non;Non;https://www.paris.fr/lieux/parc-des-buttes-chaumont-1757;"{""coordinates"": [2.37992746862574, 48.878124297106616], ""type"": ""Point""}";48.878124297106616, 2.37992746862574;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75010;Sanisette;En service;20 bd saint-martin;24/24h;Oui;Non;;"{""coordinates"": [2.3562090006801126, 48.869003999831435], ""type"": ""Point""}";48.869003999831435, 2.3562090006801126;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75014;WC;Hors service;1 avenue ernest reyer;Horaires du parc;Oui;Non;https://www.paris.fr/lieux/square-jean-moulin-2589;"{""coordinates"": [2.318778528754187, 48.82377533751297], ""type"": ""Point""}";48.82377533751297, 2.318778528754187;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75012;WC;En service;2 carrefour de la pyramide;Horaires du parc;Oui;Oui;https://www.paris.fr/lieux/parc-floral-de-paris-1;"{""coordinates"": [2.4475953145869003, 48.83742064610817], ""type"": ""Point""}";48.83742064610817, 2.4475953145869003;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75013;Sanisette;En service;10 pl nationale;24/24h;Oui;Non;;"{""coordinates"": [2.365296999680814, 48.829382999912745], ""type"": ""Point""}";48.829382999912745, 2.365296999680814;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75015;Sanisette;En service;41 rue des morillons;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.2995150000862523, 48.833131999824694], ""type"": ""Point""}";48.833131999824694, 2.2995150000862523;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75017;Sanisette;En service;132 bd bessieres;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3143000003616483, 48.89484000010782], ""type"": ""Point""}";48.89484000010782, 2.3143000003616483;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75003;Sanisette;En service;34 rue du grenier saint-lazare;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.352738000085078, 48.86309999967739], ""type"": ""Point""}";48.86309999967739, 2.352738000085078;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75016;Sanisette;En service;62 bd murat;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.2561819999758157, 48.8422429999721], ""type"": ""Point""}";48.8422429999721, 2.2561819999758157;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75017;WC;En service;1 rue maria deraismes;Horaires du parc;Non;Non;https://www.paris.fr/lieux/square-des-epinettes-2631;"{""coordinates"": [2.326850236952466, 48.894764966209635], ""type"": ""Point""}";48.894764966209635, 2.326850236952466;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75003;WC;En service;14 impasse berthaud;Horaires du parc;Oui;Non;https://www.paris.fr/lieux/jardin-anne-frank-2737;"{""coordinates"": [2.3545285827832645, 48.86140027291512], ""type"": ""Point""}";48.86140027291512, 2.3545285827832645;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75005;Sanisette;En service;75b rue monge;24/24h;Oui;Non;;"{""coordinates"": [2.3520940005625017, 48.843135999716935], ""type"": ""Point""}";48.843135999716935, 2.3520940005625017;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75010;Sanisette;En service;54 qu de jemmapes;24/24h;Oui;Non;;"{""coordinates"": [2.3666020002139914, 48.87004800003424], ""type"": ""Point""}";48.87004800003424, 2.3666020002139914;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75014;Sanisette;En service;167 v av du maine;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3253950006661976, 48.832022000030875], ""type"": ""Point""}";48.832022000030875, 2.3253950006661976;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75014;Sanisette;En service;1 v av rene coty;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.332932999675896, 48.833046000436205], ""type"": ""Point""}";48.833046000436205, 2.332932999675896;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75017;WC;En service;144 rue cardinet;Horaires du parc;Non;Non;https://www.paris.fr/lieux/square-des-batignolles-1761;"{""coordinates"": [2.317249785037184, 48.88719868625628], ""type"": ""Point""}";48.88719868625628, 2.317249785037184;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75001;Sanisette;En service;37 rue berger;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3437489993367264, 48.86211700033946], ""type"": ""Point""}";48.86211700033946, 2.3437489993367264;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75005;Sanisette;En service;9 bd saint-germain;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.354806000036073, 48.849386000305095], ""type"": ""Point""}";48.849386000305095, 2.354806000036073;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75013;WC;En service;53 rue du chateau des rentiers;Horaires du parc;Non;Non;https://www.paris.fr/lieux/square-des-chamaillards-2858;"{""coordinates"": [2.369429498040314, 48.82536366341094], ""type"": ""Point""}";48.82536366341094, 2.369429498040314;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75018;WC;En service;36 square de clignancourt;Horaires du parc;Non;Non;https://www.paris.fr/lieux/square-maurice-kriegel-valrimont-ex-de-clignancourt-2651;"{""coordinates"": [2.3464251036281003, 48.89324524370296], ""type"": ""Point""}";48.89324524370296, 2.3464251036281003;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75004;Sanisette;En service;17 rue de l'ave maria;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.359600999616255, 48.85321800009419], ""type"": ""Point""}";48.85321800009419, 2.359600999616255;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75010;Urinoir;En service;30 rue des ecluses saint-martin;24/24h;Non;Non;;"{""coordinates"": [2.3656811726382156, 48.87730188526426], ""type"": ""Point""}";48.87730188526426, 2.3656811726382156;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75014;WC;En service;28 boulevard jourdan;Horaires du parc;Non;Non;https://www.paris.fr/lieux/jardin-et-aire-de-jeux-de-la-zac-alesia-montsouris-2867;"{""coordinates"": [2.3369443388318576, 48.82376170264877], ""type"": ""Point""}";48.82376170264877, 2.3369443388318576;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75015;Sanisette;En service;38 rue cambronne;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.301903999451625, 48.84554300024747], ""type"": ""Point""}";48.84554300024747, 2.301903999451625;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75017;Sanisette;En service;135 av de clichy;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3196469999756277, 48.890815999562285], ""type"": ""Point""}";48.890815999562285, 2.3196469999756277;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75017;Sanisette;En service;72 av de villiers;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3042199996773927, 48.88403600002253], ""type"": ""Point""}";48.88403600002253, 2.3042199996773927;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75020;Sanisette;En service;296 rue des pyrenees;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.392061000008219, 48.87193799995212], ""type"": ""Point""}";48.87193799995212, 2.392061000008219;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75007;Urinoir;Hors service;21 quai anatole france;10h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3222825945335166, 48.86181155673819], ""type"": ""Point""}";48.86181155673819, 2.3222825945335166;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75012;Sanisette;En service;4 rue fernand foureau;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.411279000289181, 48.84620599974493], ""type"": ""Point""}";48.84620599974493, 2.411279000289181;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75013;Sanisette;En service;40 rue du chevaleret;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3766289996508227, 48.828350000238366], ""type"": ""Point""}";48.828350000238366, 2.3766289996508227;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75013;WC;En service;2 rue fernand widal;Horaires du parc;Oui;Non;https://www.paris.fr/lieux/square-helene-boucher-2513;"{""coordinates"": [2.3603105337704053, 48.81872280496346], ""type"": ""Point""}";48.81872280496346, 2.3603105337704053;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75014;Sanisette;En service;2 v rue des mariniers;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.311417000462912, 48.82765799983502], ""type"": ""Point""}";48.82765799983502, 2.311417000462912;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75020;Sanisette;En service;171 rue des pyrenees;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.40103099972282, 48.86001899986408], ""type"": ""Point""}";48.86001899986408, 2.40103099972282;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75020;Sanisette;En service;1 rue du japon;24/24h;Oui;Non;;"{""coordinates"": [2.3998249994463534, 48.86489899973789], ""type"": ""Point""}";48.86489899973789, 2.3998249994463534;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75003;Sanisette;En service;82 bd de sebastopol;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3522500005228077, 48.86552499977582], ""type"": ""Point""}";48.86552499977582, 2.3522500005228077;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75008;Lavatory;En service;9 av gabriel;11h00-19h00;Non;Non;;"{""coordinates"": [2.3170898782796265, 48.86726257414111], ""type"": ""Point""}";48.86726257414111, 2.3170898782796265;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75009;Sanisette;En service;78 bd marguerite de rochechouart;24/24h;Oui;Non;;"{""coordinates"": [2.343379000255218, 48.88271599957815], ""type"": ""Point""}";48.88271599957815, 2.343379000255218;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75010;Sanisette;En service;1 av richerand;24/24h;Oui;Non;;"{""coordinates"": [2.3654770003332772, 48.87184499980991], ""type"": ""Point""}";48.87184499980991, 2.3654770003332772;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75011;Sanisette;En service;7 bd de menilmontant;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.389296999816509, 48.85879600026491], ""type"": ""Point""}";48.85879600026491, 2.389296999816509;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75012;Sanisette;En service;16 pl de la nation;24/24h;Oui;Non;;"{""coordinates"": [2.3954909999106944, 48.847431000203116], ""type"": ""Point""}";48.847431000203116, 2.3954909999106944;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75012;WC;En service;2 carrefour de la pyramide;Horaires du parc;Non;Non;https://www.paris.fr/lieux/parc-floral-de-paris-1;"{""coordinates"": [2.414299843157846, 48.832777621760634], ""type"": ""Point""}";48.832777621760634, 2.414299843157846;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75012;Sanisette;En service;4 bd diderot;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3692559997890204, 48.84528899957986], ""type"": ""Point""}";48.84528899957986, 2.3692559997890204;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75014;Sanisette;En service;21 z rue de gergovie;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.314572999428689, 48.833940000016895], ""type"": ""Point""}";48.833940000016895, 2.314572999428689;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75014;Sanisette;En service;9 pl jacques debu-bridel;24/24h;Oui;Non;;"{""coordinates"": [2.339524000475489, 48.82455600034032], ""type"": ""Point""}";48.82455600034032, 2.339524000475489;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75016;WC;En service;3 avenue de la  porte d'auteuil;Horaires du parc;Oui;Non;https://www.paris.fr/lieux/square-du-tchad-2622;"{""coordinates"": [2.2528237722993447, 48.846002972916274], ""type"": ""Point""}";48.846002972916274, 2.2528237722993447;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75016;Sanisette;En service;12 pl des etats-unis;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.293730000289752, 48.86831300009682], ""type"": ""Point""}";48.86831300009682, 2.293730000289752;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75017;Sanisette;En service;2 rue jacques kellner;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3280460003061214, 48.89581500042085], ""type"": ""Point""}";48.89581500042085, 2.3280460003061214;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
