ARRONDISSEMENT;TYPE;STATUT;ADRESSE;HORAIRE;ACCES_PMR;RELAIS_BEBE;URL_FICHE_EQUIPEMENT;geo_shape;geo_point_2d;gestionnaire;source;complement_adresse
75018;Sanisette;En service;46 pl de torcy;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3610720000476983, 48.89147000027953], ""type"": ""Point""}";48.89147000027953, 2.3610720000476983;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75020;Sanisette;En service;169 bd mortier;24/24h;Oui;Non;;"{""coordinates"": [2.4069080001652554, 48.87592999972109], ""type"": ""Point""}";48.87592999972109, 2.4069080001652554;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75020;Sanisette;En service;157 rue de menilmontant;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.398208999654319, 48.87057599972035], ""type"": ""Point""}";48.87057599972035, 2.398208999654319;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75005;Sanisette;En service;2 z pl jussieu;24/24h;Oui;Non;;"{""coordinates"": [2.3548760000015174, 48.84623700043839], ""type"": ""Point""}";48.84623700043839, 2.3548760000015174;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75013;Sanisette;En service;55 w bd de l'hopital;24/24h;Oui;Non;;"{""coordinates"": [2.3617629994569604, 48.83965399978955], ""type"": ""Point""}";48.83965399978955, 2.3617629994569604;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75019;Sanisette;En service;52 qu de la loire;24/24h;Oui;Non;;"{""coordinates"": [2.3757979994329954, 48.88580000040487], ""type"": ""Point""}";48.88580000040487, 2.3757979994329954;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75020;WC;En service;7 rue de noisy le sec;Horaires du parc;Oui;Non;https://www.paris.fr/lieux/square-leon-frapie-2722;"{""coordinates"": [2.4121436972104693, 48.872420405495575], ""type"": ""Point""}";48.872420405495575, 2.4121436972104693;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75020;Sanisette;En service;131 rue d'avron;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.4092419994786365, 48.85332099971272], ""type"": ""Point""}";48.85332099971272, 2.4092419994786365;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75003;Sanisette;En service;1 bd des filles du calvaire;24/24h;Oui;Non;;"{""coordinates"": [2.367030999614015, 48.86112300001341], ""type"": ""Point""}";48.86112300001341, 2.367030999614015;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75008;WC;En service;1 place de la republique dominicaine;Horaires du parc;Oui;Non;;"{""coordinates"": [2.3061560915147212, 48.87943422815411], ""type"": ""Point""}";48.87943422815411, 2.3061560915147212;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75010;Sanisette;En service;2 v rue des ecluses saint-martin;06h00 - 23h59;Oui;Non;;"{""coordinates"": [2.3681969998527252, 48.87625100031507], ""type"": ""Point""}";48.87625100031507, 2.3681969998527252;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75014;Sanisette;En service;1 s rue maurice nogues;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3053559995891075, 48.82624000023127], ""type"": ""Point""}";48.82624000023127, 2.3053559995891075;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75020;WC;En service;45 rue des couronnes;Horaires du parc;Oui;Non;https://www.paris.fr/lieux/jardin-des-couronnes-2748;"{""coordinates"": [2.384968920960215, 48.87154116048027], ""type"": ""Point""}";48.87154116048027, 2.384968920960215;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75007;Sanisette;En service;1 av charles risler;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.300448000570928, 48.855008999651], ""type"": ""Point""}";48.855008999651, 2.300448000570928;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75008;Sanisette;En service;2 v pl du perou;24/24h;Oui;Non;;"{""coordinates"": [2.3151160002183904, 48.87539799993754], ""type"": ""Point""}";48.87539799993754, 2.3151160002183904;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75013;WC;En service;31 rue brillat-savarin;Horaires du parc;Oui;Non;;"{""coordinates"": [2.3483757362666657, 48.821612195284416], ""type"": ""Point""}";48.821612195284416, 2.3483757362666657;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75015;Sanisette;En service;148 rue de la convention;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.2913129996138974, 48.83951900010157], ""type"": ""Point""}";48.83951900010157, 2.2913129996138974;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75019;WC;Hors service;176 boulevard macdonald;Horaires du parc;Oui;Non;https://www.paris.fr/lieux/square-claude-bernard-2682;"{""coordinates"": [2.3744646190808827, 48.89925173270559], ""type"": ""Point""}";48.89925173270559, 2.3744646190808827;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75008;Sanisette;En service;32t av george v;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3011940003051334, 48.86882300008768], ""type"": ""Point""}";48.86882300008768, 2.3011940003051334;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75012;WC;En service;54 rue de fecamp;Horaires du parc;Non;Non;https://www.paris.fr/lieux/jardin-ilan-halimi-2595;"{""coordinates"": [2.401190944045912, 48.83625106996013], ""type"": ""Point""}";48.83625106996013, 2.401190944045912;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75017;Sanisette;En service;96t rue lemercier;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3189150003784507, 48.8894439996382], ""type"": ""Point""}";48.8894439996382, 2.3189150003784507;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75018;Sanisette;En service;6 rue de panama;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3527540005299024, 48.88764899975983], ""type"": ""Point""}";48.88764899975983, 2.3527540005299024;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75018;WC;Hors service;22 rue pajol;Horaires du parc;Oui;Non;;"{""coordinates"": [2.363252921089419, 48.888739244570104], ""type"": ""Point""}";48.888739244570104, 2.363252921089419;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75018;Sanisette;En service;21 pl de la chapelle;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.359093999739106, 48.88465700018282], ""type"": ""Point""}";48.88465700018282, 2.359093999739106;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75004;Sanisette;En service;118 rue saint-martin;24/24h;Oui;Non;;"{""coordinates"": [2.35117099989451, 48.860529999632405], ""type"": ""Point""}";48.860529999632405, 2.35117099989451;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75019;Sanisette;En service;9b rue de cambrai;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3789530004040476, 48.89549599988921], ""type"": ""Point""}";48.89549599988921, 2.3789530004040476;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75002;Sanisette;En service;37 bd des capucines;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.329369999633761, 48.87006399987241], ""type"": ""Point""}";48.87006399987241, 2.329369999633761;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75006;Sanisette;En service;23 av de l'observatoire;08h00 - 19h30;Oui;Non;;"{""coordinates"": [2.337286000126423, 48.84223100003779], ""type"": ""Point""}";48.84223100003779, 2.337286000126423;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75014;Sanisette;En service;45 rue didot;24/24h;Oui;Non;;"{""coordinates"": [2.3201859998879044, 48.831645000180735], ""type"": ""Point""}";48.831645000180735, 2.3201859998879044;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75012;WC;En service;21 rue rottembourg;Horaires du parc;Non;Non;https://www.paris.fr/lieux/square-charles-peguy-2575;"{""coordinates"": [2.4061405643321274, 48.839537717674226], ""type"": ""Point""}";48.839537717674226, 2.4061405643321274;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75013;WC;Hors service;1 rue george eastman;Horaires du parc;Oui;Oui;https://www.paris.fr/lieux/parc-de-choisy-1803;"{""coordinates"": [2.3617356101503515, 48.82782963723179], ""type"": ""Point""}";48.82782963723179, 2.3617356101503515;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75013;WC;En service;19 rue de la poterne des peupliers;Horaires du parc;Non;Non;https://www.paris.fr/lieux/parc-kellermann-1794;"{""coordinates"": [2.3549329192676653, 48.818579099419416], ""type"": ""Point""}";48.818579099419416, 2.3549329192676653;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75014;Sanisette;En service;217 rue d'alesia;08h00 - 19h30;Oui;Non;;"{""coordinates"": [2.313222999764901, 48.83195400015655], ""type"": ""Point""}";48.83195400015655, 2.313222999764901;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75014;Sanisette;En service;99 bd de port-royal;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.341770000019688, 48.83827600019253], ""type"": ""Point""}";48.83827600019253, 2.341770000019688;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75014;Sanisette;En service;131 av du maine;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3241460003250762, 48.83489600037225], ""type"": ""Point""}";48.83489600037225, 2.3241460003250762;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75019;WC;En service;7 rue botzaris;Horaires du parc;Oui;Non;https://www.paris.fr/lieux/parc-des-buttes-chaumont-1757;"{""coordinates"": [2.3836409649221526, 48.881824766920786], ""type"": ""Point""}";48.881824766920786, 2.3836409649221526;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75019;Sanisette;En service;46 qu de la seine;24/24h;Oui;Non;;"{""coordinates"": [2.3758409999279495, 48.887256000024], ""type"": ""Point""}";48.887256000024, 2.3758409999279495;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75004;Sanisette;En service;46 v bd henri iv;24/24h;Oui;Non;;"{""coordinates"": [2.3683649994164124, 48.852652999949676], ""type"": ""Point""}";48.852652999949676, 2.3683649994164124;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75006;Sanisette;En service;93 bd raspail;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.328164999368402, 48.846981999729174], ""type"": ""Point""}";48.846981999729174, 2.328164999368402;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75010;Sanisette;En service;81 qu de valmy;24/24h;Oui;Non;;"{""coordinates"": [2.364076999848973, 48.872602999853626], ""type"": ""Point""}";48.872602999853626, 2.364076999848973;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75011;WC;En service;32 rue  neuve des boulets;Horaires du parc;Non;Non;https://www.paris.fr/lieux/jardin-emile-galle-2730;"{""coordinates"": [2.3904652995553635, 48.853785095364564], ""type"": ""Point""}";48.853785095364564, 2.3904652995553635;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75011;WC;Hors service;17 rue titon;Horaires du parc;Oui;Non;https://www.paris.fr/lieux/jardin-de-la-folie-titon-2842;"{""coordinates"": [2.385387211338689, 48.85214933667669], ""type"": ""Point""}";48.85214933667669, 2.385387211338689;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75016;Sanisette;En service;38 av raphael;00h01 - 00h02;Oui;Non;;"{""coordinates"": [2.266699000196737, 48.85720199962261], ""type"": ""Point""}";48.85720199962261, 2.266699000196737;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75018;Sanisette;En service;2 rue polonceau;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.354958999429904, 48.8851019996426], ""type"": ""Point""}";48.8851019996426, 2.354958999429904;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75018;Sanisette;En service;2 rue montcalm;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.335235000035163, 48.89179399983482], ""type"": ""Point""}";48.89179399983482, 2.335235000035163;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75007;WC;En service;1 rue de babylone;Horaires du parc;Oui;Non;https://www.paris.fr/lieux/square-boucicaut-2462;"{""coordinates"": [2.3256456465969055, 48.85111943873878], ""type"": ""Point""}";48.85111943873878, 2.3256456465969055;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75013;Sanisette;En service;3 bd de l'hopital;24/24h;Oui;Non;;"{""coordinates"": [2.3643509996401595, 48.84309000031842], ""type"": ""Point""}";48.84309000031842, 2.3643509996401595;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75014;Sanisette;En service;199 av du maine;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.326281999864547, 48.829586999622435], ""type"": ""Point""}";48.829586999622435, 2.326281999864547;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75016;WC;En service;93 avenue de l' hippodrome;Horaires du parc;Oui;Non;https://www.paris.fr/lieux/parc-de-bagatelle-1808;"{""coordinates"": [2.248019574417668, 48.86883301419714], ""type"": ""Point""}";48.86883301419714, 2.248019574417668;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75020;Sanisette;En service;34 bd de belleville;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.381853999881199, 48.86836900011861], ""type"": ""Point""}";48.86836900011861, 2.381853999881199;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75020;Sanisette;En service;118 bd de charonne;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.395936999373824, 48.85473800037653], ""type"": ""Point""}";48.85473800037653, 2.395936999373824;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75005;Sanisette;En service;78 bd saint-marcel;06h00 - 23h59;Oui;Non;;"{""coordinates"": [2.353552000228023, 48.83742600028599], ""type"": ""Point""}";48.83742600028599, 2.353552000228023;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75006;Sanisette;En service;184b bd saint-germain;24/24h;Oui;Non;;"{""coordinates"": [2.3309899996955994, 48.85445899991381], ""type"": ""Point""}";48.85445899991381, 2.3309899996955994;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75012;WC;En service;2 carrefour de la pyramide;Horaires du parc;Non;Non;https://www.paris.fr/lieux/parc-floral-de-paris-1;"{""coordinates"": [2.458262733620495, 48.822863313168874], ""type"": ""Point""}";48.822863313168874, 2.458262733620495;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75012;WC;En service;6 rue antoine vallon;Horaires du parc;Non;Non;https://www.paris.fr/lieux/square-trousseau-2576;"{""coordinates"": [2.376966217600214, 48.850021923997524], ""type"": ""Point""}";48.850021923997524, 2.376966217600214;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75013;Sanisette;En service;43b bd arago;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3463720004044526, 48.8349649999147], ""type"": ""Point""}";48.8349649999147, 2.3463720004044526;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75016;Sanisette;En service;2bv bd suchet;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.2682330002198334, 48.86236300033649], ""type"": ""Point""}";48.86236300033649, 2.2682330002198334;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75011;WC;En service;28 rue de la forge royale;Horaires du parc;Oui;Non;https://www.paris.fr/lieux/square-louis-majorelle-2733;"{""coordinates"": [2.3809239992368436, 48.851992478470365], ""type"": ""Point""}";48.851992478470365, 2.3809239992368436;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75011;Sanisette;En service;9b bd jules ferry;08h00 - 19h30;Oui;Non;;"{""coordinates"": [2.368349000020222, 48.867270999745976], ""type"": ""Point""}";48.867270999745976, 2.368349000020222;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75018;Sanisette;En service;83 rue de la chapelle;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3590869996795547, 48.89728300032829], ""type"": ""Point""}";48.89728300032829, 2.3590869996795547;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75004;Sanisette;En service;50 rue de rivoli;24/24h;Oui;Non;;"{""coordinates"": [2.354192000454317, 48.8567980002404], ""type"": ""Point""}";48.8567980002404, 2.354192000454317;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75007;WC;En service;6v quai anatole france;10h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3196494118205013, 48.86261171554387], ""type"": ""Point""}";48.86261171554387, 2.3196494118205013;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75008;Sanisette;En service;12 av de friedland;24/24h;Oui;Non;;"{""coordinates"": [2.3032080001118813, 48.8747809999503], ""type"": ""Point""}";48.8747809999503, 2.3032080001118813;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75010;Sanisette;En service;35 rue alibert;06h00 - 23h58;Oui;Non;;"{""coordinates"": [2.3696019996603654, 48.872324000304815], ""type"": ""Point""}";48.872324000304815, 2.3696019996603654;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75012;WC;En service;11 rue du colonel rozanoff;Horaires du parc;Oui;Non;https://www.paris.fr/lieux/square-saint-eloi-2597;"{""coordinates"": [2.3876622985220606, 48.844575826781394], ""type"": ""Point""}";48.844575826781394, 2.3876622985220606;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75015;Sanisette;En service;5 pl du commerce;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.2921819997340007, 48.845387999807166], ""type"": ""Point""}";48.845387999807166, 2.2921819997340007;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75016;WC;En service;22 chaussee de la muette;Horaires du parc;Oui;Non;https://www.paris.fr/lieux/jardin-du-ranelagh-1778;"{""coordinates"": [2.2683134994523138, 48.858252239843125], ""type"": ""Point""}";48.858252239843125, 2.2683134994523138;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75018;WC;Hors service;38 rue charles hermite;Horaires du parc;Non;Non;https://www.paris.fr/lieux/square-charles-hermite-2648;"{""coordinates"": [2.366573420983327, 48.89989643206477], ""type"": ""Point""}";48.89989643206477, 2.366573420983327;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75020;WC;Hors service;40 rue le vau;Horaires du parc;Non;Oui;https://www.paris.fr/lieux/square-emmanuel-fleury-2720;"{""coordinates"": [2.4112649493156337, 48.87081299107255], ""type"": ""Point""}";48.87081299107255, 2.4112649493156337;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75010;Sanisette;En service;117 qu de valmy;06h00 - 22h00;Non;Non;;"{""coordinates"": [2.363490000115806, 48.8753499999498], ""type"": ""Point""}";48.8753499999498, 2.363490000115806;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75008;WC;En service;1 place de la republique dominicaine;Horaires du parc;Non;Non;https://www.paris.fr/lieux/parc-monceau-1804;"{""coordinates"": [2.3090771864035164, 48.88027485429225], ""type"": ""Point""}";48.88027485429225, 2.3090771864035164;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75010;Sanisette;En service;7 rue du faubourg du temple;24/24h;Oui;Non;;"{""coordinates"": [2.365234000168771, 48.8680320000993], ""type"": ""Point""}";48.8680320000993, 2.365234000168771;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75013;WC;En service;15 rue duchefdelaville;Horaires du parc;Non;Non;https://www.paris.fr/lieux/square-heloise-et-abelard-2498;"{""coordinates"": [2.369854778458344, 48.83122069411921], ""type"": ""Point""}";48.83122069411921, 2.369854778458344;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75016;WC;En service;93 avenue de l' hippodrome;Horaires du parc;Oui;Non;https://www.paris.fr/lieux/parc-de-bagatelle-1808;"{""coordinates"": [2.252324088204249, 48.865617431628074], ""type"": ""Point""}";48.865617431628074, 2.252324088204249;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75016;Sanisette;En service;16 av du parc des princes;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.2546109993780084, 48.84122600012948], ""type"": ""Point""}";48.84122600012948, 2.2546109993780084;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75018;Sanisette;En service;34 bd de clichy;24/24h;Oui;Non;;"{""coordinates"": [2.336451000082447, 48.882676999876686], ""type"": ""Point""}";48.882676999876686, 2.336451000082447;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75003;Sanisette;En service;9 bd du temple;24/24h;Oui;Non;;"{""coordinates"": [2.3663139998987983, 48.86356900029383], ""type"": ""Point""}";48.86356900029383, 2.3663139998987983;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75012;Sanisette;En service;98 v qu de la rapee;24/24h;Oui;Non;;"{""coordinates"": [2.3670590005979135, 48.84601399979751], ""type"": ""Point""}";48.84601399979751, 2.3670590005979135;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75013;Sanisette;En service;46 av d'italie;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.356523000078744, 48.82806899973039], ""type"": ""Point""}";48.82806899973039, 2.356523000078744;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75014;WC;En service;28 boulevard jourdan;Horaires du parc;Oui;Non;https://www.paris.fr/lieux/jardin-et-aire-de-jeux-de-la-zac-alesia-montsouris-2867;"{""coordinates"": [2.3398489381239456, 48.8241625789515], ""type"": ""Point""}";48.8241625789515, 2.3398489381239456;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75017;WC;En service;12 rue du colonel manhes;Horaires du parc;Non;Non;https://www.paris.fr/lieux/jardin-paul-didier-ex-colonel-manhes-2819;"{""coordinates"": [2.320485641171495, 48.8954612989361], ""type"": ""Point""}";48.8954612989361, 2.320485641171495;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75018;Lavatory;En service;1 rue lamarck;11h00-19h00;Non;Non;;"{""coordinates"": [2.3438632119121188, 48.88626726174863], ""type"": ""Point""}";48.88626726174863, 2.3438632119121188;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75018;Sanisette;En service;74 av de saint-ouen;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3271440004547537, 48.89191899977726], ""type"": ""Point""}";48.89191899977726, 2.3271440004547537;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75019;Sanisette;En service;3 rue botzaris;24/24h;Oui;Non;;"{""coordinates"": [2.3812450003177807, 48.87788200035503], ""type"": ""Point""}";48.87788200035503, 2.3812450003177807;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75002;Sanisette;En service;85 bd de sebastopol;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3516230003101315, 48.864851999714816], ""type"": ""Point""}";48.864851999714816, 2.3516230003101315;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75005;Sanisette;En service;26 rue buffon;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3562390003168203, 48.841318000011505], ""type"": ""Point""}";48.841318000011505, 2.3562390003168203;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75011;Sanisette;En service;14 pl de la bastille;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.369807000478822, 48.853532000369576], ""type"": ""Point""}";48.853532000369576, 2.369807000478822;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75013;WC;En service;34 rue du dessous des berges;Horaires du parc;Non;Non;https://www.paris.fr/lieux/jardin-berthe-morisot-2561;"{""coordinates"": [2.3748344955656324, 48.826202786392535], ""type"": ""Point""}";48.826202786392535, 2.3748344955656324;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75011;WC;Hors service;90 rue de la  roquette;Horaires du parc;Oui;Non;https://www.paris.fr/lieux/square-francis-lemarque-2844;"{""coordinates"": [2.3766995953652805, 48.85600860592317], ""type"": ""Point""}";48.85600860592317, 2.3766995953652805;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75016;Sanisette;En service;3 x sq lamartine;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.275176000119446, 48.86518199958975], ""type"": ""Point""}";48.86518199958975, 2.275176000119446;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75018;WC;En service;7 nd cd/18;Horaires du parc;Oui;Non;;"{""coordinates"": [2.362718132802322, 48.89705716284851], ""type"": ""Point""}";48.89705716284851, 2.362718132802322;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75020;Sanisette;En service;1v pl henri malberg;06h00 - 23h59;Oui;Non;;"{""coordinates"": [2.3897390006371526, 48.87365699955662], ""type"": ""Point""}";48.87365699955662, 2.3897390006371526;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75020;Sanisette;En service;139 v bd de menilmontant;24/24h;Oui;Non;;"{""coordinates"": [2.3833749997622435, 48.866766000213], ""type"": ""Point""}";48.866766000213, 2.3833749997622435;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75001;Sanisette;En service;19 av victoria;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.346546000463207, 48.85797799960644], ""type"": ""Point""}";48.85797799960644, 2.346546000463207;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75003;WC;En service;50 rue de bretagne;Horaires du parc;Non;Oui;https://www.paris.fr/lieux/square-du-temple-elie-wiesel-2425;"{""coordinates"": [2.360499743483085, 48.86428649324811], ""type"": ""Point""}";48.86428649324811, 2.360499743483085;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
