Nom de l'arrêt;Coordonnées OSM;ArTGeopoint;ID ArR;id_arr;ArTId;Code de ligne (OSM);Distance (km);Distance (m);Geo Shape;wheelchair;source:wheelchair;ArTName;Zone de transport;bench;bin;lit;shelter;tactile_paving;FournisseurId;FournisseurName;ArTTown;ArTPostalRegion;ArTPublicCode
Chemin des Ranges;48.4579421,2.7456739;48.45793862906867, 2.745668196766528;426133;426133;50112970;7;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.7456739, 48.4579421]}";yes;STIF 2018-07;Chemin des Ranges;5;;;;;;14;LUG - PARIS;Samois-sur-Seine;77441;-
Lecourbe;48.8386215,2.2944451;48.838616336336145, 2.294409434379058;36927;36927;50245188;TRAVERSE;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.2944451, 48.8386215]}";no;STIF 2018-07;Lecourbe;1;no;no;yes;no;no;875;SRL PARIS;Paris 15e;75115;-
Rue en Pente;48.1856471,2.749857;48.18563007647187, 2.7498190742944892;33939;33939;50192203;14B;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.749857, 48.1856471]}";yes;STIF 2018-07;Rue en Pente;5;;;;;;517;VALLEE DU LOING - NEMOURS;Souppes-sur-Loing;77458;-
Rue de la Louveterie;48.746088,1.963486;48.74608140040084, 1.963472806261766;418855;418855;50201595;39-17;0.0;0;"{""type"": ""Point"", ""coordinates"": [1.963486, 48.746088]}";yes;STIF 2018-07;Rue de Louveterie;5;;;;;;530;CENTRE ET SUD YVELINES;Le Mesnil-Saint-Denis;78397;-
Jean Monnet;48.7689605,2.0621908;48.76897029059662, 2.0621727276784987;2857;2857;50202693;;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.0621908, 48.7689605]}";yes;STIF 2018-07;Jean Monnet;5;yes;yes;;yes;;538;LIGNES ILE-DE-FRANCE OUEST;Guyancourt;78297;-
Le Breuil;48.698487,2.026752;48.69849951983558, 2.026693579579718;420391;420391;50200733;5330;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.026752, 48.698487]}";yes;STIF 2018-07;Le Breuil;5;no;no;no;no;no;530;CENTRE ET SUD YVELINES;Chevreuse;78160;-
Chapeau Gendarme;48.722888,2.123306;48.72290554873827, 2.123333721936742;4815;4815;50176080;10;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.123306, 48.722888]}";yes;STIF 2018-07;Chapeau Gendarme;5;yes;;;yes;;526;PARIS SACLAY;Villiers-le-Bâcle;91679;-
Garage;48.7065151,2.0355989;48.70653204367458, 2.0355410461520598;4516;4516;50200291;39-103;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.0355989, 48.7065151]}";yes;STIF 2018-07;Garage;5;no;no;no;no;no;530;CENTRE ET SUD YVELINES;Chevreuse;78160;-
Gare de la Verrière;48.7549309,1.9440412;48.75493338365731, 1.9440889076250387;20716;20716;50200697;"39-17;402;415;448";0.0;0;"{""type"": ""Point"", ""coordinates"": [1.9440412, 48.7549309]}";yes;;Gare de La Verrière;5;yes;no;;yes;;530;CENTRE ET SUD YVELINES;La Verrière;78644;-
Les Tourelles;48.7161451,2.0622468;48.716117768092154, 2.0622514453878;4624;4624;50177240;"39-103;39-403";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.0622468, 48.7161451]}";;;Les Tourelles;5;;;;no;no;527;VELIZY VALLEES;Saint-Rémy-lès-Chevreuse;78575;-
Grand Mesnil;48.6955106,2.1737791;48.69549861942219, 2.1738230658250206;4841;4841;50200418;"5;39-07";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.1737791, 48.6955106]}";yes;STIF 2018-07;Grand Mesnil;5;no;yes;yes;no;no;530;CENTRE ET SUD YVELINES;Bures-sur-Yvette;91122;-
Jules Michelet;48.7667186,2.071246;48.76670251319208, 2.0712344712622275;"20660;20652";20660;50186227;;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.071246, 48.7667186]}";yes;STIF 2018-07;Jules Michelet;5;yes;yes;;yes;;529;SAINT-QUENTIN-EN-YVELINES;Guyancourt;78297;-
Fond Fanet;48.709295,2.1271999;48.709270519992295, 2.1271777430145686;420396;420396;50176073;"10;11";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.1271999, 48.709295]}";yes;STIF 2018-07;Fond Fanet;5;no;;;no;no;526;PARIS SACLAY;Gif-sur-Yvette;91272;-
Raoul Dautry - CEA Porte Est;48.7237852,2.1561967;48.72374524573893, 2.15621953205175;22728;22728;50176023;"9;10;91-06;91-10";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.1561967, 48.7237852]}";yes;;Raoul Dautry - CEA Porte Est;4;yes;yes;yes;yes;no;526;PARIS SACLAY;Saclay;91534;-
Arpajon RER;48.5864155,2.2408418;48.58641679442687, 2.2407769924366154;2734;2734;50192634;;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.2408418, 48.5864155]}";yes;;Gare d'Arpajon;5;no;no;;no;no;525;CŒUR D’ESSONNE;Arpajon;91021;-
Rond-Point du Golf;48.6295108,2.0819574;48.629529779359544, 2.0819604104870217;4709;4709;50174400;39-18;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.0819574, 48.6295108]}";yes;STIF 2018-07;Rond-Point du Golf;5;;;;;;900;EX DSP 24;Forges-les-Bains;91249;-
Adelaïau;48.6274434,2.1038662;48.6274026724801, 2.1038590965743134;4699;4699;50199614;39-18;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.1038662, 48.6274434]}";yes;STIF 2018-07;Adelaïau;5;no;no;yes;no;no;530;CENTRE ET SUD YVELINES;Forges-les-Bains;91249;-
Machery;48.6027425,2.0859098;48.60274398167238, 2.0859022955808713;4838;4838;50174441;"39-38;6";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.0859098, 48.6027425]}";yes;STIF 2018-07;Machery;5;;;;;;900;EX DSP 24;Vaugrigneuse;91634;-
Bel Air;48.6127953,2.1667176;48.61278218217327, 2.166676638528442;4684;4684;50192888;"4463;4504;5278;5285;5359";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.1667176, 48.6127953]}";;;Bel Air;5;yes;yes;yes;yes;no;525;CŒUR D’ESSONNE;Fontenay-lès-Briis;91243;-
Bel Air;48.6127953,2.1667176;48.612800361221126, 2.1667034814755124;4684;4684;50238779;"4463;4504;5278;5285;5359";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.1667176, 48.6127953]}";;;Bel Air;5;yes;yes;yes;yes;no;524;ESSONNE SUD OUEST;Fontenay-lès-Briis;91243;-
Le Corbusier;48.7651869,2.0692543;48.76519352703943, 2.0691932194736378;20651;20651;50186196;;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.0692543, 48.7651869]}";yes;STIF 2018-07;Le Corbusier;5;no;no;;no;;529;SAINT-QUENTIN-EN-YVELINES;Guyancourt;78297;-
Roland Garros;48.7631139,2.1174375;48.7631043302052, 2.1174477985758027;413464;413464;50177308;"261;264";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.1174375, 48.7631139]}";;;Roland Garros;4;;;;;;527;VELIZY VALLEES;Buc;78117;-
Chemin des Regains;48.7042955,2.039571;48.70426176874594, 2.039564852723225;4508;4508;50199942;"39-303;39-003;39-027";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.039571, 48.7042955]}";yes;STIF 2018-07;Chemin des Regains;5;no;no;yes;no;no;530;CENTRE ET SUD YVELINES;Chevreuse;78160;-
Geneviève Aubé;48.743807,2.083562;48.74381653150432, 2.0835690192632703;20982;20982;50177292;"5142;6160;5197";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.083562, 48.743807]}";yes;STIF 2018-07;Geneviève Aubé;5;no;no;yes;no;no;527;VELIZY VALLEES;Magny-les-Hameaux;78356;-
Mairie - Centre Administratif;48.8209889,2.2891293;48.820993236246316, 2.289131782511904;"421413;22332";22332;50227308;"N62;Vanves";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.2891293, 48.8209889]}";yes;STIF 2018-07;Mairie de Vanves - Centre Administratif;2;yes;yes;yes;yes;no;540;CROIX DU SUD;Vanves;92075;-
Place;48.6234983,2.1249681;48.62349335043282, 2.1249308527537485;4673;4673;50238834;39-18;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.1249681, 48.6234983]}";yes;STIF 2018-07;Briis Place;5;no;no;yes;yes;no;524;ESSONNE SUD OUEST;Briis-sous-Forges;91111;-
Place de la Mairie de Villiers;48.725787,2.126025;48.72578558631406, 2.1260180974811593;4819;4819;50176082;10;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.126025, 48.725787]}";yes;STIF 2018-07;Place de la Mairie de Villiers-le-Bâcle;5;yes;no;yes;yes;no;526;PARIS SACLAY;Villiers-le-Bâcle;91679;-
Pont Pierre;48.7032408,2.0355307;48.70327543311447, 2.0354924252720195;4847;4847;50201410;39-303;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.0355307, 48.7032408]}";yes;STIF 2018-07;Pont Pierre;5;;;;no;;530;CENTRE ET SUD YVELINES;Chevreuse;78160;-
Petits Ponts;48.7069966,2.0374895;48.70701552046118, 2.037489206229566;4531;4531;50201298;"39-103;39-17;39-403;39-003;39-017";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.0374895, 48.7069966]}";;;Petits Ponts;5;yes;yes;;yes;;530;CENTRE ET SUD YVELINES;Chevreuse;78160;-
Gérard Philipe;48.8041998,2.0530405;48.80421065911284, 2.0530834656623873;415390;415390;50194900;;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.0530405, 48.8041998]}";;;Gérard Philipe;5;no;yes;;no;;528;GRAND VERSAILLES;Saint-Cyr-l'École;78545;-
Bois Robert;48.7887003,2.0587132;48.78867685123254, 2.0587013350254155;21091;21091;50186184;;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.0587132, 48.7887003]}";yes;;Bois Robert;5;yes;yes;;yes;no;529;SAINT-QUENTIN-EN-YVELINES;Guyancourt;78297;-
Parc de L'Abbaye;48.8018508,2.0615152;48.801857681952974, 2.0615133429583175;"415377;415374";415377;50195132;;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.0615152, 48.8018508]}";;;Parc de l'Abbaye;5;yes;yes;yes;yes;no;528;GRAND VERSAILLES;Saint-Cyr-l'École;78545;-
Gare de Yerres;48.706964,2.4829849;48.70697147816321, 2.4829712084686704;8545;8545;50180596;;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.4829849, 48.706964]}";;;Gare de Yerres;4;no;;;yes;;520;VAL D’YERRES VAL DE SEINE;Yerres;91691;-
Yvonne - Madeleine;48.7068182,2.5142757;48.706806249566725, 2.51428434472473;17016;17016;50180074;4111;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.5142757, 48.7068182]}";no;STIF 2018-07;Yvonne Madeleine;5;no;yes;yes;no;yes;520;VAL D’YERRES VAL DE SEINE;Brunoy;91114;-
Édouard Branly;48.7060364,2.5303575;48.70604304073371, 2.530341036237206;17189;17189;50180146;C;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.5303575, 48.7060364]}";no;STIF 2018-07;Edouard Branly;4;no;;;no;no;520;VAL D’YERRES VAL DE SEINE;Villecresnes;94075;-
Édouard Branly;48.7057969,2.5310717;48.705811970298704, 2.531049780776433;17385;17385;50180254;C;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.5310717, 48.7057969]}";no;STIF 2018-07;Edouard Branly;4;no;no;yes;no;no;520;VAL D’YERRES VAL DE SEINE;Mandres-les-Roses;94047;-
Albert Camus;48.7066321,2.520004;48.70664025258613, 2.519939326839644;13147;13147;50180255;4111;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.520004, 48.7066321]}";no;STIF 2018-07;Albert Camus;5;no;;;no;no;520;VAL D’YERRES VAL DE SEINE;Brunoy;91114;-
Lycée Charles le Chauve;48.7980424,2.6490811;48.798047619805075, 2.649095829116843;21544;21544;50222979;A;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.6490811, 48.7980424]}";no;STIF 2018-07;Lycée Charles le Chauve;5;;;;yes;;599;GC MARNE ET BRIE;Roissy-en-Brie;77390;-
Techniparc;48.6230519,2.3154629;48.62304079621799, 2.3154837559414134;3656;3656;50189429;"DM2 B;227-01";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.3154629, 48.6230519]}";no;STIF 2018-07;Techniparc;5;;;;;;525;CŒUR D’ESSONNE;Saint-Michel-sur-Orge;91570;-
Chemin de Brétigny;48.6225233,2.3199277;48.622517303092714, 2.3198867667454697;477050;477050;50192785;"DM2 B;227-01";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.3199277, 48.6225233]}";no;STIF 2018-07;Chemin de Brétigny;5;;;;;;525;CŒUR D’ESSONNE;Saint-Michel-sur-Orge;91570;-
Piscine des Sénarts;48.6906093,2.52574;48.690616998006995, 2.5257245864321525;2740;2740;50180033;;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.52574, 48.6906093]}";;;Piscine des Sénarts;5;yes;;;yes;no;520;VAL D’YERRES VAL DE SEINE;Boussy-Saint-Antoine;91097;-
Thibaudières;48.6872919,2.5340634;48.68729481764891, 2.5340551325489407;16975;16975;50180035;"S;X";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.5340634, 48.6872919]}";;;Thibaudières;5;yes;;;yes;no;520;VAL D’YERRES VAL DE SEINE;Boussy-Saint-Antoine;91097;-
Petit Château;48.6976427,2.4962847;48.69767386498457, 2.496243242121178;16994;16994;50180052;"E;X";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.4962847, 48.6976427]}";;;Petit Château;5;yes;;;yes;no;520;VAL D’YERRES VAL DE SEINE;Brunoy;91114;-
Grands Godeaux;48.7088259,2.488531;48.70885735034361, 2.488538290529194;13122;13122;50180189;X;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.488531, 48.7088259]}";;;Grands Godeaux;4;;;;no;;520;VAL D’YERRES VAL DE SEINE;Yerres;91691;-
Gare de Brétigny;48.6067164,2.3009455;48.60670148453755, 2.3009257944152948;39851;39851;50189520;;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.3009455, 48.6067164]}";yes;STIF 2018-07;Gare de Brétigny Brossolette;5;no;yes;yes;yes;no;525;CŒUR D’ESSONNE;Brétigny-sur-Orge;91103;-
Revol;48.6020984,2.2989269;48.60210185102504, 2.2988984699021437;426783;426783;50189367;"DM13;DM19;227-02B";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.2989269, 48.6020984]}";no;STIF 2018-07;Revol;5;yes;yes;no;yes;no;525;CŒUR D’ESSONNE;Brétigny-sur-Orge;91103;-
Gare;48.6156722,2.2682136;48.61564421823309, 2.2681920846021932;3129;3129;50192638;DM13;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.2682136, 48.6156722]}";yes;STIF 2018-07;Gare;5;yes;;;yes;;525;CŒUR D’ESSONNE;Leuville-sur-Orge;91333;-
Paul Fort;48.616892,2.265484;48.61686878109751, 2.2654615621901315;3134;3134;50189270;DM13;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.265484, 48.616892]}";yes;;Paul Fort;5;yes;;;yes;;525;CŒUR D’ESSONNE;Leuville-sur-Orge;91333;-
Petits Prés;48.6308961,2.2725136;48.630881828170374, 2.2724980600777487;3145;3145;50195619;;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.2725136, 48.6308961]}";no;STIF 2018-07;Petits Prés;5;;;;;;100;PARISSACLAYMOBILITES;Linas;91339;-
Église;48.6199387,2.2663037;48.61992332596806, 2.2662870438196663;3125;3125;50192682;DM13;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.2663037, 48.6199387]}";no;STIF 2018-07;Eglise;5;;;;;;525;CŒUR D’ESSONNE;Leuville-sur-Orge;91333;-
Église;48.6199387,2.2663037;48.61994123170292, 2.266273225039875;3125;3125;50176773;DM13;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.2663037, 48.6199387]}";no;STIF 2018-07;Eglise;5;;;;;;526;PARIS SACLAY;Leuville-sur-Orge;91333;-
Paul Fort;48.6168639,2.2657855;48.61682573179649, 2.265774207579425;3133;3133;50189269;DM13;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.2657855, 48.6168639]}";yes;;Paul Fort;5;no;;;no;;525;CŒUR D’ESSONNE;Leuville-sur-Orge;91333;-
Bois Badeau;48.6043978,2.2819756;48.60437576495267, 2.2819675901594656;2914;2914;50192869;DM13;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.2819756, 48.6043978]}";no;STIF 2018-07;Bois Badeau;5;no;no;no;no;no;525;CŒUR D’ESSONNE;Brétigny-sur-Orge;91103;-
Capucines;48.562092,2.306415;48.562088300482436, 2.306440533145634;411613;411613;50192828;101;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.306415, 48.562092]}";no;STIF 2018-07;Capucines;5;;;;;;525;CŒUR D’ESSONNE;Marolles-en-Hurepoix;91376;-
Ecole;48.5496094,2.2702115;48.54960981266048, 2.2701572349652466;477011;477011;50192695;4553;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.2702115, 48.5496094]}";no;STIF 2018-07;Ecole Cheptainville;5;;;;;;525;CŒUR D’ESSONNE;Cheptainville;91156;-
Château d'Eau;48.351062,1.988282;48.351041781100456, 1.9882226180192029;3315;3315;50238889;330;0.0;0;"{""type"": ""Point"", ""coordinates"": [1.988282, 48.351062]}";;;Château d'eau;5;;;;;;524;ESSONNE SUD OUEST;Pussay;91511;-
Relais Cocatrix;48.500022,2.197355;48.500012476855545, 2.197355408483853;11987;11987;50239546;;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.197355, 48.500022]}";;;Relais Cocatrix;5;;;;;;524;ESSONNE SUD OUEST;Étréchy;91226;-
Château d'Eau;48.350826,1.988253;48.350825872231056, 1.9882267687877015;19663;19663;50174897;330;0.0;0;"{""type"": ""Point"", ""coordinates"": [1.988253, 48.350826]}";no;STIF 2018-07;Château d'Eau;5;;;;;;900;EX DSP 24;Pussay;91511;-
La Ferme;48.4796088,2.3341247;48.47959963574603, 2.3341602917292117;11855;11855;50182213;319;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.3341247, 48.4796088]}";;;La Ferme;5;;;;;;531;ESSONE SUD EST;Cerny;91129;-
Libération;48.7204253,2.5656221;48.720441907452454, 2.565609223679466;14944;14944;50187829;21;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.5656221, 48.7204253]}";no;STIF 2019-01;Libération;5;yes;yes;;yes;;513;PAYS BRIARD;Santeny;94070;-
Soucy;48.6082135,2.1667533;48.60819464360035, 2.166708952599177;31378;31378;50239637;63;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.1667533, 48.6082135]}";;;Soucy;5;yes;;;yes;;524;ESSONNE SUD OUEST;Fontenay-lès-Briis;91243;-
Soucy;48.6082135,2.1667533;48.60819483344503, 2.1667360794771895;31378;31378;50174387;63;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.1667533, 48.6082135]}";;;Soucy;5;yes;;;yes;;900;EX DSP 24;Fontenay-lès-Briis;91243;-
Le Val;48.5654746,2.0604919;48.565446635996516, 2.0604612917694975;31517;31517;50174401;63;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.0604919, 48.5654746]}";;;Le Val;5;;;;;;900;EX DSP 24;Le Val-Saint-Germain;91630;-
Les Loges;48.563662,2.049049;48.56365562690478, 2.049040575579882;31677;31677;50239279;63;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.049049, 48.563662]}";;;Les Loges;5;;;;;;524;ESSONNE SUD OUEST;Saint-Cyr-sous-Dourdan;91546;-
Galloterie;48.5950504,2.1535037;48.59505812975446, 2.1535598172947585;"31377;31376";31377;50174386;63;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.1535037, 48.5950504]}";;;Galloterie;5;;;;;;900;EX DSP 24;Fontenay-lès-Briis;91243;-
Hoche-Métro;48.8911965,2.4030183;48.891225425488486, 2.403008147363171;22568;22568;50233183;PtitBus;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.4030183, 48.8911965]}";yes;STIF 2019-01;Hoche - Métro;2;yes;yes;yes;yes;yes;544;TRANSDEV OURCQ;Pantin;93055;-
Convention;48.8829576,2.4113137;48.88295680938823, 2.4113118915504317;29322;29322;50233191;"249;PtitBus";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.4113137, 48.8829576]}";no;STIF 2019-01;Convention;2;yes;no;;yes;no;544;TRANSDEV OURCQ;Le Pré-Saint-Gervais;93061;-
Pommiers;48.9695349,1.9758319;48.96954368426167, 1.9758188482666377;13520;13520;50167021;29;0.0;0;"{""type"": ""Point"", ""coordinates"": [1.9758319, 48.9695349]}";;;Pommiers;5;no;no;yes;no;yes;534;POISSY - LES MUREAUX;Vernouillet;78643;-
L'Agiot;48.7634027,1.9547775;48.76338342420981, 1.954761735065455;20823;20823;50186122;;0.0;0;"{""type"": ""Point"", ""coordinates"": [1.9547775, 48.7634027]}";;;L'Agiot;5;no;no;;no;yes;529;SAINT-QUENTIN-EN-YVELINES;Élancourt;78208;-
Église de Colombes;48.9232216,2.2513679;48.923216477739494, 2.251352701776235;36268;36268;50229880;"167;176;276;378;366;566";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.2513679, 48.9232216]}";no;STIF 2019-01;Église de Colombes;3;yes;yes;yes;yes;no;541;DEFENSE SEINE OUEST;Colombes;92025;-
Rhin et Danube;48.9232239,2.2565077;48.92323060995501, 2.256511031943191;8069;8069;50229863;"167;366;304;566;378";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.2565077, 48.9232239]}";no;STIF 2019-01;Rhin et Danube;3;yes;yes;;no;;541;DEFENSE SEINE OUEST;Colombes;92025;-
Place Mermoz;48.9028307,2.2740326;48.902833548713744, 2.2740043551988043;26860;26860;50124492;"167;275;N52";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.2740326, 48.9028307]}";yes;STIF 2019-01;Place Mermoz;3;yes;yes;;yes;;59;RATP;Courbevoie;92026;-
Pompidou;48.8965712,2.2780885;48.89658128437592, 2.2781425916007887;36549;36549;50198459;"167;238;275;94";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.2780885, 48.8965712]}";no;STIF 2019-01;Pont de Levallois;3;yes;yes;yes;yes;no;110;RATP CAP EXPERTISES;Levallois-Perret;92044;-
Pont de Levallois - Bécon Métro;48.8967604,2.2806431;48.896758167922876, 2.280636246928591;7866;7866;50229872;;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.2806431, 48.8967604]}";yes;STIF 2019-01;Pont de Levallois - Bécon;2;yes;no;yes;yes;no;541;DEFENSE SEINE OUEST;Levallois-Perret;92044;-
Place Mermoz;48.9022861,2.2749863;48.90226414571691, 2.2750217588919304;36824;36824;50124561;"167;275;N52";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.2749863, 48.9022861]}";yes;STIF 2019-01;Place Mermoz;3;yes;yes;yes;yes;no;59;RATP;Courbevoie;92026;-
Place de Belgique;48.9031849,2.2689678;48.90316254835557, 2.2689523655656054;8082;8082;50124560;"167;J;L;N52";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.2689678, 48.9031849]}";yes;STIF 2019-01;Place de Belgique;3;yes;yes;yes;yes;no;59;RATP;Courbevoie;92026;-
La Paix;48.9162008,2.2721181;48.91617674169144, 2.2720852924971933;8074;8074;50218248;"167;178;N52";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.2721181, 48.9162008]}";yes;STIF 2019-01;La Paix;3;yes;yes;no;yes;no;542;BOUCLE NORD DE SEINE;Bois-Colombes;92009;-
La Paix;48.9162008,2.2721181;48.91617674169144, 2.2720852924971933;8074;8074;50124555;"167;178;N52";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.2721181, 48.9162008]}";yes;STIF 2019-01;La Paix;3;yes;yes;no;yes;no;59;RATP;Bois-Colombes;92009;-
Victor Hugo;48.9209344,2.2635001;48.920935597058296, 2.263503437406892;23542;23542;50229908;167;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.2635001, 48.9209344]}";yes;STIF 2019-01;Victor Hugo;3;no;no;no;yes;no;541;DEFENSE SEINE OUEST;Colombes;92025;-
Les Saules;48.9304636,2.2450878;48.93045249001731, 2.245079310577475;28378;28378;50229828;"167;164";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.2450878, 48.9304636]}";yes;STIF 2019-01;Les Saules;3;;;;;;541;DEFENSE SEINE OUEST;Colombes;92025;-
Pépinière;48.8780044,2.5647719;48.87801033082898, 2.564785953037251;427746;427746;50222586;701;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.5647719, 48.8780044]}";;;Pépinière;4;;;;;;599;GC MARNE ET BRIE;Gagny;93032;-
Paul de Kock;48.8763594,2.569742;48.87637337898676, 2.5697079552806086;427750;427750;50222587;701;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.569742, 48.8763594]}";;;Paul de Kock;4;;;;;;599;GC MARNE ET BRIE;Gagny;93032;-
Gare de Chelles - Gournay;48.8743711,2.5842302;48.874392287048, 2.58424421726055;495791;495791;50222330;701;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.5842302, 48.8743711]}";;;Gare de Chelles - Gournay;4;no;no;yes;no;no;599;GC MARNE ET BRIE;Chelles;77108;-
Gare de Coulommiers;48.8078018,3.0823593;48.807797793295904, 3.082363808793076;6173;6173;50117245;"01;3;3A;3B;03A;03B;17;41A;41B;42;A;B;C;N138";0.0;0;"{""type"": ""Point"", ""coordinates"": [3.0823593, 48.8078018]}";yes;STIF 2018-07;Coulommiers;5;yes;;;yes;yes;1;SNCF;Coulommiers;77131;-
RN36;48.5821882,2.7131546;48.58217797284214, 2.713177779045468;6644;6644;50179629;"01;G";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.7131546, 48.5821882]}";;;RN36;5;yes;;;yes;;512;BRIE ET 2 MORIN;Saint-Germain-Laxis;77410;-
Centre - D222;48.8230903,3.1381024;48.823089456926795, 3.1380533447271053;6060;6060;50178859;01;0.0;0;"{""type"": ""Point"", ""coordinates"": [3.1381024, 48.8230903]}";;;Centre D222;5;;;;;;512;BRIE ET 2 MORIN;Boissy-le-Châtel;77042;-
Gare Routière des Clayes;48.8237553,1.9912858;48.8237441504812, 1.9912557229344894;5679;5679;50186057;"8;20;44";0.0;0;"{""type"": ""Point"", ""coordinates"": [1.9912858, 48.8237553]}";;;Gare Routière des Clayes;5;yes;;;yes;;529;SAINT-QUENTIN-EN-YVELINES;Les Clayes-sous-Bois;78165;-
Gare Routière des Clayes;48.8237553,1.9912858;48.8237713584738, 1.991282439274175;5679;5679;50200372;"8;20;44";0.0;0;"{""type"": ""Point"", ""coordinates"": [1.9912858, 48.8237553]}";;;Gare Routière des Clayes;5;yes;;;yes;;530;CENTRE ET SUD YVELINES;Les Clayes-sous-Bois;78165;-
Division Leclerc;48.8005111,2.0732745;48.800501260267396, 2.073260388484804;472229;472229;50186616;"40;44;52;53";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.0732745, 48.8005111]}";;;Division Leclerc;5;no;no;;no;;529;SAINT-QUENTIN-EN-YVELINES;Saint-Cyr-l'École;78545;-
Toit et Joie;48.8251841,1.9862232;48.82520355190491, 1.9862146762491282;5711;5711;50201751;;0.0;0;"{""type"": ""Point"", ""coordinates"": [1.9862232, 48.8251841]}";;;Toit et Joie;5;yes;yes;yes;yes;no;530;CENTRE ET SUD YVELINES;Les Clayes-sous-Bois;78165;-
Place Mandela;48.8223992,1.9727869;48.82236345816556, 1.9727578266395802;5699;5699;50186080;;0.0;0;"{""type"": ""Point"", ""coordinates"": [1.9727869, 48.8223992]}";;;Place Mandela;5;no;;;no;;529;SAINT-QUENTIN-EN-YVELINES;Les Clayes-sous-Bois;78165;-
