Nom de l'arrêt;Coordonnées OSM;ArTGeopoint;ID ArR;id_arr;ArTId;Code de ligne (OSM);Distance (km);Distance (m);Geo Shape;wheelchair;source:wheelchair;ArTName;Zone de transport;bench;bin;lit;shelter;tactile_paving;FournisseurId;FournisseurName;ArTTown;ArTPostalRegion;ArTPublicCode
Sequigny;48.643264,2.3244977;48.642558862880406, 2.319897753673613;12016;12016;50189413;4;0.35;350;"{""type"": ""Point"", ""coordinates"": [2.3244977, 48.643264]}";no;STIF 2019-01;Sequigny;5;;;;;;525;CŒUR D’ESSONNE;Sainte-Geneviève-des-Bois;91549;-
Sequigny;48.643264,2.3244977;48.642549868336594, 2.3198978705770177;12016;12016;50207064;4;0.35;350;"{""type"": ""Point"", ""coordinates"": [2.3244977, 48.643264]}";no;STIF 2019-01;Séquigny;5;;;;;;523;EVRY CENTRE ESSONNE;Sainte-Geneviève-des-Bois;91549;-
Rue du Château d'Eau;48.8465894,2.9005933;48.845850271441655, 2.8960468919724307;11061;11061;50179868;8B;0.34;340;"{""type"": ""Point"", ""coordinates"": [2.9005933, 48.8465894]}";;;Rue du Château d'eau;5;;;;;;512;BRIE ET 2 MORIN;Voulangis;77529;-
Clos des Vignes;48.8733877,2.0781353;48.875998195911414, 2.080452473705118;34642;34642;50174256;15;0.34;340;"{""type"": ""Point"", ""coordinates"": [2.0781353, 48.8733877]}";;;Sabotte;4;no;no;no;no;no;532;SAINT GERMAIN BOUCLES DE SEINE;Mareil-Marly;78367;-
Gare de Ponthierry Pringy;48.5349108,2.5440878;48.53257121687509, 2.54675342608197;481364;481364;50168991;"3604;3630;3631;3632;4250";0.33;330;"{""type"": ""Point"", ""coordinates"": [2.5440878, 48.5349108]}";no;STIF 2018-07;Gare de Ponthierry-Pringy;5;;;;;;518;GRAND MELUN;Saint-Fargeau-Ponthierry;77407;-
Gare de Saint-Cyr l'École;48.7988818,2.0716375;48.80041973165137, 2.0755083302041926;415365;415365;50234619;;0.33;330;"{""type"": ""Point"", ""coordinates"": [2.0716375, 48.7988818]}";;;Gare de Saint-Cyr;5;yes;yes;;yes;;765;T12-T13;Saint-Cyr-l'École;78545;-
Gare de Ponthierry Pringy;48.5341019,2.5483373;48.534881860494735, 2.5440650002050975;481364;481364;50205925;;0.33;330;"{""type"": ""Point"", ""coordinates"": [2.5483373, 48.5341019]}";;;Gare de Ponthierry-Pringy;;;;;;;523;EVRY CENTRE ESSONNE;Saint-Fargeau-Ponthierry;77407;-
Gare de Saint-Cyr l'École;48.7988818,2.0716375;48.80041973165137, 2.0755083302041926;415365;415365;50120915;;0.33;330;"{""type"": ""Point"", ""coordinates"": [2.0716375, 48.7988818]}";;;Saint-Cyr;5;yes;yes;;yes;;1;SNCF;Saint-Cyr-l'École;78545;-
Rigaudin;48.9274046,2.7200218;48.92453339377374, 2.7190558948236343;15447;15447;50018791;;0.33;330;"{""type"": ""Point"", ""coordinates"": [2.7200218, 48.9274046]}";;;Néflier;5;;;;;;510;TRANSDEV MARNE LA VALLEE;Annet-sur-Marne;77005;-
Gare de Ponthierry Pringy;48.5341019,2.5483373;48.53491779062241, 2.544051142347841;481364;481364;50169465;;0.33;330;"{""type"": ""Point"", ""coordinates"": [2.5483373, 48.5341019]}";;;Gare de Ponthierry-Pringy;;;;;;;518;GRAND MELUN;Saint-Fargeau-Ponthierry;77407;-
Gare de Ponthierry Pringy;48.5341019,2.5483373;48.53491784256457, 2.5440646873620523;481364;481364;50120943;;0.33;330;"{""type"": ""Point"", ""coordinates"": [2.5483373, 48.5341019]}";;;Ponthierry - Pringy;;;;;;;1;SNCF;Saint-Fargeau-Ponthierry;77407;-
Clos des Vignes;48.8735676,2.0780015;48.875998195911414, 2.080452473705118;34642;34642;50174256;15;0.32;320;"{""type"": ""Point"", ""coordinates"": [2.0780015, 48.8735676]}";;;Sabotte;4;no;no;no;no;no;532;SAINT GERMAIN BOUCLES DE SEINE;Mareil-Marly;78367;-
Chemin des Palais;48.6749286,2.2581082;48.67483346244684, 2.2537681345992486;10341;10341;50176299;;0.32;320;"{""type"": ""Point"", ""coordinates"": [2.2581082, 48.6749286]}";;;Paul Doumer;4;;;;no;;526;PARIS SACLAY;Saulx-les-Chartreux;91587;-
Cimetière;49.076687,1.5932865;49.07420575997486, 1.5955353497335105;14776;14776;50165054;1;0.32;320;"{""type"": ""Point"", ""coordinates"": [1.5932865, 49.076687]}";yes;STIF 2018-07;Gommecourt Cimetière;5;;;;;;535;MANTOIS;Gommecourt;78276;-
Trappes Gare;48.774977,2.0062477;48.77704026958234, 2.0035221933043452;411255;411255;50201502;;0.3;300;"{""type"": ""Point"", ""coordinates"": [2.0062477, 48.774977]}";;;République P.V Couturier;5;;;;;;530;CENTRE ET SUD YVELINES;Trappes;78621;-
RD 88;48.9832818,2.5436173;48.98380028523958, 2.5476144794101017;39254;39254;50185282;23;0.3;300;"{""type"": ""Point"", ""coordinates"": [2.5436173, 48.9832818]}";;;RD 88;5;;;;;;507;TERRES D'ENVOL;Tremblay-en-France;93073;-
Vergers de la Ranchère;48.85057,2.0167051;48.85289882306616, 2.018876013706523;420492;420492;50201802;;0.3;300;"{""type"": ""Point"", ""coordinates"": [2.0167051, 48.85057]}";;;Vergers de la Ranchère;5;;;;;;530;CENTRE ET SUD YVELINES;Saint-Nom-la-Bretèche;78571;-
Campus Sainte-Thérèse;48.7576161,2.6972957;48.758263455887516, 2.6933699126112374;426350;426350;50222782;"A;11";0.3;300;"{""type"": ""Point"", ""coordinates"": [2.6972957, 48.7576161]}";;;Belle Croix 1;5;;;;yes;;599;GC MARNE ET BRIE;Ozoir-la-Ferrière;77350;-
Rue du Lavoir;48.6323456,2.060417;48.62991469491249, 2.058666228745562;"42086;42085";42086;50201631;;0.3;300;"{""type"": ""Point"", ""coordinates"": [2.060417, 48.6323456]}";;;Rue du Lavoir;5;;;;;;530;CENTRE ET SUD YVELINES;Limours;91338;-
RD 88;48.9832818,2.5436173;48.98381832077192, 2.547627984854981;39254;39254;50199357;23;0.3;300;"{""type"": ""Point"", ""coordinates"": [2.5436173, 48.9832818]}";;;RD 88;5;;;;;;508;ROISSY EST;Tremblay-en-France;93073;-
Gare de Triel-sur-Seine;48.9809291,2.0056957;48.97893653394061, 2.002998839560362;"13447;411315";411315;50166956;"5141;6510";0.3;300;"{""type"": ""Point"", ""coordinates"": [2.0056957, 48.9809291]}";;;Pont de Triel;5;yes;no;yes;yes;yes;534;POISSY - LES MUREAUX;Triel-sur-Seine;78624;-
Courbon - Cour aux Bertons;48.789671,2.957613;48.79028852070463, 2.953666344782523;6830;6830;50187228;39;0.3;300;"{""type"": ""Point"", ""coordinates"": [2.957613, 48.789671]}";;;Courbon Cours aux Bertons;5;;;;;;513;PAYS BRIARD;La Celle-sur-Morin;77063;-
Audigers;48.4214015,2.3898776;48.41874446194082, 2.3906566299372303;7269;7269;50182867;284-007;0.3;300;"{""type"": ""Point"", ""coordinates"": [2.3898776, 48.4214015]}";yes;STIF 2018-07;Les Audigers;5;;;;;;531;ESSONE SUD EST;Boutigny-sur-Essonne;91099;-
Clos des Aulnes;49.1524107,1.7990814;49.15175957834647, 1.8029921993349112;462472;462472;50165584;"95-04;95-46;95-48";0.29;290;"{""type"": ""Point"", ""coordinates"": [1.7990814, 49.1524107]}";no;STIF 2019-01;Clos des Aulnes;5;;;;;;501;VEXIN;Magny-en-Vexin;95355;-
Campus Sainte-Thérèse;48.7576161,2.6972957;48.75821862595759, 2.6934245890018063;426350;426350;50187631;"A;11";0.29;290;"{""type"": ""Point"", ""coordinates"": [2.6972957, 48.7576161]}";;;Belle Croix 1;5;;;;yes;;513;PAYS BRIARD;Ozoir-la-Ferrière;77350;-
Branly;48.8727512,2.686108;48.87375887079568, 2.6897179398974633;41656;41656;50025283;;0.29;290;"{""type"": ""Point"", ""coordinates"": [2.686108, 48.8727512]}";;;Branly;;;;;;;510;TRANSDEV MARNE LA VALLEE;Lagny-sur-Marne;77243;-
Gare de Triel-sur-Seine;48.9809291,2.0056957;48.97896407603574, 2.003066621355716;"13447;411315";411315;50181962;"5141;6510";0.29;290;"{""type"": ""Point"", ""coordinates"": [2.0056957, 48.9809291]}";;;Pont de Triel;5;yes;no;yes;yes;yes;535;MANTOIS;Triel-sur-Seine;78624;-
Rue du Lavoir;48.6323456,2.060417;48.63004875201196, 2.058555251104427;"42086;42085";42085;50201630;;0.29;290;"{""type"": ""Point"", ""coordinates"": [2.060417, 48.6323456]}";;;Rue du Lavoir;5;;;;;;530;CENTRE ET SUD YVELINES;Limours;91338;-
Trappes Gare;48.774977,2.0062477;48.776970594162364, 2.00379570658145;411255;411255;50186748;;0.29;290;"{""type"": ""Point"", ""coordinates"": [2.0062477, 48.774977]}";;;République P.V. Couturier;5;;;;;;529;SAINT-QUENTIN-EN-YVELINES;Trappes;78621;-
Centre Commercial;48.9913216,1.7528771;48.990800548943376, 1.7566704766648422;"12526;12527";12527;50089578;"52;K;9;L;7";0.28;280;"{""type"": ""Point"", ""coordinates"": [1.7528771, 48.9913216]}";;;LIMAY Centre commercial;5;;;;;;535;MANTOIS;Limay;78335;-
Poste;48.48659,3.043499;48.4865213822449, 3.047351099038961;425523;425523;50194113;"6;8";0.28;280;"{""type"": ""Point"", ""coordinates"": [3.043499, 48.48659]}";;;Poste;5;;;;;;514;PROVINOIS – BRIE ET SEINE;Villeneuve-les-Bordes;77509;-
Stade;48.5821865,2.1215266;48.584041601655194, 2.1241797476508957;"4855;3388";3388;50192588;;0.28;280;"{""type"": ""Point"", ""coordinates"": [2.1215266, 48.5821865]}";;;Gloriette;5;;;;no;;525;CŒUR D’ESSONNE;Saint-Maurice-Montcouronne;91568;-
Chapelle - Bois Fleuri;48.9182123,1.9926086;48.91628631826165, 1.9950156907484429;39883;39883;50167811;55;0.28;280;"{""type"": ""Point"", ""coordinates"": [1.9926086, 48.9182123]}";no;STIF 2018-07;Chapelle-Bois Fleuri;5;no;no;;no;;534;POISSY - LES MUREAUX;Orgeval;78466;-
Centre Commercial;48.7285264,2.5774252;48.730269546623596, 2.574704861198178;14864;14864;50190017;12;0.28;280;"{""type"": ""Point"", ""coordinates"": [2.5774252, 48.7285264]}";;;Centre Commercial;5;yes;yes;;yes;;521;MARNE ET SEINE;Santeny;94070;-
Centre Commercial;48.7285264,2.5774252;48.730269546623596, 2.574704861198178;14864;14864;50209490;12;0.28;280;"{""type"": ""Point"", ""coordinates"": [2.5774252, 48.7285264]}";;;Centre Commercial;5;yes;yes;;yes;;521;MARNE ET SEINE;Santeny;94070;-
Avenue de l'Europe 1;48.8324784,2.7223189;48.832011235161346, 2.718519233126161;15392;15392;50019413;;0.28;280;"{""type"": ""Point"", ""coordinates"": [2.7223189, 48.8324784]}";;;Avenue de l'Europe 2;;yes;yes;;yes;;510;TRANSDEV MARNE LA VALLEE;Bussy-Saint-Georges;77058;-
Hôtel de Ville du Chesnay;48.8282168,2.1241848;48.82605564860772, 2.1260808221444853;4076;4076;50194962;;0.28;280;"{""type"": ""Point"", ""coordinates"": [2.1241848, 48.8282168]}";;;Hôtel de Ville du Chesnay;4;no;;;no;;528;GRAND VERSAILLES;Chesnay-Rocquencourt;78158;-
Jean-Paul Sartre;48.7013449,2.5246058;48.69953689360431, 2.527287813839211;17072;17072;50180097;C;0.28;280;"{""type"": ""Point"", ""coordinates"": [2.5246058, 48.7013449]}";;;Jean-Paul Sartre;4;;;;;;520;VAL D’YERRES VAL DE SEINE;Épinay-sous-Sénart;91215;-
Mairie d'Aubervilliers;48.9156272,2.381381;48.91330511826509, 2.3803103200179647;22353;22353;50232615;N43;0.27;270;"{""type"": ""Point"", ""coordinates"": [2.381381, 48.9156272]}";no;STIF 2019-01;Mairie d'Aubervilliers;2;no;no;no;no;no;543;PLAINE SAINT-DENIS;Aubervilliers;93001;-
Centre Commercial;48.991141,1.753054;48.990800548943376, 1.7566704766648422;"12526;12527";12527;50089578;"52;K;9;L;7";0.27;270;"{""type"": ""Point"", ""coordinates"": [1.753054, 48.991141]}";;;LIMAY Centre commercial;5;;;;;;535;MANTOIS;Limay;78335;-
Blancheface;48.528605,2.09695;48.52705119643605, 2.094129092504279;"3463;3462";3463;50174924;68-13;0.27;270;"{""type"": ""Point"", ""coordinates"": [2.09695, 48.528605]}";no;STIF 2019-01;Blancheface;5;yes;yes;no;yes;no;900;EX DSP 24;Sermaise;91593;-
Mesnil Racoin;48.4551563,2.2578755;48.456718678995415, 2.260695231919121;11928;11928;50239404;10-20;0.27;270;"{""type"": ""Point"", ""coordinates"": [2.2578755, 48.4551563]}";;;Mesnil Racoin;5;;;;;;524;ESSONNE SUD OUEST;Villeneuve-sur-Auvers;91671;-
Mesnil Racoin;48.4551563,2.2578755;48.45671884744836, 2.260722280877824;11928;11928;50174577;10-20;0.27;270;"{""type"": ""Point"", ""coordinates"": [2.2578755, 48.4551563]}";;;Mesnil Racoin;5;;;;;;900;EX DSP 24;Villeneuve-sur-Auvers;91671;-
Mairie d'Aubervilliers;48.9156272,2.381381;48.913314181306, 2.380323856229225;22353;22353;50149548;N43;0.27;270;"{""type"": ""Point"", ""coordinates"": [2.381381, 48.9156272]}";no;STIF 2019-01;Mairie d'Aubervilliers;2;no;no;no;no;no;59;RATP;Aubervilliers;93001;-
Foch - Marne;48.927029,2.467414;48.92703509015259, 2.4637387658444654;29362;29362;50233699;346;0.27;270;"{""type"": ""Point"", ""coordinates"": [2.467414, 48.927029]}";yes;STIF 2019-01;Foch - Marne;3;;;;;;544;TRANSDEV OURCQ;Le Blanc-Mesnil;93007;-
Château - Fontainebleau;48.4035385,2.6992504;48.40174889703576, 2.696813945371144;7220;7220;50112968;"1;7;9M;21CC;184-014;EXPRESS34";0.27;270;"{""type"": ""Point"", ""coordinates"": [2.6992504, 48.4035385]}";yes;;Château;5;yes;yes;yes;yes;yes;14;LUG - PARIS;Fontainebleau;77186;-
Courbon - Cour aux Bertons;48.789725,2.957519;48.790225727387735, 2.9540883575812846;6829;6829;50178961;2D;0.26;260;"{""type"": ""Point"", ""coordinates"": [2.957519, 48.789725]}";;;Courbon Cour aux bertons;5;;;;;;512;BRIE ET 2 MORIN;La Celle-sur-Morin;77063;-
Rond-Point de l'Europe;49.0193707,2.4642485;49.02153649184509, 2.4657161959921576;"38479;35045";38479;50196985;"32;32ZA;95-18;Filéo";0.26;260;"{""type"": ""Point"", ""coordinates"": [2.4642485, 49.0193707]}";no;STIF 2019-01;Carrefour de l'Europe;5;;;;;;506;ROISSY OUEST;Goussainville;95280;-
Montblu Chemin;48.8242229,3.0659917;48.82606365125267, 3.068077122356393;6863;6863;50179477;12A;0.26;260;"{""type"": ""Point"", ""coordinates"": [3.0659917, 48.8242229]}";;;Montblu Chemin;5;;;;;;512;BRIE ET 2 MORIN;Mouroux;77320;-
Rue du Clos Noyer;48.402517,2.3794788;48.40071658770851, 2.377138302481849;37343;37343;50182326;284-003;0.26;260;"{""type"": ""Point"", ""coordinates"": [2.3794788, 48.402517]}";yes;STIF 2018-07;Rue du Clos Noyer;5;;;;;;531;ESSONE SUD EST;Maisse;91359;-
Courty;48.4007715,2.3811686;48.40236178595149, 2.3786185900220325;7323;7323;50182273;284-003;0.26;260;"{""type"": ""Point"", ""coordinates"": [2.3811686, 48.4007715]}";yes;STIF 2018-07;Courty;5;;;;;;531;ESSONE SUD EST;Maisse;91359;-
École Universalis;49.0514987,2.5023719;49.05381922419007, 2.501706725636131;423521;423521;50197100;FO;0.26;260;"{""type"": ""Point"", ""coordinates"": [2.5023719, 49.0514987]}";;;La Pépinière;5;;;;;;506;ROISSY OUEST;Louvres;95351;-
Gare de Saint-Germain en Laye - Rue Thiers;48.8975538,2.0966229;48.89850047896267, 2.0934774854029916;35094;35094;50202629;27;0.25;250;"{""type"": ""Point"", ""coordinates"": [2.0966229, 48.8975538]}";;;Gare de Saint-Germain en Laye (Rue Thiers);4;yes;yes;yes;yes;no;538;LIGNES ILE-DE-FRANCE OUEST;Saint-Germain-en-Laye;78551;-
Grand Frenneville;48.4130329,2.2958075;48.41172513653495, 2.2930455346600445;7378;7378;50182776;284-002;0.25;250;"{""type"": ""Point"", ""coordinates"": [2.2958075, 48.4130329]}";yes;STIF 2018-07;Grand Freneville;5;;;;;;531;ESSONE SUD EST;Bouville;91100;-
Blunay;48.5031864,3.3862223;48.50546027029943, 3.3862438210345815;10310;10310;50193648;11;0.25;250;"{""type"": ""Point"", ""coordinates"": [3.3862223, 48.5031864]}";;;Blunay Mairie;5;;;;yes;;514;PROVINOIS – BRIE ET SEINE;Melz-sur-Seine;77289;-
Gillevoisin;48.5099812,2.2305447;48.50873292316169, 2.2276715565305727;11815;11815;50174540;"4430;4432;4433;4434";0.25;250;"{""type"": ""Point"", ""coordinates"": [2.2305447, 48.5099812]}";;;Gillevoisin;5;;;;;;900;EX DSP 24;Janville-sur-Juine;91318;-
ZI Charles de Gaulle;48.7023297,2.6224092;48.700419244033505, 2.62072674696295;22733;22733;50178708;16;0.25;250;"{""type"": ""Point"", ""coordinates"": [2.6224092, 48.7023297]}";no;STIF 2018-07;Zone Industrielle Charles de Gaulle;5;;;;;;511;MEAUX ET OURCQ;Brie-Comte-Robert;77053;-
Gillevoisin;48.5099812,2.2305447;48.508732835174264, 2.2276580186982007;11815;11815;50239085;"4430;4432;4433;4434";0.25;250;"{""type"": ""Point"", ""coordinates"": [2.2305447, 48.5099812]}";;;Gillevoisin;5;;;;;;524;ESSONNE SUD OUEST;Janville-sur-Juine;91318;-
Buchet;49.1974834,1.7116994;49.19626550545347, 1.7087489674369893;417132;417132;50165350;"95-47;95-48;95-49";0.25;250;"{""type"": ""Point"", ""coordinates"": [1.7116994, 49.1974834]}";;;Buchet;5;;;;;;501;VEXIN;Buhy;95119;-
Rue de Paris;48.6670109,3.1276878;48.66864771634613, 3.1254509125548964;480402;480402;50194146;;0.25;250;"{""type"": ""Point"", ""coordinates"": [3.1276878, 48.6670109]}";no;STIF 2019-01;Rue de Paris;5;;;;;;514;PROVINOIS – BRIE ET SEINE;Jouy-le-Châtel;77239;-
Villionne;48.3209141,2.5702802;48.32288305577316, 2.571938084208817;12930;12930;50191611;184-001;0.25;250;"{""type"": ""Point"", ""coordinates"": [2.5702802, 48.3209141]}";yes;STIF 2018-07;Villionne;5;;;;;;516;FONTAINEBLEAU - MORET;La Chapelle-la-Reine;77088;-
Cabane Noire;48.8779464,2.740799;48.87826716120511, 2.7441204499498766;41475;41475;50225774;"23;43;N141";0.25;250;"{""type"": ""Point"", ""coordinates"": [2.740799, 48.8779464]}";;;Cabane Noire;5;;;;;;511;MEAUX ET OURCQ;Montévrain;77307;-
Jean Golinelli;49.0583999,2.5386809;49.060027321941554, 2.541039110994164;38588;38588;50197403;R4;0.25;250;"{""type"": ""Point"", ""coordinates"": [2.5386809, 49.0583999]}";no;STIF 2019-01;Jean Golinelli;5;;;;;;506;ROISSY OUEST;Villeron;95675;-
Courbon - Cour aux Bertons;48.789725,2.957519;48.790216754553626, 2.9541428115366326;6829;6829;50187227;2D;0.25;250;"{""type"": ""Point"", ""coordinates"": [2.957519, 48.789725]}";;;Courbon Cours aux Bertons;5;;;;;;513;PAYS BRIARD;Guérard;77219;-
Allée Royale;48.8150851,2.0784485;48.812843047786195, 2.078134323026316;12988;12988;50195338;;0.25;250;"{""type"": ""Point"", ""coordinates"": [2.0784485, 48.8150851]}";;;Santos Dumont;5;no;no;;no;;528;GRAND VERSAILLES;Saint-Cyr-l'École;78545;-
Institut des Métiers;48.9533638,2.8638318;48.954385544992405, 2.8609836634652575;420343;420343;50178358;5;0.24;240;"{""type"": ""Point"", ""coordinates"": [2.8638318, 48.9533638]}";no;STIF 2018-07;Institut des Métiers;5;;;;;;511;MEAUX ET OURCQ;Villenoy;77513;-
Dos d'Ane;48.5124037,2.2485458;48.51244426057625, 2.2452325519400564;11830;11830;50182433;322;0.24;240;"{""type"": ""Point"", ""coordinates"": [2.2485458, 48.5124037]}";;;HLM;5;;;;yes;;531;ESSONE SUD EST;Janville-sur-Juine;91318;-
ZI Charles de Gaulle;48.7023005,2.6224071;48.7004373191053, 2.620753792379644;22733;22733;50187075;16;0.24;240;"{""type"": ""Point"", ""coordinates"": [2.6224071, 48.7023005]}";no;STIF 2018-07;ZI Charles de Gaulle;5;;;;;;513;PAYS BRIARD;Brie-Comte-Robert;77053;-
ZI Charles de Gaulle;48.7023297,2.6224092;48.7004373191053, 2.620753792379644;22733;22733;50187075;16;0.24;240;"{""type"": ""Point"", ""coordinates"": [2.6224092, 48.7023297]}";no;STIF 2018-07;ZI Charles de Gaulle;5;;;;;;513;PAYS BRIARD;Brie-Comte-Robert;77053;-
Hôpital de Fontainebleau;48.4114753,2.6949566;48.41253835153208, 2.697792279989123;30775;30775;50074637;"4;7";0.24;240;"{""type"": ""Point"", ""coordinates"": [2.6949566, 48.4114753]}";yes;;Hôpital de Fontainebleau;5;yes;yes;no;yes;no;14;LUG - PARIS;Fontainebleau;77186;-
La Défense;48.8902692,2.2406439;48.892002053725435, 2.2386674251530376;"9871;23722";23722;50230573;276;0.24;240;"{""type"": ""Point"", ""coordinates"": [2.2406439, 48.8902692]}";yes;;La Défense-Métro-RER-Tramway;3;yes;;;yes;yes;541;DEFENSE SEINE OUEST;Puteaux;92062;-
Avenue de l'Europe 1;48.8325063,2.7217615;48.832011235161346, 2.718519233126161;15392;15392;50019413;;0.24;240;"{""type"": ""Point"", ""coordinates"": [2.7217615, 48.8325063]}";;;Avenue de l'Europe 2;;yes;yes;;yes;;510;TRANSDEV MARNE LA VALLEE;Bussy-Saint-Georges;77058;-
Le Petit Paris;48.6453522,3.1205064;48.64370820203406, 3.122540703512848;9683;9683;50193912;"3;5";0.24;240;"{""type"": ""Point"", ""coordinates"": [3.1205064, 48.6453522]}";;;Le Petit Paris RD90;5;;;;;;514;PROVINOIS – BRIE ET SEINE;Jouy-le-Châtel;77239;-
ZI Charles de Gaulle;48.7023005,2.6224071;48.700419244033505, 2.62072674696295;22733;22733;50178708;16;0.24;240;"{""type"": ""Point"", ""coordinates"": [2.6224071, 48.7023005]}";no;STIF 2018-07;Zone Industrielle Charles de Gaulle;5;;;;;;511;MEAUX ET OURCQ;Brie-Comte-Robert;77053;-
Montblu Chemin;48.8243348,3.0662057;48.82610862626303, 3.068063560194468;9312;9312;50179478;12A;0.24;240;"{""type"": ""Point"", ""coordinates"": [3.0662057, 48.8243348]}";;;Montblu Chemin;5;;;;;;512;BRIE ET 2 MORIN;Mouroux;77320;-
La Défense;48.8902692,2.2406439;48.892002053725435, 2.2386674251530376;"9871;23722";23722;50218382;276;0.24;240;"{""type"": ""Point"", ""coordinates"": [2.2406439, 48.8902692]}";yes;;La Défense-Métro-RER-Tramway;3;yes;;;yes;yes;542;BOUCLE NORD DE SEINE;Puteaux;92062;-
Pavillons;49.0076975,2.9344299;49.00614306029889, 2.932206292589964;20092;20092;50178539;11;0.24;240;"{""type"": ""Point"", ""coordinates"": [2.9344299, 49.0076975]}";no;STIF 2018-07;Pavillons;5;;;;;;511;MEAUX ET OURCQ;Varreddes;77483;-
Dos d'Ane;48.5124037,2.2485458;48.51244486243941, 2.2453273236754403;11830;11830;50174546;322;0.24;240;"{""type"": ""Point"", ""coordinates"": [2.2485458, 48.5124037]}";;;HLM;5;;;;yes;;900;EX DSP 24;Janville-sur-Juine;91318;-
Place Berlioz;49.0041944,2.3999049;49.00623194286651, 2.4009620899737194;41805;41805;50232033;268;0.24;240;"{""type"": ""Point"", ""coordinates"": [2.3999049, 49.0041944]}";no;STIF 2019-01;Place Berlioz;4;;;;;;543;PLAINE SAINT-DENIS;Villiers-le-Bel;95680;-
Château;48.7144947,2.5368519;48.713486859084384, 2.5339982741445453;17185;17185;50190374;U;0.24;240;"{""type"": ""Point"", ""coordinates"": [2.5368519, 48.7144947]}";no;STIF 2019-01;Château;4;;;;no;;521;MARNE ET SEINE;Brunoy;91114;-
Croix Rochopt;48.6966147,2.5191794;48.69530546475995, 2.5217825657272264;17067;17067;50180092;;0.24;240;"{""type"": ""Point"", ""coordinates"": [2.5191794, 48.6966147]}";no;STIF 2018-07;Croix Rochopt;5;no;;;no;no;520;VAL D’YERRES VAL DE SEINE;Épinay-sous-Sénart;91215;-
Institut des Métiers;48.95324,2.863606;48.954385544992405, 2.8609836634652575;420343;420343;50178358;5;0.23;230;"{""type"": ""Point"", ""coordinates"": [2.863606, 48.95324]}";no;STIF 2018-07;Institut des Métiers;5;;;;;;511;MEAUX ET OURCQ;Villenoy;77513;-
