code_externe,zdc_a,zdc_b,nom_a,nom_b,duree_mediane_secondes,nb_observations
C00042,69480,69487,"Albert Perdreaux","Chaville - Vélizy",60,137
C00042,69487,69490,"Chaville - Vélizy","Mare Adam",120,137
C00042,69490,73718,"Mare Adam","Chaville Rive Gauche",60,134
C00042,69503,419995,"Chaville Rive Droite","Paul Vaillant Couturier / Résistance",60,68
C00042,73718,73719,"Chaville Rive Gauche","Puits Sans Vin / Mairie",60,137
C00042,73719,419995,"Puits Sans Vin / Mairie","Paul Vaillant Couturier / Résistance",60,68
C00043,416744,420144,Dewoitine,"Vélizy 2",60,129
C00043,63703,427240,Louvois,Exelmans,60,61
C00043,63703,63706,Louvois,"Mairie de Vélizy",60,129
C00043,63706,482366,"Mairie de Vélizy","Mairie - Tarron",60,121
C00043,63710,427240,"Résidence Europe",Exelmans,60,63
C00043,63710,462500,"Résidence Europe","Grange Dame Rose",60,47
C00043,63745,420144,"Centre Commercial","Vélizy 2",180,129
C00043,63775,416744,"Marcel Dassault",Dewoitine,60,104
C00043,63775,69469,"Marcel Dassault","Le Bois",60,88
C00043,63791,482366,"Roland Garros / Blériot","Mairie - Tarron",120,129
C00043,63791,63798,"Roland Garros / Blériot",Mermoz,60,129
C00043,63798,63858,Mermoz,"Allée Noire / Cimetière",120,129
C00043,63858,63884,"Allée Noire / Cimetière",Bertisettes,180,129
C00043,63880,63906,"Versailles Chantiers",Vergennes,180,129
C00043,63884,73859,Bertisettes,"Porchefontaine Louis XIV",60,129
C00043,63886,63889,Porchefontaine,"Jean Mermoz",120,129
C00043,63886,73859,Porchefontaine,"Porchefontaine Louis XIV",120,129
C00043,63889,63906,"Jean Mermoz",Vergennes,60,129
C00043,69469,73919,"Le Bois","La Cheminée / Résidence Les Bois",60,124
C00043,73919,462500,"La Cheminée / Résidence Les Bois","Grange Dame Rose",60,129
C00046,416744,420144,Dewoitine,"Vélizy 2",60,268
C00046,63244,482566,"Massy - Palaiseau","Rond-Point du Pileu",360,297
C00046,63624,482566,"Mode et Maison","Rond-Point du Pileu",600,268
C00046,63624,63638,"Mode et Maison","André Citroën",60,268
C00046,63638,420144,"André Citroën","Vélizy 2",240,268
C00046,63701,495733,"Europe Sud","Traité de Rome",120,148
C00046,63710,462500,"Résidence Europe","Grange Dame Rose",60,163
C00046,63710,495733,"Résidence Europe","Traité de Rome",60,70
C00046,63775,416744,"Marcel Dassault",Dewoitine,60,110
C00046,63775,69469,"Marcel Dassault","Le Bois",60,183
C00046,69469,73919,"Le Bois","La Cheminée / Résidence Les Bois",60,189
C00046,73919,462500,"La Cheminée / Résidence Les Bois","Grange Dame Rose",60,141
C00048,416744,420144,Dewoitine,"Vélizy 2",120,505
C00048,420144,420177,"Vélizy 2","De Lattre de Tassigny",120,422
C00048,63775,416744,"Marcel Dassault",Dewoitine,60,292
C00048,63775,69469,"Marcel Dassault","Le Bois",60,303
C00048,69469,73919,"Le Bois","La Cheminée / Résidence Les Bois",60,457
C00048,69474,420144,"Aérodrome Morane / Le Mail","Vélizy 2",60,419
C00048,69474,420177,"Aérodrome Morane / Le Mail","De Lattre de Tassigny",60,422
C00048,69474,69478,"Aérodrome Morane / Le Mail","Lycée de Villebon / Ermitage de Villebon",120,422
C00048,69478,70698,"Lycée de Villebon / Ermitage de Villebon","Pont de Sèvres",360,422
C00049,420144,495867,"Vélizy 2","Vélizy 2 Sud",180,103
C00049,63551,63608,Burospace,"Base Aérienne 107",60,412
C00049,63608,63647,"Base Aérienne 107","Rond-Point Val de Grâce",60,376
C00049,63647,495867,"Rond-Point Val de Grâce","Vélizy 2 Sud",180,103
C00049,63647,63664,"Rond-Point Val de Grâce","Les Ailes",120,206
C00049,63647,63745,"Rond-Point Val de Grâce","Centre Commercial",240,103
C00049,63664,412739,"Les Ailes","Les Hélices",60,206
C00049,63672,412739,"Route Militaire","Les Hélices",60,91
C00049,63672,74082,"Route Militaire","Général Valérie André",60,103
C00049,63680,63681,"Pointe Ouest","Zone Aéronautique",60,155
C00049,63680,63695,"Pointe Ouest",Échangeur,60,80
C00049,63681,74082,"Zone Aéronautique","Général Valérie André",60,64
C00049,63695,73918,Échangeur,"L'Onde (Maison des Arts)",120,206
C00049,63745,420144,"Centre Commercial","Vélizy 2",60,103
C00049,70698,420144,"Pont de Sèvres","Vélizy 2",480,206
C00050,420144,495867,"Vélizy 2","Vélizy 2 Sud",120,158
C00050,427240,495733,Exelmans,"Traité de Rome",60,155
C00050,63687,495867,"Liaison Inovel Sud","Vélizy 2 Sud",60,158
C00050,63687,63701,"Liaison Inovel Sud","Europe Sud",60,313
C00050,63687,63745,"Liaison Inovel Sud","Centre Commercial",60,155
C00050,63701,495733,"Europe Sud","Traité de Rome",120,155
C00050,63701,63710,"Europe Sud","Résidence Europe",60,158
C00050,63703,427240,Louvois,Exelmans,60,95
C00050,63703,63706,Louvois,"Mairie de Vélizy",60,155
C00050,63706,482366,"Mairie de Vélizy","Mairie - Tarron",60,110
C00050,63710,462500,"Résidence Europe","Grange Dame Rose",60,1
C00050,63729,63730,Villacoublay,Rabourdin,120,158
C00050,63729,73919,Villacoublay,"La Cheminée / Résidence Les Bois",60,34
C00050,63730,63741,Rabourdin,"Fronval / Le Village",60,157
C00050,63741,482366,"Fronval / Le Village","Mairie - Tarron",60,69
C00050,63741,63756,"Fronval / Le Village","Place de l'Aviation",120,313
C00050,63745,420144,"Centre Commercial","Vélizy 2",120,155
C00050,63750,63764,"Centre Commercial Mozart","Picardie - Champagne",60,310
C00050,63756,63766,"Place de l'Aviation","De Gaulle",60,313
C00050,63760,422455,"Collège Saint-Exupéry","Robert Wagner",60,563
C00050,63760,63764,"Collège Saint-Exupéry","Picardie - Champagne",60,313
C00050,63766,422455,"De Gaulle","Robert Wagner",60,294
C00050,63800,422455,"Marcel Sembat","Robert Wagner",60,313
C00050,63800,63858,"Marcel Sembat","Allée Noire / Cimetière",120,313
C00050,63858,63884,"Allée Noire / Cimetière",Bertisettes,120,313
C00050,63884,73859,Bertisettes,"Porchefontaine Louis XIV",60,313
C00050,63886,63889,Porchefontaine,"Jean Mermoz",120,313
C00050,63886,73859,Porchefontaine,"Porchefontaine Louis XIV",120,313
C00050,63889,63906,"Jean Mermoz",Vergennes,60,313
C00050,63906,63935,Vergennes,"Hôtel de Ville / Préfecture",120,313
C00050,63935,63964,"Hôtel de Ville / Préfecture",Europe,120,313
C00050,73919,462500,"La Cheminée / Résidence Les Bois","Grange Dame Rose",60,158
C00051,63703,427240,Louvois,Exelmans,120,118
C00051,63703,63706,Louvois,"Mairie de Vélizy",60,275
C00051,63710,427240,"Résidence Europe",Exelmans,60,139
C00051,63710,462500,"Résidence Europe","Grange Dame Rose",60,171
C00051,69469,69473,"Le Bois",Copernic,60,275
C00051,69469,73919,"Le Bois","La Cheminée / Résidence Les Bois",60,275
C00051,69471,69473,Pasteur,Copernic,120,275
C00051,69471,69474,Pasteur,"Aérodrome Morane / Le Mail",120,136
C00051,69474,70698,"Aérodrome Morane / Le Mail","Pont de Sèvres",660,136
C00051,73919,462500,"La Cheminée / Résidence Les Bois","Grange Dame Rose",60,275
C00052,63551,63608,Burospace,"Base Aérienne 107",60,98
C00052,63608,63647,"Base Aérienne 107","Rond-Point Val de Grâce",60,98
C00052,63647,63664,"Rond-Point Val de Grâce","Les Ailes",120,98
C00052,63664,412739,"Les Ailes","Les Hélices",60,98
C00052,63672,412739,"Route Militaire","Les Hélices",60,32
C00052,63672,74082,"Route Militaire","Général Valérie André",60,58
C00052,63680,63681,"Pointe Ouest","Zone Aéronautique",60,58
C00052,63680,63695,"Pointe Ouest",Échangeur,60,34
C00052,63681,74082,"Zone Aéronautique","Général Valérie André",60,40
C00052,63695,485346,Échangeur,"Petit Robinson",60,22
C00052,63801,485346,"Pont Colbert","Petit Robinson",240,50
C00052,63801,63818,"Pont Colbert",Cisterciens,60,97
C00052,63818,63826,Cisterciens,Sarraut,60,65
C00052,63826,63842,Sarraut,Ploix,60,81
C00052,63842,477992,Ploix,Providence,60,80
C00052,63880,477992,"Versailles Chantiers",Providence,120,98
C00054,64175,424825,"Orgerus - Béhoust","Pré de la Jument",60,5
C00054,64213,424825,"Allée du Gué","Pré de la Jument",60,5
C00054,64213,64230,"Allée du Gué","Place des Halles",60,5
C00054,64230,64249,"Place des Halles","Place de la Liberté",60,2
C00054,64249,64256,"Place de la Liberté","Pré du Bourg",60,2
C00054,64256,64343,"Pré du Bourg","Pré Clos",180,5
C00054,64343,64372,"Pré Clos",Mairie,60,5
C00054,64372,64466,Mairie,Prieuré,180,5
C00054,64466,64523,Prieuré,"Saint Corentin",300,5
C00054,64523,64545,"Saint Corentin",Mairie,180,5
C00061,63812,65307,"Saint-Quentin en Yvelines - Montigny-le-Bretonneux","Bois Bodin / Centre Commercial",,0
C00061,65258,65326,Libération,"Épône - Mézières",240,8
C00061,65258,65770,Libération,"Mantes Station",660,8
C00061,65281,65307,"D 113 / Gaston Jouillerat","Bois Bodin / Centre Commercial",60,8
C00061,65281,65326,"D 113 / Gaston Jouillerat","Épône - Mézières",420,8
C00061,65770,65931,"Mantes Station",Mantes-la-Jolie,240,8
C00062,424401,425058,"Le Boulay Place",Mocsouris,210,16
C00062,424789,424793,Soredab,Café,60,16
C00062,424800,425058,Vignes,Mocsouris,240,16
C00062,60580,60606,"Gazeran Buissonnet",Arbouville,300,16
C00062,60580,60650,"Gazeran Buissonnet",Volaille,150,16
C00062,60606,60665,Arbouville,Rambouillet,420,16
C00062,60650,60718,Volaille,"Bois Dieu",120,16
C00062,60718,60759,"Bois Dieu","Les Chaises",120,16
C00062,60759,424781,"Les Chaises",Béchereau,60,11
C00062,60812,424781,"La Villeneuve",Béchereau,90,16
C00062,60812,424789,"La Villeneuve",Soredab,240,16
C00062,63239,424793,Église,Café,360,16
C00062,63239,474398,Église,"Rue de la Vesgre",180,16
C00062,63362,474398,"École / Église","Rue de la Vesgre",60,16
C00062,63362,63443,"École / Église",Église,180,16
C00062,63443,63639,Église,"Poule Faisane",180,16
C00062,63639,63657,"Poule Faisane","Pré Joli",60,16
C00062,63657,63713,"Pré Joli","Bel Air",60,16
C00062,63713,424401,"Bel Air","Le Boulay Place",60,16
C00062,63831,424800,"Collège François Mauriac",Vignes,60,16
C00062,63831,63855,"Collège François Mauriac",Remparts,60,16
C00062,63855,63893,Remparts,Houdan,180,16
C00062,63865,63893,Pommeraie,Houdan,180,17
C00062,63865,64143,Pommeraie,"Place du Château",300,17
C00062,64143,64165,"Place du Château","Route de Tacoignières",60,17
C00062,64165,64208,"Route de Tacoignières","Rue de la Gare",180,17
C00062,64208,64223,"Rue de la Gare","Bas Fonceaux",60,17
C00062,64223,64235,"Bas Fonceaux","Rue des Brices",60,12
C00062,64235,463493,"Rue des Brices",Église,240,17
C00062,64545,463493,Mairie,Église,360,17
C00062,64545,64555,Mairie,"Place de Verdun",120,17
C00062,64555,64588,"Place de Verdun","Rue de Mantes",60,17
C00062,64588,64601,"Rue de Mantes",Poteau,180,8
C00062,64601,64708,Poteau,Rosay,120,9
C00062,64708,64759,Rosay,"Rue Saint-Martin",120,17
C00062,64759,64992,"Rue Saint-Martin",Église,240,17
C00062,64992,65114,Église,Brasseuil,120,17
C00062,65114,65205,Brasseuil,Auffreville,60,17
C00062,65205,65479,Auffreville,"Moulin des Rades",120,17
C00062,65479,65534,"Moulin des Rades","Saint Etienne",120,17
C00062,65534,65635,"Saint Etienne","Mantes-la-Ville Mairie",180,17
C00062,65635,65931,"Mantes-la-Ville Mairie",Mantes-la-Jolie,420,17
C00064,415026,478901,"ZAC La Prévôté","Les Toits de Houdan",180,28
C00064,63810,63817,"La Folie","Les Alouettes",60,35
C00064,63810,63846,"La Folie","Ferme Benoist / Place du Moulin",120,21
C00064,63812,63835,"Saint-Quentin en Yvelines - Montigny-le-Bretonneux","Pas du Lac",120,14
C00064,63812,63838,"Saint-Quentin en Yvelines - Montigny-le-Bretonneux","Fort de Saint-Cyr",300,15
C00064,63817,63819,"Les Alouettes","Rue de la Vesgre",60,18
C00064,63819,63831,"Rue de la Vesgre","Collège François Mauriac",60,21
C00064,63831,63855,"Collège François Mauriac",Remparts,60,34
C00064,63838,63864,"Fort de Saint-Cyr",Pissaloup,300,15
C00064,63846,64143,"Ferme Benoist / Place du Moulin","Place du Château",360,29
C00064,63855,63893,Remparts,Houdan,120,35
C00064,63864,63882,Pissaloup,"De Lattre de Tassigny",120,29
C00064,63868,63882,"Jean Moulin","De Lattre de Tassigny",60,29
C00064,63868,63907,"Jean Moulin","Cheval Blanc",420,29
C00064,63877,63892,"Marronniers / Rue de la Gare",Hortensia,60,29
C00064,63877,63941,"Marronniers / Rue de la Gare","Pont de Galluis",60,29
C00064,63892,63961,Hortensia,"Lycée Jean Monnet",120,29
C00064,63893,478901,Houdan,"Les Toits de Houdan",120,35
C00064,63907,63948,"Cheval Blanc","Place Foch",120,29
C00064,63941,63955,"Pont de Galluis","Montfort-l'Amaury - Méré",180,29
C00064,63948,63972,"Place Foch",Gendarmerie,60,29
C00064,63955,64058,"Montfort-l'Amaury - Méré","La Bardelle",180,29
C00064,63961,63978,"Lycée Jean Monnet","1 Route Nationale",120,29
C00064,63972,64015,Gendarmerie,"Le Pontel",120,29
C00064,63978,63985,"1 Route Nationale","Place du Marché",60,29
C00064,63985,64012,"Place du Marché","Coty Rue de la Gare",60,29
C00064,64012,64025,"Coty Rue de la Gare","Garancières - La Queue",60,29
C00064,64015,424167,"Le Pontel","Lycée Viollet le Duc - Gare Routière",60,29
C00064,64025,64050,"Garancières - La Queue","Trou Chevalier",120,29
C00064,64036,421020,"Croix Ferron",Libération,120,29
C00064,64036,64058,"Croix Ferron","La Bardelle",120,29
C00064,64050,64068,"Trou Chevalier","Louis Siou",60,29
C00064,64051,421020,"Place Sully",Libération,60,29
C00064,64051,424167,"Place Sully","Lycée Viollet le Duc - Gare Routière",120,29
C00064,64068,64113,"Louis Siou","Général Leclerc",60,29
C00064,64113,64116,"Général Leclerc","Croix Rouge",60,15
C00064,64113,64147,"Général Leclerc","Noël Benoist",60,14
C00064,64116,64147,"Croix Rouge","Noël Benoist",60,15
C00064,64143,64165,"Place du Château","Route de Tacoignières",120,29
C00064,64147,64196,"Noël Benoist",Mairie,180,29
C00064,64165,64208,"Route de Tacoignières","Rue de la Gare",120,29
C00064,64196,64215,Mairie,"Allée des Champs",120,29
C00064,64208,64223,"Rue de la Gare","Bas Fonceaux",60,29
C00064,64215,64230,"Allée des Champs","Place des Halles",60,29
C00064,64223,64230,"Bas Fonceaux","Place des Halles",300,29
C00068,60982,60998,Essouriau,"Centre Commercial Ulis 2",60,801
C00068,60982,61013,Essouriau,Thomas,60,801
C00068,61013,61043,Thomas,"Hautes Plaines",60,801
C00068,61043,62621,"Hautes Plaines","Passerelle Automne",60,801
C00068,62621,62652,"Passerelle Automne",Île-de-France,60,631
C00068,62633,62642,"École / Rond-Point de Mondétour / Montlhéry","Bellevue - Montjay / Ferme",60,474
C00068,62633,62711,"École / Rond-Point de Mondétour / Montlhéry","Escalier des Ulis",120,801
C00068,62637,62642,Bathes,"Bellevue - Montjay / Ferme",120,801
C00068,62637,62659,Bathes,Barceleau,60,155
C00068,62652,62661,Île-de-France,Champagne,60,801
C00068,62659,62661,Barceleau,Champagne,60,801
C00068,62711,62760,"Escalier des Ulis","Scocard - Joffre",60,801
C00068,62760,62835,"Scocard - Joffre",République,60,401
C00068,62760,62892,"Scocard - Joffre","Orsay - Ville",180,400
C00068,62835,62908,République,Mairie,60,360
C00068,62892,62908,"Orsay - Ville",Mairie,120,401
C00069,424596,424612,Beaumontel,"Avenue des Ulis",60,69
C00069,424596,424624,Beaumontel,"Cimetière de Bures",120,139
C00069,60982,60998,Essouriau,"Centre Commercial Ulis 2",120,139
C00069,60982,61013,Essouriau,Thomas,60,139
C00069,61013,61049,Thomas,"Les Amonts",120,139
C00069,61049,424612,"Les Amonts","Avenue des Ulis",60,70
C00069,62814,62851,"8 mai 1945",Bures-sur-Yvette,120,139
C00069,62851,424624,Bures-sur-Yvette,"Cimetière de Bures",60,139
C00070,60532,60553,Gambetta,"Le Mesnil",60,337
C00070,60532,60557,Gambetta,"Etang Neuf",120,337
C00070,60553,60576,"Le Mesnil","Chêne Rond",180,337
C00070,60557,74230,"Etang Neuf","Le Houssaye",120,385
C00070,60595,60610,"La Guillère",Mairie,120,385
C00070,60595,74230,"La Guillère","Le Houssaye",60,385
C00070,60610,60675,Mairie,Auteuil,120,385
C00070,60675,60739,Auteuil,"Le Gué",60,385
C00070,60739,60801,"Le Gué","Bel Ebat",60,385
C00070,60801,60848,"Bel Ebat","Poteau Blanc",60,385
C00070,60848,60907,"Poteau Blanc","La Folie Bessin - L'Orme à Moineaux",120,385
C00070,60907,479338,"La Folie Bessin - L'Orme à Moineaux","Cimetière - L'Orme à Moineaux",120,7
C00070,60907,60977,"La Folie Bessin - L'Orme à Moineaux","Centre Commercial Ulis 2 - Aubrac",240,378
C00070,60977,479338,"Centre Commercial Ulis 2 - Aubrac","Cimetière - L'Orme à Moineaux",300,7
C00070,60977,61001,"Centre Commercial Ulis 2 - Aubrac",Cévennes,60,257
C00070,61001,61033,Cévennes,Stade,60,385
C00070,61033,62604,Stade,Bourgogne,60,385
C00070,62604,62637,Bourgogne,Bathes,60,385
C00070,62637,62659,Bathes,Barceleau,60,191
C00070,62659,62661,Barceleau,Champagne,60,385
C00070,62661,62670,Champagne,Tournemire,60,385
C00070,62670,62790,Tournemire,IHES,120,385
C00070,62790,62810,IHES,"Grand Mesnil",120,385
C00070,62810,62892,"Grand Mesnil","Orsay - Ville",120,385
C00072,62892,62938,"Orsay - Ville",Château,60,230
C00072,62938,62957,Château,Launay,60,185
C00072,62957,63015,Launay,"Bois des Rames",180,230
C00072,63015,63059,"Bois des Rames","De Broglie",60,230
C00072,63059,63085,"De Broglie","Lieu de Vie",60,230
C00072,63085,63117,"Lieu de Vie","Université Paris-Saclay",60,230
C00073,60984,60986,Square,Coquelicots,60,80
C00073,60984,60992,Square,Pinson,60,23
C00073,60986,61007,Coquelicots,"Cottage Mondétour",60,46
C00073,60992,61009,Pinson,Estérel,,0
C00073,61007,61029,"Cottage Mondétour",Bleuets,60,80
C00073,61009,61032,Estérel,"Cure d'air",60,80
C00073,61029,62633,Bleuets,"École / Rond-Point de Mondétour / Montlhéry",60,40
C00073,61032,61041,"Cure d'air","Marché de Mondétour",60,80
C00073,61041,62642,"Marché de Mondétour","Bellevue - Montjay / Ferme",60,67
C00073,62633,62642,"École / Rond-Point de Mondétour / Montlhéry","Bellevue - Montjay / Ferme",60,80
C00073,62633,62680,"École / Rond-Point de Mondétour / Montlhéry",Canada,120,40
C00073,62642,62656,"Bellevue - Montjay / Ferme","Bois du Roi",60,44
C00073,62656,62683,"Bois du Roi",Chênes,60,77
C00073,62680,62696,Canada,"Bois Persan",60,80
C00073,62683,62709,Chênes,Boissière,60,31
C00073,62709,62740,Boissière,Acacias,60,80
C00073,62740,62741,Acacias,Curie,60,52
C00073,62741,62806,Curie,"Avenue de Bures",60,70
C00073,62806,415545,"Avenue de Bures",Dimancherie,60,40
C00073,62812,62835,Chartres,République,60,17
C00073,62812,62892,Chartres,"Orsay - Ville",120,17
C00073,62835,62908,République,Mairie,60,17
C00073,62892,415545,"Orsay - Ville",Dimancherie,120,80
C00073,62892,62908,"Orsay - Ville",Mairie,120,18
C00073,62908,62931,Mairie,"Charles de Gaulle",60,26
C00073,62931,62974,"Charles de Gaulle",Racine,60,17
C00073,62974,62983,Racine,Fournier,60,17
C00073,62983,73736,Fournier,"École du Guichet",60,17
C00073,63036,63055,"Aristide Briand",Châteaufort,60,26
C00073,63036,73736,"Aristide Briand","École du Guichet",60,35
C00074,62812,62835,Chartres,République,60,79
C00074,62812,62892,Chartres,"Orsay - Ville",60,100
C00074,62828,62831,"Bois de la Grille Noire",Conservatoire,60,100
C00074,62828,62840,"Bois de la Grille Noire",Parrat,60,100
C00074,62831,62841,Conservatoire,"Lycée Blaise Pascal",60,87
C00074,62835,62841,République,"Lycée Blaise Pascal",60,61
C00074,62840,62860,Parrat,Orgeval,60,17
C00074,62860,62886,Orgeval,"Cimetière d'Orsay",60,87
C00074,62879,62884,"Résidence Saint-Laurent","Résidence de l'Yvette",60,102
C00074,62879,62908,"Résidence Saint-Laurent",Mairie,60,102
C00074,62884,62885,"Résidence de l'Yvette",Ruisseau,60,102
C00074,62885,62886,Ruisseau,"Cimetière d'Orsay",60,102
C00074,62886,62949,"Cimetière d'Orsay","Stade de Rugby",120,202
C00074,62892,62908,"Orsay - Ville",Mairie,120,102
C00074,62949,63029,"Stade de Rugby",Lozère,120,202
C00074,62966,62975,Fourcherolles,"Bois de Fourcherolles",60,202
C00074,62966,62988,Fourcherolles,"Groupe Scolaire Jean Macé",60,202
C00074,62975,62981,"Bois de Fourcherolles",Marceau,60,181
C00074,62981,63000,Marceau,"Collège Charles Péguy",60,202
C00074,62988,63029,"Groupe Scolaire Jean Macé",Lozère,60,202
C00074,63000,63067,"Collège Charles Péguy","Palaiseau - Villebon",60,154
